"CID","AID"
"CID3965","AID3324"
"CID6623","AID3324"
"CID175","AID3586"
"CID4271","AID3586"
"CID4503","AID3586"
"CID175","AID464"
"CID4271","AID464"
"CID4503","AID464"
"CID1333","AID1263"
"CID1333","AID236"
"CID1333","AID3605"
"CID1333","AID78"
"CID4291","AID1876"
"CID4291","AID3832"
"CID693","AID2005"
"CID4657","AID2005"
"CID7147","AID2005"
"CID693","AID844"
"CID4657","AID844"
"CID7147","AID844"
"CID6337","AID1299"
"CID6337","AID334"
"CID1687","AID1210"
"CID7185","AID711"
"CID3327","AID1011"
"CID2807","AID458"
"CID2215","AID1657"
"CID8401","AID1657"
"CID8663","AID1657"
"CID2215","AID792"
"CID8401","AID792"
"CID8663","AID792"
"CID135","AID3743"
"CID793","AID3743"
"CID7851","AID3743"
"CID8307","AID3743"
"CID135","AID546"
"CID793","AID546"
"CID7851","AID546"
"CID8307","AID546"
"CID5551","AID1476"
"CID3911","AID3670"
"CID5543","AID3670"
"CID6557","AID3670"
"CID7973","AID3670"
"CID4925","AID572"
"CID8437","AID572"
"CID4925","AID645"
"CID8437","AID645"
"CID141","AID3119"
"CID627","AID326"
"CID3985","AID326"
"CID291","AID2561"
"CID1283","AID2561"
"CID2875","AID2561"
"CID6465","AID2561"
"CID291","AID3056"
"CID1283","AID3056"
"CID2875","AID3056"
"CID6465","AID3056"
"CID6025","AID2064"
"CID6025","AID3826"
"CID931","AID2795"
"CID1843","AID3326"
"CID6421","AID3326"
"CID6423","AID3326"
"CID1843","AID770"
"CID6421","AID770"
"CID6423","AID770"
"CID8005","AID3052"
"CID8005","AID3811"
"CID3805","AID1431"
"CID6841","AID1431"
"CID7817","AID1431"
"CID3805","AID2052"
"CID6841","AID2052"
"CID7817","AID2052"
"CID3805","AID2626"
"CID6841","AID2626"
"CID7817","AID2626"
"CID3805","AID459"
"CID6841","AID459"
"CID7817","AID459"
"CID6015","AID2899"
"CID6015","AID3804"
"CID137","AID1636"
"CID1355","AID1636"
"CID2723","AID1636"
"CID5047","AID1636"
"CID137","AID79"
"CID1355","AID79"
"CID2723","AID79"
"CID5047","AID79"
"CID77","AID1504"
"CID4543","AID1504"
"CID5285","AID1504"
"CID8195","AID1504"
"CID77","AID355"
"CID4543","AID355"
"CID5285","AID355"
"CID8195","AID355"
"CID4193","AID3070"
"CID4193","AID728"
"CID7445","AID2115"
"CID5765","AID3337"
"CID7465","AID3337"
"CID7787","AID3337"
"CID8911","AID3337"
"CID5765","AID50"
"CID7465","AID50"
"CID7787","AID50"
"CID8911","AID50"
"CID5543","AID1804"
"CID6803","AID1804"
"CID8933","AID1804"
"CID5543","AID3589"
"CID6803","AID3589"
"CID8933","AID3589"
"CID4515","AID1095"
"CID5963","AID1095"
"CID6051","AID1095"
"CID8141","AID1095"
"CID4515","AID1775"
"CID5963","AID1775"
"CID6051","AID1775"
"CID8141","AID1775"
"CID4515","AID339"
"CID5963","AID339"
"CID6051","AID339"
"CID8141","AID339"
"CID2961","AID1808"
"CID2961","AID2706"
"CID737","AID3437"
"CID3897","AID3437"
"CID737","AID712"
"CID3897","AID712"
"CID1805","AID1469"
"CID4725","AID1469"
"CID1805","AID2222"
"CID4725","AID2222"
"CID1805","AID2959"
"CID4725","AID2959"
"CID2953","AID421"
"CID5185","AID421"
"CID8023","AID421"
"CID1011","AID1649"
"CID2007","AID1649"
"CID7023","AID1649"
"CID1011","AID3562"
"CID2007","AID3562"
"CID7023","AID3562"
"CID2425","AID168"
"CID3801","AID168"
"CID4455","AID1479"
"CID4863","AID1479"
"CID4455","AID1604"
"CID4863","AID1604"
"CID663","AID1174"
"CID3457","AID1174"
"CID663","AID3275"
"CID3457","AID3275"
"CID3955","AID1731"
"CID8105","AID1731"
"CID3955","AID3388"
"CID8105","AID3388"
"CID6095","AID3481"
"CID8937","AID3481"
"CID6095","AID3685"
"CID8937","AID3685"
"CID5557","AID2331"
"CID5557","AID3675"
"CID2143","AID3142"
"CID4163","AID3142"
"CID2143","AID3657"
"CID4163","AID3657"
"CID5063","AID249"
"CID5063","AID2771"
"CID3565","AID550"
"CID2033","AID3940"
"CID2261","AID3940"
"CID3113","AID3940"
"CID2033","AID50"
"CID2261","AID50"
"CID3113","AID50"
"CID2693","AID685"
"CID5217","AID685"
"CID8575","AID2425"
"CID5145","AID1559"
"CID5733","AID1559"
"CID5145","AID2015"
"CID5733","AID2015"
"CID5145","AID3025"
"CID5733","AID3025"
"CID5145","AID3172"
"CID5733","AID3172"
"CID2725","AID3453"
"CID2725","AID3752"
"CID2725","AID3828"
"CID877","AID2616"
"CID5061","AID2616"
"CID877","AID320"
"CID5061","AID320"
"CID877","AID459"
"CID5061","AID459"
"CID3083","AID510"
"CID5107","AID510"
"CID8817","AID510"
"CID4413","AID3676"
"CID6833","AID3676"
"CID7267","AID3676"
"CID3343","AID2290"
"CID5987","AID2290"
"CID5723","AID2391"
"CID5723","AID2585"
"CID5723","AID281"
"CID6163","AID1049"
"CID6163","AID1320"
"CID2717","AID2038"
"CID4721","AID2038"
"CID5941","AID2038"
"CID5955","AID2038"
"CID2717","AID2487"
"CID4721","AID2487"
"CID5941","AID2487"
"CID5955","AID2487"
"CID2717","AID2551"
"CID4721","AID2551"
"CID5941","AID2551"
"CID5955","AID2551"
"CID2717","AID3995"
"CID4721","AID3995"
"CID5941","AID3995"
"CID5955","AID3995"
"CID8915","AID503"
"CID1597","AID2625"
"CID6077","AID2625"
"CID8505","AID2625"
"CID297","AID2561"
"CID963","AID2561"
"CID3097","AID2561"
"CID41","AID3222"
"CID3765","AID3222"
"CID7531","AID3222"
"CID41","AID3663"
"CID3765","AID3663"
"CID7531","AID3663"
"CID713","AID3288"
"CID713","AID653"
"CID683","AID2309"
"CID3891","AID2309"
"CID5645","AID2309"
"CID491","AID1802"
"CID5403","AID1802"
"CID6303","AID1802"
"CID491","AID2258"
"CID5403","AID2258"
"CID6303","AID2258"
"CID491","AID3757"
"CID5403","AID3757"
"CID6303","AID3757"
"CID6407","AID1633"
"CID8607","AID1633"
"CID6407","AID1706"
"CID8607","AID1706"
"CID6407","AID560"
"CID8607","AID560"
"CID6407","AID871"
"CID8607","AID871"
"CID3935","AID2487"
"CID6973","AID2487"
"CID3935","AID2607"
"CID6973","AID2607"
"CID8103","AID2207"
"CID8103","AID3305"
"CID8103","AID3852"
"CID8103","AID688"
"CID305","AID3865"
"CID8161","AID3865"
"CID305","AID3916"
"CID8161","AID3916"
"CID1861","AID573"
"CID6941","AID573"
"CID8263","AID573"
"CID1861","AID641"
"CID6941","AID641"
"CID8263","AID641"
"CID3285","AID3181"
"CID6377","AID3181"
"CID8781","AID3181"
"CID3281","AID1281"
"CID3783","AID1281"
"CID5571","AID1281"
"CID3281","AID1921"
"CID3783","AID1921"
"CID5571","AID1921"
"CID3281","AID3726"
"CID3783","AID3726"
"CID5571","AID3726"
"CID7777","AID2564"
"CID721","AID1572"
"CID1823","AID1572"
"CID721","AID1803"
"CID1823","AID1803"
"CID721","AID3089"
"CID1823","AID3089"
"CID4705","AID1681"
"CID8647","AID1681"
"CID4705","AID1877"
"CID8647","AID1877"
"CID4705","AID2187"
"CID8647","AID2187"
"CID3087","AID1305"
"CID3087","AID809"
"CID2691","AID1558"
"CID8891","AID1558"
"CID2691","AID960"
"CID8891","AID960"
"CID8987","AID2161"
"CID8987","AID2848"
"CID8987","AID3231"
"CID8987","AID553"
"CID7291","AID2264"
"CID3155","AID1607"
"CID4975","AID1607"
"CID7555","AID1607"
"CID3155","AID722"
"CID4975","AID722"
"CID7555","AID722"
"CID115","AID1171"
"CID2165","AID1171"
"CID4927","AID1171"
"CID5623","AID1171"
"CID7751","AID1171"
"CID115","AID4"
"CID2165","AID4"
"CID4927","AID4"
"CID5623","AID4"
"CID7751","AID4"
"CID115","AID868"
"CID2165","AID868"
"CID4927","AID868"
"CID5623","AID868"
"CID7751","AID868"
"CID8363","AID2823"
"CID693","AID3109"
"CID1951","AID3109"
"CID5087","AID3109"
"CID693","AID680"
"CID1951","AID680"
"CID5087","AID680"
"CID2347","AID325"
"CID4085","AID325"
"CID8773","AID325"
"CID2347","AID91"
"CID4085","AID91"
"CID8773","AID91"
"CID5991","AID3496"
"CID2773","AID1389"
"CID3927","AID1389"
"CID8213","AID1389"
"CID2773","AID2172"
"CID3927","AID2172"
"CID8213","AID2172"
"CID95","AID1771"
"CID1117","AID1771"
"CID3895","AID1771"
"CID5915","AID1771"
"CID3565","AID1601"
"CID6471","AID1601"
"CID6965","AID1601"
"CID7347","AID1601"
"CID2945","AID2568"
"CID7481","AID2568"
"CID7785","AID2568"
"CID8253","AID2568"
"CID8437","AID2568"
"CID1183","AID3333"
"CID3841","AID3333"
"CID1573","AID1284"
"CID1573","AID3333"
"CID1151","AID3644"
"CID4497","AID3644"
"CID5445","AID3644"
"CID3757","AID1252"
"CID4683","AID1252"
"CID5323","AID1252"
"CID3757","AID3023"
"CID4683","AID3023"
"CID5323","AID3023"
"CID2971","AID2441"
"CID5071","AID2441"
"CID6635","AID2441"
"CID2971","AID3072"
"CID5071","AID3072"
"CID6635","AID3072"
"CID2971","AID3233"
"CID5071","AID3233"
"CID6635","AID3233"
"CID2971","AID3590"
"CID5071","AID3590"
"CID6635","AID3590"
"CID8105","AID3720"
"CID81","AID2136"
"CID4497","AID2136"
"CID81","AID385"
"CID4497","AID385"
"CID4501","AID2137"
"CID4747","AID2137"
"CID5387","AID2137"
"CID4513","AID1295"
"CID4513","AID609"
"CID5701","AID3758"
"CID5837","AID3324"
"CID1413","AID2624"
"CID2027","AID3923"
"CID6795","AID1077"
"CID8121","AID1077"
"CID6795","AID2002"
"CID8121","AID2002"
"CID2321","AID2368"
"CID3191","AID2368"
"CID5775","AID2368"
"CID7747","AID1667"
"CID8483","AID1667"
"CID4943","AID1963"
"CID4943","AID2539"
"CID4943","AID3290"
"CID1953","AID3984"
"CID3063","AID3984"
"CID3123","AID3984"
"CID7155","AID3984"
"CID1953","AID399"
"CID3063","AID399"
"CID3123","AID399"
"CID7155","AID399"
"CID1491","AID243"
"CID1491","AID2661"
"CID4725","AID1130"
"CID5921","AID1130"
"CID77","AID1360"
"CID293","AID1360"
"CID6623","AID1360"
"CID77","AID3238"
"CID293","AID3238"
"CID6623","AID3238"
"CID77","AID864"
"CID293","AID864"
"CID6623","AID864"
"CID7685","AID3710"
"CID8793","AID3710"
"CID1173","AID168"
"CID2763","AID168"
"CID6773","AID168"
"CID731","AID1283"
"CID5915","AID1283"
"CID6465","AID1347"
"CID6465","AID3233"
"CID6757","AID2425"
"CID1271","AID1313"
"CID3535","AID1888"
"CID7467","AID1888"
"CID2411","AID3330"
"CID6445","AID3330"
"CID8091","AID3330"
"CID2411","AID3629"
"CID6445","AID3629"
"CID8091","AID3629"
"CID7597","AID2018"
"CID3275","AID2819"
"CID3475","AID2819"
"CID8607","AID2819"
"CID3275","AID3068"
"CID3475","AID3068"
"CID8607","AID3068"
"CID3275","AID3134"
"CID3475","AID3134"
"CID8607","AID3134"
"CID1357","AID357"
"CID337","AID1761"
"CID337","AID920"
"CID7645","AID3018"
"CID4093","AID1520"
"CID7561","AID1520"
"CID7577","AID1520"
"CID4093","AID3508"
"CID7561","AID3508"
"CID7577","AID3508"
"CID4093","AID3670"
"CID7561","AID3670"
"CID7577","AID3670"
"CID7591","AID1058"
"CID7591","AID2405"
"CID8145","AID1325"
"CID8145","AID3737"
"CID4943","AID1496"
"CID4943","AID3462"
"CID105","AID3888"
"CID4943","AID3888"
"CID7225","AID3888"
"CID7365","AID3888"
"CID8353","AID3888"
"CID2281","AID1184"
"CID5553","AID1184"
"CID2345","AID2828"
"CID3185","AID2828"
"CID2345","AID3256"
"CID3185","AID3256"
"CID2345","AID3489"
"CID3185","AID3489"
"CID2345","AID3555"
"CID3185","AID3555"
"CID7395","AID3307"
"CID5295","AID2930"
"CID1511","AID2303"
"CID2271","AID2303"
"CID2561","AID2303"
"CID4053","AID2303"
"CID5323","AID2303"
"CID335","AID208"
"CID6627","AID208"
"CID8911","AID208"
"CID335","AID2458"
"CID6627","AID2458"
"CID8911","AID2458"
"CID4301","AID1344"
"CID4301","AID396"
"CID7265","AID826"
"CID2931","AID3467"
"CID8715","AID3467"
"CID6581","AID2643"
"CID6581","AID2915"
"CID6581","AID3205"
"CID6581","AID451"
"CID3525","AID2284"
"CID6037","AID2284"
"CID3525","AID2971"
"CID6037","AID2971"
"CID2847","AID2478"
"CID2847","AID3292"
"CID4765","AID2081"
"CID7733","AID983"
"CID4967","AID3551"
"CID7417","AID3551"
"CID7761","AID3551"
"CID4967","AID3596"
"CID7417","AID3596"
"CID7761","AID3596"
"CID5373","AID1913"
"CID6223","AID1913"
"CID663","AID3409"
"CID3097","AID3409"
"CID5471","AID3409"
"CID7867","AID3409"
"CID663","AID3779"
"CID3097","AID3779"
"CID5471","AID3779"
"CID7867","AID3779"
"CID7617","AID3303"
"CID1247","AID1159"
"CID1247","AID2057"
"CID1247","AID499"
"CID1247","AID827"
"CID447","AID2659"
"CID2397","AID2659"
"CID3285","AID2659"
"CID3901","AID2659"
"CID7333","AID2848"
"CID7333","AID93"
"CID4621","AID1840"
"CID4927","AID1840"
"CID4621","AID2780"
"CID4927","AID2780"
"CID2207","AID1657"
"CID5391","AID1657"
"CID2207","AID2252"
"CID5391","AID2252"
"CID3111","AID1511"
"CID7985","AID1511"
"CID5933","AID696"
"CID6937","AID696"
"CID4263","AID2620"
"CID7513","AID2620"
"CID8495","AID2620"
"CID4263","AID340"
"CID7513","AID340"
"CID8495","AID340"
"CID761","AID3566"
"CID1505","AID3566"
"CID6337","AID3566"
"CID6681","AID3566"
"CID6991","AID3566"
"CID7491","AID2051"
"CID801","AID186"
"CID801","AID3323"
"CID5181","AID2320"
"CID3281","AID949"
"CID4481","AID2924"
"CID5617","AID2924"
"CID7227","AID2924"
"CID4481","AID790"
"CID5617","AID790"
"CID7227","AID790"
"CID2103","AID1631"
"CID3321","AID1631"
"CID3957","AID997"
"CID2111","AID2453"
"CID3837","AID2453"
"CID2111","AID3257"
"CID3837","AID3257"
"CID2111","AID3834"
"CID3837","AID3834"
"CID6873","AID1534"
"CID7493","AID1534"
"CID6873","AID1858"
"CID7493","AID1858"
"CID6873","AID1878"
"CID7493","AID1878"
"CID6873","AID2399"
"CID7493","AID2399"
"CID2425","AID1502"
"CID2463","AID1502"
"CID2425","AID2318"
"CID2463","AID2318"
"CID2425","AID2702"
"CID2463","AID2702"
"CID6841","AID2489"
"CID1095","AID3035"
"CID1963","AID639"
"CID793","AID3605"
"CID4947","AID3605"
"CID7395","AID3605"
"CID8007","AID3605"
"CID793","AID943"
"CID4947","AID943"
"CID7395","AID943"
"CID8007","AID943"
"CID3421","AID1342"
"CID5317","AID1342"
"CID7147","AID1342"
"CID3421","AID1738"
"CID5317","AID1738"
"CID7147","AID1738"
"CID3421","AID2206"
"CID5317","AID2206"
"CID7147","AID2206"
"CID6383","AID1810"
"CID8001","AID1810"
"CID6383","AID3872"
"CID8001","AID3872"
"CID1391","AID598"
"CID2097","AID598"
"CID2381","AID598"
"CID4685","AID1986"
"CID967","AID2308"
"CID967","AID908"
"CID1271","AID1361"
"CID4653","AID1361"
"CID8663","AID222"
"CID8663","AID2495"
"CID1511","AID2136"
"CID7595","AID2136"
"CID1511","AID876"
"CID7595","AID876"
"CID5743","AID1177"
"CID5743","AID2093"
"CID1223","AID1869"
"CID6187","AID1869"
"CID8043","AID1869"
"CID8215","AID1869"
"CID1223","AID3193"
"CID6187","AID3193"
"CID8043","AID3193"
"CID8215","AID3193"
"CID1663","AID3646"
"CID7845","AID3646"
"CID1745","AID1614"
"CID1745","AID3358"
"CID661","AID1205"
"CID2831","AID1205"
"CID4667","AID1205"
"CID6257","AID1205"
"CID661","AID2422"
"CID2831","AID2422"
"CID4667","AID2422"
"CID6257","AID2422"
"CID115","AID1810"
"CID1521","AID1810"
"CID115","AID3701"
"CID1521","AID3701"
"CID3555","AID3665"
"CID3555","AID3736"
"CID3983","AID1108"
"CID3983","AID985"
"CID4513","AID1667"
"CID6375","AID1667"
"CID6463","AID1667"
"CID4513","AID1809"
"CID6375","AID1809"
"CID6463","AID1809"
"CID4775","AID121"
"CID6557","AID121"
"CID4775","AID2470"
"CID6557","AID2470"
"CID973","AID1329"
"CID3965","AID1329"
"CID973","AID2263"
"CID3965","AID2263"
"CID973","AID3540"
"CID3965","AID3540"
"CID973","AID3767"
"CID3965","AID3767"
"CID6391","AID1221"
"CID6391","AID2781"
"CID6391","AID3016"
"CID6391","AID530"
"CID4291","AID1275"
"CID5383","AID1275"
"CID4291","AID321"
"CID5383","AID321"
"CID1753","AID1326"
"CID6521","AID1326"
"CID8267","AID1326"
"CID8553","AID1326"
"CID4223","AID1580"
"CID4223","AID2864"
"CID4577","AID376"
"CID3587","AID1311"
"CID2041","AID1149"
"CID6705","AID1149"
"CID8123","AID1149"
"CID8953","AID1149"
"CID2041","AID2777"
"CID6705","AID2777"
"CID8123","AID2777"
"CID8953","AID2777"
"CID4331","AID216"
"CID4331","AID2267"
"CID4331","AID723"
"CID2067","AID1657"
"CID6331","AID1657"
"CID7247","AID1657"
"CID2067","AID2125"
"CID6331","AID2125"
"CID7247","AID2125"
"CID2067","AID45"
"CID6331","AID45"
"CID7247","AID45"
"CID3575","AID1455"
"CID4533","AID1455"
"CID4003","AID3466"
"CID4003","AID55"
"CID283","AID1327"
"CID7431","AID1327"
"CID283","AID1559"
"CID7431","AID1559"
"CID283","AID1990"
"CID7431","AID1990"
"CID3585","AID1036"
"CID3585","AID1498"
"CID3585","AID1601"
"CID3585","AID2132"
"CID771","AID1727"
"CID2201","AID1727"
"CID6763","AID1727"
"CID7247","AID1727"
"CID771","AID3740"
"CID2201","AID3740"
"CID6763","AID3740"
"CID7247","AID3740"
"CID4207","AID1664"
"CID4207","AID2458"
"CID4207","AID869"
"CID2835","AID1"
"CID4515","AID1"
"CID7727","AID1"
"CID8713","AID1"
"CID2835","AID527"
"CID4515","AID527"
"CID7727","AID527"
"CID8713","AID527"
"CID1927","AID1249"
"CID4425","AID1249"
"CID6575","AID1249"
"CID8805","AID1249"
"CID1927","AID2891"
"CID4425","AID2891"
"CID6575","AID2891"
"CID8805","AID2891"
"CID5941","AID1889"
"CID8633","AID1889"
"CID5941","AID825"
"CID8633","AID825"
"CID5941","AID902"
"CID8633","AID902"
"CID705","AID2001"
"CID2401","AID2001"
"CID4257","AID2001"
"CID705","AID3222"
"CID2401","AID3222"
"CID4257","AID3222"
"CID7085","AID2202"
"CID3965","AID3019"
"CID4327","AID3019"
"CID8561","AID3019"
"CID3801","AID1315"
"CID3801","AID1556"
"CID3801","AID1943"
"CID3801","AID2173"
"CID957","AID3368"
"CID8017","AID3368"
"CID1613","AID285"
"CID3133","AID285"
"CID4731","AID285"
"CID1613","AID886"
"CID3133","AID886"
"CID4731","AID886"
"CID1795","AID162"
"CID8561","AID162"
"CID1795","AID3330"
"CID8561","AID3330"
"CID1441","AID1410"
"CID1441","AID3020"
"CID1137","AID709"
"CID1981","AID91"
"CID591","AID3025"
"CID591","AID911"
"CID7713","AID1163"
"CID7713","AID3615"
"CID7713","AID689"
"CID641","AID3531"
"CID7867","AID3531"
"CID8561","AID2798"
"CID4123","AID3729"
"CID4171","AID3729"
"CID5343","AID3729"
"CID7015","AID2372"
"CID7015","AID3215"
"CID1471","AID3092"
"CID7323","AID3092"
"CID3455","AID2183"
"CID3455","AID3486"
"CID3455","AID3817"
"CID2251","AID2236"
"CID1891","AID261"
"CID1891","AID291"
"CID8417","AID2376"
"CID6643","AID1852"
"CID2575","AID2152"
"CID5433","AID2152"
"CID6521","AID2152"
"CID8003","AID2152"
"CID2575","AID3807"
"CID5433","AID3807"
"CID6521","AID3807"
"CID8003","AID3807"
"CID2575","AID3952"
"CID5433","AID3952"
"CID6521","AID3952"
"CID8003","AID3952"
"CID2575","AID575"
"CID5433","AID575"
"CID6521","AID575"
"CID8003","AID575"
"CID5217","AID1860"
"CID5217","AID2615"
"CID5217","AID3201"
"CID5217","AID3394"
"CID4015","AID1999"
"CID4015","AID2323"
"CID4015","AID2653"
"CID1455","AID382"
"CID447","AID2114"
"CID793","AID2114"
"CID1383","AID2653"
"CID1521","AID2653"
"CID2231","AID2653"
"CID6721","AID2653"
"CID1087","AID3661"
"CID2111","AID3661"
"CID5617","AID3661"
"CID837","AID1257"
"CID837","AID2135"
"CID837","AID2602"
"CID837","AID3469"
"CID6203","AID1110"
"CID8045","AID1110"
"CID3711","AID2444"
"CID7725","AID2444"
"CID605","AID3581"
"CID605","AID769"
"CID4635","AID3118"
"CID4635","AID750"
"CID3835","AID3460"
"CID4027","AID3460"
"CID3835","AID657"
"CID4027","AID657"
"CID2225","AID2295"
"CID3737","AID2295"
"CID4621","AID2295"
"CID2225","AID710"
"CID3737","AID710"
"CID4621","AID710"
"CID4235","AID2029"
"CID4943","AID1364"
"CID5391","AID417"
"CID1241","AID2387"
"CID3025","AID2387"
"CID5407","AID2387"
"CID5863","AID2387"
"CID1241","AID2885"
"CID3025","AID2885"
"CID5407","AID2885"
"CID5863","AID2885"
"CID1241","AID3556"
"CID3025","AID3556"
"CID5407","AID3556"
"CID5863","AID3556"
"CID2203","AID1214"
"CID5455","AID1214"
"CID3551","AID1903"
"CID3551","AID2688"
"CID3551","AID3897"
"CID1631","AID1052"
"CID1631","AID2847"
"CID1631","AID972"
"CID4151","AID1184"
"CID3341","AID962"
"CID6507","AID962"
"CID8035","AID962"
"CID3197","AID407"
"CID5371","AID407"
"CID1011","AID2334"
"CID6141","AID2334"
"CID6627","AID2334"
"CID7945","AID2334"
"CID1011","AID31"
"CID6141","AID31"
"CID6627","AID31"
"CID7945","AID31"
"CID2215","AID1655"
"CID4553","AID1655"
"CID6691","AID1655"
"CID2215","AID1674"
"CID4553","AID1674"
"CID6691","AID1674"
"CID3665","AID2284"
"CID3665","AID2746"
"CID257","AID1082"
"CID3281","AID2249"
"CID4623","AID2249"
"CID5585","AID3876"
"CID5585","AID660"
"CID37","AID205"
"CID6731","AID205"
"CID8447","AID205"
"CID2255","AID2821"
"CID3557","AID2821"
"CID5095","AID2821"
"CID3697","AID2723"
"CID5581","AID2723"
"CID3697","AID3178"
"CID5581","AID3178"
"CID3921","AID2474"
"CID4483","AID2474"
"CID5967","AID2474"
"CID211","AID2740"
"CID7815","AID2740"
"CID211","AID2981"
"CID7815","AID2981"
"CID135","AID3154"
"CID3325","AID3194"
"CID8231","AID3194"
"CID3325","AID3908"
"CID8231","AID3908"
"CID365","AID3145"
"CID1723","AID3145"
"CID3243","AID3145"
"CID4585","AID3145"
"CID11","AID3628"
"CID641","AID3396"
"CID6923","AID3396"
"CID641","AID467"
"CID6923","AID467"
"CID8943","AID1784"
"CID8943","AID883"
"CID4231","AID3205"
"CID6055","AID3205"
"CID6283","AID3205"
"CID6547","AID3205"
"CID4231","AID477"
"CID6055","AID477"
"CID6283","AID477"
"CID6547","AID477"
"CID3091","AID1715"
"CID3091","AID1888"
"CID3091","AID23"
"CID3091","AID2916"
"CID7911","AID1144"
"CID7911","AID388"
"CID7911","AID762"
"CID6067","AID1235"
"CID6067","AID2212"
"CID6067","AID3453"
"CID8933","AID215"
"CID2677","AID2516"
"CID2677","AID694"
"CID5761","AID1650"
"CID6065","AID1650"
"CID8685","AID1650"
"CID5761","AID717"
"CID6065","AID717"
"CID8685","AID717"
"CID5933","AID3198"
"CID2741","AID1676"
"CID721","AID1081"
"CID2533","AID1081"
"CID4737","AID1081"
"CID7701","AID1081"
"CID7793","AID1081"
"CID8693","AID1081"
"CID721","AID1651"
"CID2533","AID1651"
"CID4737","AID1651"
"CID7701","AID1651"
"CID7793","AID1651"
"CID8693","AID1651"
"CID721","AID1905"
"CID2533","AID1905"
"CID4737","AID1905"
"CID7701","AID1905"
"CID7793","AID1905"
"CID8693","AID1905"
"CID721","AID2275"
"CID2533","AID2275"
"CID4737","AID2275"
"CID7701","AID2275"
"CID7793","AID2275"
"CID8693","AID2275"
"CID2783","AID1839"
"CID5653","AID1839"
"CID8561","AID1839"
"CID5275","AID1835"
"CID6791","AID1835"
"CID5275","AID3761"
"CID6791","AID3761"
"CID5225","AID2666"
"CID3033","AID1133"
"CID3033","AID2206"
"CID3033","AID3585"
"CID8441","AID1605"
"CID7887","AID2988"
"CID8427","AID2988"
"CID7887","AID598"
"CID8427","AID598"
"CID8635","AID2633"
"CID5231","AID1342"
"CID5231","AID540"
"CID3371","AID3709"
"CID4431","AID3709"
"CID6835","AID3709"
"CID4291","AID1785"
"CID6185","AID1785"
"CID4291","AID2009"
"CID6185","AID2009"
"CID3781","AID3365"
"CID3781","AID705"
"CID5013","AID2906"
"CID5013","AID3721"
"CID5013","AID573"
"CID3775","AID2352"
"CID7837","AID2352"
"CID3775","AID2442"
"CID7837","AID2442"
"CID5697","AID1226"
"CID7905","AID1226"
"CID5697","AID3681"
"CID7905","AID3681"
"CID5697","AID627"
"CID7905","AID627"
"CID5697","AID694"
"CID7905","AID694"
"CID5445","AID1886"
"CID5445","AID3066"
"CID1217","AID255"
"CID1217","AID317"
"CID283","AID1214"
"CID895","AID1314"
"CID3137","AID1314"
"CID4555","AID1314"
"CID4727","AID1314"
"CID8963","AID1314"
"CID895","AID3217"
"CID3137","AID3217"
"CID4555","AID3217"
"CID4727","AID3217"
"CID8963","AID3217"
"CID895","AID3601"
"CID3137","AID3601"
"CID4555","AID3601"
"CID4727","AID3601"
"CID8963","AID3601"
"CID895","AID454"
"CID3137","AID454"
"CID4555","AID454"
"CID4727","AID454"
"CID8963","AID454"
"CID3245","AID2461"
"CID3245","AID2661"
"CID1741","AID40"
"CID1811","AID40"
"CID3785","AID40"
"CID8543","AID40"
"CID2631","AID1970"
"CID6481","AID1970"
"CID7705","AID1970"
"CID2631","AID2899"
"CID6481","AID2899"
"CID7705","AID2899"
"CID2683","AID2164"
"CID7403","AID3018"
"CID7403","AID3921"
"CID3625","AID200"
"CID7695","AID200"
"CID8693","AID200"
"CID317","AID3740"
"CID7981","AID3740"
"CID317","AID685"
"CID7981","AID685"
"CID3375","AID2302"
"CID6645","AID2302"
"CID3375","AID3236"
"CID6645","AID3236"
"CID3375","AID3684"
"CID6645","AID3684"
"CID775","AID2027"
"CID3881","AID2027"
"CID775","AID2509"
"CID3881","AID2509"
"CID775","AID3091"
"CID3881","AID3091"
"CID775","AID3876"
"CID3881","AID3876"
"CID7731","AID1435"
"CID7291","AID998"
"CID1973","AID1559"
"CID1973","AID2974"
"CID551","AID3892"
"CID2547","AID3892"
"CID3353","AID3892"
"CID8757","AID3892"
"CID2427","AID1389"
"CID6373","AID1389"
"CID2427","AID2584"
"CID6373","AID2584"
"CID2427","AID2994"
"CID6373","AID2994"
"CID2427","AID3399"
"CID6373","AID3399"
"CID8083","AID3654"
"CID5857","AID1216"
"CID5857","AID2688"
"CID5857","AID528"
"CID8971","AID2401"
"CID3113","AID3360"
"CID6577","AID3360"
"CID6583","AID3360"
"CID6765","AID3360"
"CID8003","AID3360"
"CID1","AID2473"
"CID1","AID2937"
"CID1","AID870"
"CID3013","AID1490"
"CID8431","AID1490"
"CID3013","AID2269"
"CID8431","AID2269"
"CID3013","AID2465"
"CID8431","AID2465"
"CID3013","AID3326"
"CID8431","AID3326"
"CID8671","AID507"
"CID8671","AID891"
"CID1105","AID2696"
"CID1323","AID2696"
"CID6517","AID2696"
"CID8891","AID2696"
"CID1693","AID228"
"CID4903","AID228"
"CID1693","AID2906"
"CID4903","AID2906"
"CID1693","AID363"
"CID4903","AID363"
"CID1915","AID1836"
"CID4407","AID1836"
"CID4417","AID1836"
"CID1915","AID591"
"CID4407","AID591"
"CID4417","AID591"
"CID707","AID1749"
"CID2445","AID1749"
