"CID","AID"
"CID6900","AID457"
"CID6900","AID774"
"CID393","AID1010"
"CID1856","AID1010"
"CID2033","AID1010"
"CID3417","AID1010"
"CID7056","AID1010"
"CID7603","AID1010"
"CID393","AID3027"
"CID1856","AID3027"
"CID2033","AID3027"
"CID3417","AID3027"
"CID7056","AID3027"
"CID7603","AID3027"
"CID393","AID3694"
"CID1856","AID3694"
"CID2033","AID3694"
"CID3417","AID3694"
"CID7056","AID3694"
"CID7603","AID3694"
"CID1513","AID2904"
"CID4287","AID2904"
"CID4290","AID2904"
"CID5868","AID2904"
"CID6104","AID2904"
"CID7078","AID2904"
"CID1513","AID614"
"CID4287","AID614"
"CID4290","AID614"
"CID5868","AID614"
"CID6104","AID614"
"CID7078","AID614"
"CID51","AID3599"
"CID3903","AID3599"
"CID4027","AID3599"
"CID5824","AID3599"
"CID7363","AID3599"
"CID8145","AID3599"
"CID1614","AID1941"
"CID1614","AID3812"
"CID532","AID230"
"CID837","AID230"
"CID2310","AID230"
"CID4741","AID230"
"CID4955","AID230"
"CID5809","AID230"
"CID74","AID1758"
"CID1888","AID1758"
"CID2233","AID1758"
"CID3108","AID1758"
"CID3709","AID1758"
"CID6047","AID1758"
"CID7582","AID1758"
"CID74","AID2597"
"CID1888","AID2597"
"CID2233","AID2597"
"CID3108","AID2597"
"CID3709","AID2597"
"CID6047","AID2597"
"CID7582","AID2597"
"CID74","AID945"
"CID1888","AID945"
"CID2233","AID945"
"CID3108","AID945"
"CID3709","AID945"
"CID6047","AID945"
"CID7582","AID945"
"CID3856","AID1070"
"CID3856","AID2890"
"CID2549","AID1122"
"CID4008","AID1122"
"CID2549","AID2431"
"CID4008","AID2431"
"CID2549","AID486"
"CID4008","AID486"
"CID3737","AID1630"
"CID3737","AID2686"
"CID1436","AID1902"
"CID1774","AID1902"
"CID1952","AID1902"
"CID3010","AID1902"
"CID5944","AID1902"
"CID6000","AID1902"
"CID7953","AID1902"
"CID43","AID1449"
"CID329","AID1449"
"CID1476","AID1449"
"CID3490","AID1449"
"CID43","AID2467"
"CID329","AID2467"
"CID1476","AID2467"
"CID3490","AID2467"
"CID43","AID2825"
"CID329","AID2825"
"CID1476","AID2825"
"CID3490","AID2825"
"CID43","AID3364"
"CID329","AID3364"
"CID1476","AID3364"
"CID3490","AID3364"
"CID2382","AID1025"
"CID2382","AID178"
"CID2382","AID2606"
"CID2417","AID2808"
"CID8488","AID2808"
"CID8572","AID2808"
"CID1598","AID2168"
"CID150","AID854"
"CID2324","AID854"
"CID3778","AID854"
"CID8642","AID854"
"CID8676","AID854"
"CID150","AID896"
"CID2324","AID896"
"CID3778","AID896"
"CID8642","AID896"
"CID8676","AID896"
"CID115","AID3487"
"CID138","AID3487"
"CID6666","AID3487"
"CID115","AID3730"
"CID138","AID3730"
"CID6666","AID3730"
"CID580","AID1345"
"CID1336","AID1345"
"CID1384","AID1345"
"CID5847","AID1345"
"CID6659","AID1345"
"CID580","AID2192"
"CID1336","AID2192"
"CID1384","AID2192"
"CID5847","AID2192"
"CID6659","AID2192"
"CID975","AID3"
"CID3617","AID3"
"CID4869","AID3"
"CID8084","AID3"
"CID975","AID3454"
"CID3617","AID3454"
"CID4869","AID3454"
"CID8084","AID3454"
"CID975","AID3502"
"CID3617","AID3502"
"CID4869","AID3502"
"CID8084","AID3502"
"CID975","AID590"
"CID3617","AID590"
"CID4869","AID590"
"CID8084","AID590"
"CID2543","AID2718"
"CID2688","AID2718"
"CID5605","AID2718"
"CID5904","AID2718"
"CID6304","AID2718"
"CID2543","AID2842"
"CID2688","AID2842"
"CID5605","AID2842"
"CID5904","AID2842"
"CID6304","AID2842"
"CID130","AID1139"
"CID1794","AID1139"
"CID4650","AID1139"
"CID4847","AID1139"
"CID4952","AID1139"
"CID6531","AID1139"
"CID6818","AID1139"
"CID130","AID2177"
"CID1794","AID2177"
"CID4650","AID2177"
"CID4847","AID2177"
"CID4952","AID2177"
"CID6531","AID2177"
"CID6818","AID2177"
"CID130","AID314"
"CID1794","AID314"
"CID4650","AID314"
"CID4847","AID314"
"CID4952","AID314"
"CID6531","AID314"
"CID6818","AID314"
"CID130","AID402"
"CID1794","AID402"
"CID4650","AID402"
"CID4847","AID402"
"CID4952","AID402"
"CID6531","AID402"
"CID6818","AID402"
"CID1950","AID494"
"CID2407","AID494"
"CID2822","AID494"
"CID5119","AID494"
"CID5453","AID494"
"CID6172","AID494"
"CID2997","AID1140"
"CID2997","AID1909"
"CID2997","AID986"
"CID641","AID742"
"CID2276","AID742"
"CID3908","AID742"
"CID4890","AID742"
"CID6947","AID742"
"CID7790","AID742"
"CID8005","AID742"
"CID701","AID1958"
"CID2048","AID1958"
"CID2573","AID1958"
"CID3054","AID1958"
"CID3381","AID1958"
"CID4462","AID1958"
"CID6523","AID1958"
"CID701","AID2446"
"CID2048","AID2446"
"CID2573","AID2446"
"CID3054","AID2446"
"CID3381","AID2446"
"CID4462","AID2446"
"CID6523","AID2446"
"CID701","AID2860"
"CID2048","AID2860"
"CID2573","AID2860"
"CID3054","AID2860"
"CID3381","AID2860"
"CID4462","AID2860"
"CID6523","AID2860"
"CID701","AID697"
"CID2048","AID697"
"CID2573","AID697"
"CID3054","AID697"
"CID3381","AID697"
"CID4462","AID697"
"CID6523","AID697"
"CID2140","AID1308"
"CID6355","AID1308"
"CID8062","AID1308"
"CID2140","AID1399"
"CID6355","AID1399"
"CID8062","AID1399"
"CID704","AID3494"
"CID1656","AID3494"
"CID1674","AID3494"
"CID2291","AID3494"
"CID6492","AID3494"
"CID7344","AID3494"
"CID8220","AID3494"
"CID704","AID500"
"CID1656","AID500"
"CID1674","AID500"
"CID2291","AID500"
"CID6492","AID500"
"CID7344","AID500"
"CID8220","AID500"
"CID704","AID857"
"CID1656","AID857"
"CID1674","AID857"
"CID2291","AID857"
"CID6492","AID857"
"CID7344","AID857"
"CID8220","AID857"
"CID585","AID892"
"CID5766","AID892"
"CID5879","AID892"
"CID7222","AID892"
"CID7542","AID892"
"CID8550","AID892"
"CID8652","AID892"
"CID5006","AID2886"
"CID955","AID2692"
"CID4278","AID2692"
"CID7482","AID2692"
"CID610","AID1630"
"CID2104","AID1630"
"CID2792","AID1630"
"CID6224","AID1630"
"CID610","AID3644"
"CID2104","AID3644"
"CID2792","AID3644"
"CID6224","AID3644"
"CID5268","AID1560"
"CID1933","AID3838"
"CID475","AID539"
"CID1599","AID539"
"CID2095","AID539"
"CID5518","AID539"
"CID6585","AID539"
"CID7186","AID539"
"CID7876","AID295"
"CID7876","AID3944"
"CID4732","AID2074"
"CID7101","AID2074"
"CID8232","AID2074"
"CID8967","AID2074"
"CID369","AID2033"
"CID577","AID2033"
"CID1850","AID2033"
"CID4626","AID2033"
"CID6567","AID2033"
"CID369","AID603"
"CID577","AID603"
"CID1850","AID603"
"CID4626","AID603"
"CID6567","AID603"
"CID176","AID1002"
"CID2374","AID1002"
"CID176","AID1054"
"CID2374","AID1054"
"CID176","AID285"
"CID2374","AID285"
"CID855","AID1897"
"CID1661","AID1897"
"CID4973","AID1897"
"CID7084","AID1897"
"CID7425","AID1897"
"CID7709","AID1897"
"CID8435","AID1897"
"CID855","AID3920"
"CID1661","AID3920"
"CID4973","AID3920"
"CID7084","AID3920"
"CID7425","AID3920"
"CID7709","AID3920"
"CID8435","AID3920"
"CID1975","AID229"
"CID2131","AID229"
"CID3807","AID229"
"CID4601","AID229"
"CID5902","AID229"
"CID2072","AID1935"
"CID7926","AID1935"
"CID2072","AID2612"
"CID7926","AID2612"
"CID3800","AID306"
"CID4669","AID306"
"CID5068","AID306"
"CID5882","AID306"
"CID7213","AID306"
"CID8711","AID306"
"CID3800","AID3107"
"CID4669","AID3107"
"CID5068","AID3107"
"CID5882","AID3107"
"CID7213","AID3107"
"CID8711","AID3107"
"CID7416","AID1246"
"CID8467","AID1246"
"CID8566","AID1246"
"CID8676","AID1246"
"CID8940","AID1246"
"CID7416","AID3098"
"CID8467","AID3098"
"CID8566","AID3098"
"CID8676","AID3098"
"CID8940","AID3098"
"CID6899","AID1062"
"CID6899","AID742"
"CID2501","AID1048"
"CID2711","AID1048"
"CID2788","AID1048"
"CID8713","AID1048"
"CID2501","AID1836"
"CID2711","AID1836"
"CID2788","AID1836"
"CID8713","AID1836"
"CID1220","AID3320"
"CID6241","AID3320"
"CID7119","AID3320"
"CID8194","AID3320"
"CID1220","AID3458"
"CID6241","AID3458"
"CID7119","AID3458"
"CID8194","AID3458"
"CID2043","AID2360"
"CID2043","AID3725"
"CID2726","AID1424"
"CID4810","AID1424"
"CID5955","AID1424"
"CID6308","AID1424"
"CID2752","AID950"
"CID3223","AID950"
"CID3604","AID950"
"CID5059","AID950"
"CID5396","AID950"
"CID6414","AID950"
"CID694","AID1181"
"CID3220","AID1181"
"CID3514","AID1181"
"CID6739","AID1181"
"CID7979","AID1181"
"CID8470","AID1181"
"CID8675","AID1181"
"CID694","AID3143"
"CID3220","AID3143"
"CID3514","AID3143"
"CID6739","AID3143"
"CID7979","AID3143"
"CID8470","AID3143"
"CID8675","AID3143"
"CID2068","AID1046"
"CID4987","AID1046"
"CID7311","AID1046"
"CID7970","AID1046"
"CID2068","AID532"
"CID4987","AID532"
"CID7311","AID532"
"CID7970","AID532"
"CID1929","AID1796"
"CID4861","AID2702"
"CID1854","AID3934"
"CID3097","AID3934"
"CID6721","AID3934"
"CID7321","AID3934"
"CID1228","AID2311"
"CID1806","AID2311"
"CID2388","AID2311"
"CID3249","AID2311"
"CID6553","AID2311"
"CID6733","AID2311"
"CID6988","AID2311"
"CID1228","AID2501"
"CID1806","AID2501"
"CID2388","AID2501"
"CID3249","AID2501"
"CID6553","AID2501"
"CID6733","AID2501"
"CID6988","AID2501"
"CID2708","AID2012"
"CID3409","AID2012"
"CID3421","AID2012"
"CID6221","AID2012"
"CID7953","AID2012"
"CID2708","AID253"
"CID3409","AID253"
"CID3421","AID253"
"CID6221","AID253"
"CID7953","AID253"
"CID2708","AID3174"
"CID3409","AID3174"
"CID3421","AID3174"
"CID6221","AID3174"
"CID7953","AID3174"
"CID2708","AID3644"
"CID3409","AID3644"
"CID3421","AID3644"
"CID6221","AID3644"
"CID7953","AID3644"
"CID942","AID1286"
"CID6797","AID1286"
"CID7674","AID1286"
"CID414","AID1168"
"CID4838","AID1168"
"CID8449","AID1168"
"CID8856","AID1168"
"CID1152","AID2198"
"CID1422","AID2198"
"CID1835","AID2198"
"CID3073","AID2198"
"CID3537","AID2198"
"CID7274","AID2198"
"CID8826","AID2198"
"CID1152","AID2393"
"CID1422","AID2393"
"CID1835","AID2393"
"CID3073","AID2393"
"CID3537","AID2393"
"CID7274","AID2393"
"CID8826","AID2393"
"CID1152","AID3567"
"CID1422","AID3567"
"CID1835","AID3567"
"CID3073","AID3567"
"CID3537","AID3567"
"CID7274","AID3567"
"CID8826","AID3567"
"CID2229","AID3198"
"CID6347","AID3198"
"CID6750","AID3198"
"CID7056","AID3198"
"CID1324","AID2046"
"CID7082","AID2046"
"CID1324","AID2742"
"CID7082","AID2742"
"CID1158","AID2087"
"CID2770","AID2087"
"CID3753","AID2087"
"CID4304","AID2087"
"CID5152","AID2087"
"CID5424","AID2087"
"CID5812","AID2087"
"CID1158","AID2533"
"CID2770","AID2533"
"CID3753","AID2533"
"CID4304","AID2533"
"CID5152","AID2533"
"CID5424","AID2533"
"CID5812","AID2533"
"CID586","AID785"
"CID925","AID785"
"CID7972","AID785"
"CID8913","AID785"
"CID741","AID503"
"CID1140","AID503"
"CID1226","AID503"
"CID3293","AID503"
"CID3842","AID503"
"CID6454","AID503"
"CID6692","AID503"
"CID4570","AID1085"
"CID4570","AID3118"
"CID4570","AID3189"
"CID4570","AID836"
"CID60","AID159"
"CID488","AID159"
"CID60","AID2397"
"CID488","AID2397"
"CID60","AID3200"
"CID488","AID3200"
"CID1944","AID2007"
"CID2904","AID2007"
"CID2920","AID2007"
"CID3152","AID2007"
"CID4247","AID2007"
"CID4348","AID2007"
"CID1944","AID3348"
"CID2904","AID3348"
"CID2920","AID3348"
"CID3152","AID3348"
"CID4247","AID3348"
"CID4348","AID3348"
"CID2279","AID3448"
"CID2965","AID3448"
"CID4028","AID3448"
"CID4149","AID3448"
"CID6477","AID3448"
"CID6887","AID3448"
"CID2279","AID424"
"CID2965","AID424"
"CID4028","AID424"
"CID4149","AID424"
"CID6477","AID424"
"CID6887","AID424"
"CID2279","AID732"
"CID2965","AID732"
"CID4028","AID732"
"CID4149","AID732"
"CID6477","AID732"
"CID6887","AID732"
"CID1591","AID2135"
"CID1591","AID3965"
"CID2730","AID1637"
"CID3470","AID1637"
"CID4217","AID1637"
"CID4824","AID1637"
"CID5371","AID1637"
"CID8125","AID1637"
"CID8300","AID1637"
"CID2730","AID699"
"CID3470","AID699"
"CID4217","AID699"
"CID4824","AID699"
"CID5371","AID699"
"CID8125","AID699"
"CID8300","AID699"
"CID272","AID2240"
"CID571","AID2240"
"CID3194","AID2240"
"CID5635","AID2240"
"CID7974","AID2240"
"CID272","AID80"
"CID571","AID80"
"CID3194","AID80"
"CID5635","AID80"
"CID7974","AID80"
"CID6413","AID3414"
"CID7136","AID3414"
"CID978","AID1859"
"CID3167","AID1859"
"CID3864","AID1859"
"CID5950","AID1859"
"CID6654","AID1859"
"CID8024","AID1859"
"CID978","AID2167"
"CID3167","AID2167"
"CID3864","AID2167"
"CID5950","AID2167"
"CID6654","AID2167"
"CID8024","AID2167"
"CID4001","AID2025"
"CID2212","AID3578"
"CID3281","AID3578"
"CID6422","AID3578"
"CID7873","AID3578"
"CID5516","AID1602"
"CID5757","AID1602"
"CID6686","AID1602"
"CID7242","AID1602"
"CID8060","AID1602"
"CID5516","AID3749"
"CID5757","AID3749"
"CID6686","AID3749"
"CID7242","AID3749"
"CID8060","AID3749"
"CID376","AID1022"
"CID1633","AID1022"
"CID5919","AID1022"
"CID8072","AID1022"
"CID824","AID1579"
"CID3369","AID1579"
"CID7233","AID1579"
"CID824","AID1710"
"CID3369","AID1710"
"CID7233","AID1710"
"CID824","AID2753"
"CID3369","AID2753"
"CID7233","AID2753"
"CID1719","AID1425"
"CID5632","AID1425"
"CID1719","AID2203"
"CID5632","AID2203"
"CID1719","AID3311"
"CID5632","AID3311"
"CID1719","AID952"
"CID5632","AID952"
"CID5852","AID2545"
"CID6597","AID2545"
"CID8312","AID2545"
"CID6373","AID3620"
"CID8333","AID3620"
"CID8364","AID3620"
"CID6373","AID813"
"CID8333","AID813"
"CID8364","AID813"
"CID4593","AID3541"
"CID4593","AID3735"
"CID1389","AID1073"
"CID5962","AID1073"
"CID7062","AID1073"
"CID1389","AID3442"
"CID5962","AID3442"
"CID7062","AID3442"
"CID1389","AID3782"
"CID5962","AID3782"
"CID7062","AID3782"
"CID1389","AID3928"
"CID5962","AID3928"
"CID7062","AID3928"
"CID426","AID739"
"CID2841","AID739"
"CID7938","AID739"
"CID8108","AID739"
"CID9000","AID739"
"CID2520","AID1181"
"CID2699","AID1181"
"CID3494","AID1181"
"CID6319","AID1181"
"CID2520","AID1676"
"CID2699","AID1676"
"CID3494","AID1676"
"CID6319","AID1676"
"CID8036","AID2565"
"CID8036","AID375"
"CID4382","AID1996"
"CID4382","AID3956"
"CID2259","AID1483"
"CID2259","AID2891"
"CID1998","AID2230"
"CID3398","AID2230"
"CID7342","AID2230"
"CID1462","AID17"
"CID4145","AID17"
"CID1462","AID3794"
"CID4145","AID3794"
"CID2995","AID2797"
"CID4153","AID2797"
"CID8046","AID2797"
"CID2995","AID337"
"CID4153","AID337"
"CID8046","AID337"
"CID2995","AID92"
"CID4153","AID92"
"CID8046","AID92"
"CID4921","AID2103"
"CID4921","AID3110"
"CID1895","AID365"
"CID2156","AID365"
"CID3364","AID365"
"CID5608","AID365"
"CID6723","AID365"
"CID1895","AID577"
"CID2156","AID577"
"CID3364","AID577"
"CID5608","AID577"
"CID6723","AID577"
"CID1895","AID743"
"CID2156","AID743"
"CID3364","AID743"
"CID5608","AID743"
"CID6723","AID743"
"CID3993","AID1386"
"CID5355","AID1386"
"CID6858","AID1386"
"CID8657","AID1386"
"CID3993","AID224"
"CID5355","AID224"
"CID6858","AID224"
"CID8657","AID224"
"CID873","AID2874"
"CID2477","AID2874"
"CID5738","AID2874"
"CID8457","AID2874"
"CID873","AID2918"
"CID2477","AID2918"
"CID5738","AID2918"
"CID8457","AID2918"
"CID873","AID3607"
"CID2477","AID3607"
"CID5738","AID3607"
"CID8457","AID3607"
"CID1","AID2224"
"CID92","AID2224"
"CID1022","AID2224"
"CID1221","AID2224"
"CID1263","AID2224"
"CID1287","AID2224"
"CID3580","AID2224"
"CID429","AID1429"
"CID1718","AID1429"
"CID1805","AID1429"
"CID2549","AID1429"
"CID5184","AID1429"
"CID6416","AID1429"
"CID429","AID1672"
"CID1718","AID1672"
"CID1805","AID1672"
"CID2549","AID1672"
"CID5184","AID1672"
"CID6416","AID1672"
"CID1701","AID1398"
"CID5105","AID1398"
"CID7551","AID1398"
"CID3199","AID2252"
"CID5386","AID2252"
"CID5654","AID2252"
"CID270","AID2731"
"CID1765","AID2731"
"CID4252","AID2731"
"CID6863","AID2731"
"CID7334","AID2731"
"CID8768","AID2731"
"CID2107","AID2654"
"CID2147","AID2654"
"CID6618","AID2654"
"CID7615","AID2654"
"CID8325","AID2654"
"CID5172","AID2004"
"CID5172","AID2683"
"CID4483","AID3663"
"CID5318","AID3663"
"CID6104","AID3663"
"CID6427","AID3663"
"CID8503","AID3663"
"CID8612","AID3663"
"CID1578","AID1155"
"CID2232","AID1155"
"CID4018","AID1155"
"CID4496","AID1155"
"CID8594","AID1155"
"CID8754","AID1155"
"CID1279","AID2765"
"CID1410","AID2765"
"CID1786","AID2765"
"CID3999","AID2765"
"CID8504","AID2765"
"CID8921","AID2765"
"CID6245","AID3450"
"CID6245","AID491"
"CID534","AID3591"
"CID1401","AID3591"
"CID3882","AID3591"
"CID4398","AID3591"
"CID6196","AID3591"
"CID7204","AID3591"
"CID8573","AID3591"
"CID2436","AID3394"
"CID3213","AID3394"
"CID8421","AID3394"
"CID1963","AID1581"
"CID2145","AID1581"
"CID3149","AID1581"
"CID7934","AID1581"
"CID8264","AID1581"
"CID1963","AID2176"
"CID2145","AID2176"
"CID3149","AID2176"
"CID7934","AID2176"
"CID8264","AID2176"
"CID742","AID1740"
"CID2920","AID1740"
"CID6341","AID1740"
"CID742","AID2285"
"CID2920","AID2285"
"CID6341","AID2285"
"CID2060","AID200"
"CID2956","AID200"
"CID3411","AID200"
"CID4280","AID200"
"CID4708","AID200"
"CID3347","AID2286"
"CID3483","AID2286"
"CID6590","AID2286"
"CID3468","AID28"
"CID4537","AID28"
"CID6616","AID28"
"CID6648","AID28"
"CID7454","AID28"
"CID8241","AID28"
"CID3497","AID1905"
"CID3605","AID1905"
"CID4360","AID1905"
"CID5882","AID1905"
"CID6448","AID1905"
"CID7079","AID1905"
"CID7613","AID1905"
"CID3497","AID2613"
"CID3605","AID2613"
"CID4360","AID2613"
"CID5882","AID2613"
"CID6448","AID2613"
"CID7079","AID2613"
"CID7613","AID2613"
"CID3497","AID2854"
"CID3605","AID2854"
"CID4360","AID2854"
"CID5882","AID2854"
"CID6448","AID2854"
"CID7079","AID2854"
"CID7613","AID2854"
"CID8607","AID1637"
"CID8607","AID2842"
"CID8607","AID2956"
"CID2014","AID554"
"CID3482","AID554"
"CID4772","AID554"
"CID5281","AID554"
"CID1854","AID132"
"CID3190","AID132"
"CID3860","AID132"
"CID4214","AID132"
"CID6103","AID132"
"CID1854","AID2288"
"CID3190","AID2288"
"CID3860","AID2288"
"CID4214","AID2288"
"CID6103","AID2288"
"CID1854","AID2947"
"CID3190","AID2947"
"CID3860","AID2947"
"CID4214","AID2947"
"CID6103","AID2947"
"CID635","AID1511"
"CID2497","AID1511"
"CID4113","AID1511"
"CID4603","AID1511"
"CID6329","AID1511"
"CID6765","AID1511"
"CID635","AID1919"
"CID2497","AID1919"
"CID4113","AID1919"
"CID4603","AID1919"
"CID6329","AID1919"
"CID6765","AID1919"
"CID2583","AID1621"
"CID4260","AID1621"
"CID4896","AID1621"
"CID7191","AID1621"
"CID8506","AID1621"
"CID2583","AID2270"
"CID4260","AID2270"
"CID4896","AID2270"
"CID7191","AID2270"
"CID8506","AID2270"
"CID4504","AID1439"
"CID5976","AID1439"
"CID4504","AID354"
"CID5976","AID354"
"CID78","AID1488"
"CID2122","AID1488"
"CID7583","AID1488"
"CID4346","AID2000"
"CID5225","AID2000"
"CID5806","AID2000"
"CID6987","AID2000"
"CID8542","AID2000"
"CID1775","AID2138"
"CID6549","AID2138"
"CID7491","AID2138"
"CID58","AID1818"
"CID5925","AID1818"
"CID6097","AID1818"
"CID6694","AID1818"
"CID7014","AID1818"
"CID7545","AID1818"
"CID58","AID1906"
"CID5925","AID1906"
"CID6097","AID1906"
"CID6694","AID1906"
"CID7014","AID1906"
"CID7545","AID1906"
"CID491","AID2080"
"CID6548","AID2080"
"CID491","AID3387"
"CID6548","AID3387"
"CID20","AID3747"
"CID783","AID3747"
"CID1611","AID3747"
"CID5811","AID3747"
"CID8437","AID3747"
"CID441","AID414"
"CID2889","AID414"
"CID5352","AID414"
"CID5571","AID414"
"CID7534","AID414"
"CID8550","AID414"
"CID441","AID659"
"CID2889","AID659"
"CID5352","AID659"
"CID5571","AID659"
"CID7534","AID659"
"CID8550","AID659"
"CID6154","AID1357"
"CID2080","AID862"
"CID6667","AID862"
"CID4159","AID2605"
"CID8859","AID2605"
"CID1180","AID1286"
"CID1600","AID1286"
"CID4661","AID1286"
"CID7172","AID1286"
"CID1180","AID1564"
"CID1600","AID1564"
"CID4661","AID1564"
"CID7172","AID1564"
"CID978","AID2340"
"CID6068","AID2340"
"CID978","AID3852"
"CID6068","AID3852"
"CID978","AID630"
"CID6068","AID630"
"CID978","AID742"
"CID6068","AID742"
"CID96","AID2322"
"CID1046","AID2322"
"CID3261","AID2322"
"CID3919","AID2322"
"CID8892","AID2322"
"CID96","AID3537"
"CID1046","AID3537"
"CID3261","AID3537"
"CID3919","AID3537"
"CID8892","AID3537"
"CID692","AID1505"
"CID2050","AID1505"
"CID4000","AID1505"
"CID5562","AID1505"
"CID6717","AID1505"
"CID7849","AID1505"
"CID8165","AID1505"
"CID8048","AID2809"
"CID8048","AID2965"
"CID1022","AID3499"
"CID2081","AID3499"
"CID2220","AID3499"
"CID2776","AID3499"
"CID5062","AID3499"
"CID7388","AID3499"
"CID8777","AID3499"
"CID3242","AID1418"
"CID3242","AID2172"
"CID2393","AID2208"
"CID5779","AID2208"
"CID6479","AID2208"
"CID2393","AID2924"
"CID5779","AID2924"
"CID6479","AID2924"
"CID603","AID2539"
"CID1224","AID2539"
"CID2031","AID2539"
"CID3987","AID2539"
"CID5510","AID2539"
"CID6691","AID2539"
"CID8864","AID2539"
"CID603","AID94"
"CID1224","AID94"
"CID2031","AID94"
"CID3987","AID94"
"CID5510","AID94"
"CID6691","AID94"
"CID8864","AID94"
"CID8735","AID1224"
"CID829","AID272"
"CID5334","AID272"
"CID6149","AID272"
"CID8629","AID272"
"CID829","AID2919"
"CID5334","AID2919"
"CID6149","AID2919"
"CID8629","AID2919"
"CID2792","AID3967"
"CID5149","AID3967"
"CID6789","AID3967"
"CID8592","AID3967"
"CID2792","AID3968"
"CID5149","AID3968"
"CID6789","AID3968"
"CID8592","AID3968"
"CID1063","AID882"
"CID1509","AID882"
"CID5576","AID882"
"CID6308","AID882"
"CID6742","AID882"
"CID7660","AID882"
"CID8202","AID882"
"CID1063","AID895"
"CID1509","AID895"
"CID5576","AID895"
"CID6308","AID895"
"CID6742","AID895"
"CID7660","AID895"
"CID8202","AID895"
"CID9","AID3718"
"CID1227","AID3718"
"CID1483","AID3718"
"CID2416","AID3718"
"CID7289","AID3718"
"CID7439","AID3718"
"CID9","AID748"
"CID1227","AID748"
"CID1483","AID748"
"CID2416","AID748"
"CID7289","AID748"
"CID7439","AID748"
"CID990","AID2782"
"CID4007","AID2782"
"CID5638","AID2782"
"CID8863","AID2782"
"CID292","AID77"
"CID1743","AID77"
"CID3221","AID77"
"CID3813","AID77"
"CID5296","AID77"
"CID6196","AID77"
"CID130","AID484"
"CID1154","AID484"
"CID2259","AID484"
"CID4862","AID484"
"CID6649","AID484"
"CID2452","AID1258"
"CID6252","AID1258"
"CID2452","AID3694"
"CID6252","AID3694"
"CID2452","AID421"
"CID6252","AID421"
"CID2452","AID488"
"CID6252","AID488"
"CID197","AID1207"
"CID2013","AID1207"
"CID4988","AID1207"
"CID5850","AID1207"
"CID6711","AID1207"
"CID197","AID2733"
"CID2013","AID2733"
"CID4988","AID2733"
"CID5850","AID2733"
"CID6711","AID2733"
"CID508","AID579"
"CID1150","AID1910"
"CID2170","AID1910"
"CID7221","AID1910"
"CID7955","AID1910"
"CID1150","AID259"
"CID2170","AID259"
"CID7221","AID259"
"CID7955","AID259"
"CID192","AID2439"
"CID3393","AID2439"
"CID192","AID3023"
"CID3393","AID3023"
"CID3027","AID3384"
"CID5914","AID3384"
"CID8151","AID3384"
"CID3027","AID990"
"CID5914","AID990"
"CID8151","AID990"
"CID5347","AID1527"
"CID5347","AID1690"
"CID1643","AID2537"
"CID2065","AID2537"
"CID4762","AID2537"
"CID5110","AID2537"
"CID5284","AID2537"
"CID6083","AID2537"
"CID8828","AID2537"
"CID1032","AID1776"
"CID1921","AID1776"
"CID8681","AID1776"
"CID718","AID802"
"CID1569","AID802"
"CID3994","AID802"
"CID5001","AID2335"
"CID5405","AID2335"
"CID6824","AID2335"
"CID6978","AID2335"
"CID7266","AID2335"
"CID7726","AID2335"
"CID5001","AID3324"
"CID5405","AID3324"
"CID6824","AID3324"
"CID6978","AID3324"
"CID7266","AID3324"
"CID7726","AID3324"
"CID330","AID1775"
"CID6545","AID1775"
"CID7111","AID1775"
"CID7274","AID1775"
"CID8028","AID1775"
"CID330","AID2997"
"CID6545","AID2997"
"CID7111","AID2997"
"CID7274","AID2997"
"CID8028","AID2997"
"CID330","AID3801"
"CID6545","AID3801"
"CID7111","AID3801"
"CID7274","AID3801"
"CID8028","AID3801"
"CID370","AID2024"
"CID1754","AID2024"
"CID2026","AID2024"
"CID2355","AID2024"
"CID5046","AID2024"
"CID5755","AID2024"
"CID370","AID508"
"CID1754","AID508"
"CID2026","AID508"
"CID2355","AID508"
"CID5046","AID508"
"CID5755","AID508"
"CID1631","AID2061"
"CID2152","AID2061"
"CID2247","AID2061"
"CID2871","AID2061"
"CID7729","AID2061"
"CID1631","AID2933"
"CID2152","AID2933"
"CID2247","AID2933"
"CID2871","AID2933"
"CID7729","AID2933"
"CID1631","AID3940"
"CID2152","AID3940"
"CID2247","AID3940"
"CID2871","AID3940"
"CID7729","AID3940"
"CID2159","AID3016"
"CID2737","AID3016"
"CID4971","AID3016"
"CID2159","AID3761"
"CID2737","AID3761"
"CID4971","AID3761"
"CID3255","AID3461"
"CID3866","AID3461"
"CID4067","AID3461"
"CID4262","AID3461"
"CID7509","AID3461"
"CID8178","AID3461"
"CID3255","AID3522"
"CID3866","AID3522"
"CID4067","AID3522"
"CID4262","AID3522"
"CID7509","AID3522"
"CID8178","AID3522"
"CID1192","AID1400"
"CID2947","AID1400"
"CID4201","AID1400"
"CID8950","AID1400"
"CID1192","AID3479"
"CID2947","AID3479"
"CID4201","AID3479"
"CID8950","AID3479"
"CID1878","AID121"
"CID4411","AID121"
"CID5614","AID121"
"CID5645","AID121"
"CID5680","AID121"
"CID7167","AID121"
"CID2220","AID2148"
"CID4476","AID2148"
"CID4592","AID2148"
"CID6353","AID2148"
"CID7216","AID2148"
"CID8427","AID2148"
"CID2220","AID2750"
"CID4476","AID2750"
"CID4592","AID2750"
"CID6353","AID2750"
"CID7216","AID2750"
