"COMPONENTID","ID"
"CP2272","R5.6.0(8)"
"CP2275","R6.3.0(8)"
"CP2277","R6.2.0(8)"
"CP2277","R5.8.0(1)"
"CP2277","R6.3.0(8)"
"CP2278","R6.4.0(6)"
"CP2278","R7.1.0(3)"
"CP2278","R6.2.0(8)"
"CP2280","R6.4.0(6)"
"CP2286","R5.8.0(1)"
"CP2287","R6.3.0(8)"
"CP2291","R5.1.0(1)"
"CP2291","R6.5.0(1)"
"CP2291","R5.8.0(1)"
"CP2299","R6.3.0(9)"
"CP2299","R4.1.0(2)"
"CP2299","R5.5.0(1)"
"CP2300","R6.4.0(7)"
"CP2301","R4.1.0(1)"
"CP2301","R6.2.0(8)"
"CP2301","R6.3.0(1)"
"CP2310","R7.1.0(3)"
"CP2310","R6.4.0(1)"
"CP2310","R5.8.0(1)"
"CP2311","R7.3.0(4)"
"CP2312","R6.2.0(8)"
"CP2312","R6.2.0(1)"
"CP2312","R4.1.0(2)"
"CP2314","R6.3.0(8)"
"CP2314","R5.9.0(6)"
"CP2314","R5.6.0(1)"
"CP2317","R5.7.0(1)"
"CP2317","R5.9.0(1)"
"CP2317","R7.3.0(4)"
"CP2318","R4.1.0(1)"
"CP2318","R5.7.0(1)"
"CP2318","R5.4.4(3)"
"CP2319","R5.9.0(6)"
"CP2323","R5.8.0(1)"
"CP2329","R5.4.4(3)"
"CP2329","R5.6.0(8)"
"CP2329","R5.5.0(9)"
"CP2334","R6.3.0(8)"
"CP2336","R6.2.0(1)"
"CP2336","R5.8.0(1)"
"CP2336","R5.9.0(1)"
"CP2337","R6.4.0(7)"
"CP2337","R6.2.0(1)"
"CP2337","R7.1.0(3)"
"CP2338","R4.1.0(1)"
"CP2344","R5.4.4(3)"
"CP2347","R6.2.0(1)"
"CP2349","R6.3.0(9)"
"CP2349","R6.4.0(1)"
"CP2349","R7.3.0(4)"
"CP2351","R5.8.0(1)"
"CP2352","R6.5.0(1)"
"CP2352","R6.4.0(6)"
"CP2352","R6.3.0(9)"
"CP2353","R7.1.0(3)"
"CP2353","R5.1.0(1)"
"CP2353","R5.4.4(3)"
"CP2355","R5.5.0(1)"
"CP2355","R4.1.0(1)"
"CP2355","R5.5.0(9)"
"CP2358","R5.5.0(9)"
"CP2359","R6.3.0(9)"
"CP2361","R5.6.0(1)"
"CP2362","R6.4.0(1)"
"CP2362","R4.1.0(2)"
"CP2362","R5.9.0(1)"
"CP2363","R5.7.0(5)"
"CP2363","R6.3.0(9)"
"CP2363","R6.3.0(8)"
"CP2364","R5.4.4(3)"
"CP2367","R5.7.0(5)"
"CP2367","R6.2.0(1)"
"CP2367","R4.1.0(2)"
"CP2368","R5.4.4(3)"
"CP2369","R5.1.0(1)"
"CP2370","R5.4.4(3)"
"CP2371","R6.1.0(1)"
"CP2372","R5.7.0(5)"
"CP2372","R7.1.0(3)"
"CP2372","R5.8.0(9)"
"CP2373","R6.5.0(1)"
"CP2373","R5.8.0(9)"
"CP2373","R6.3.0(8)"
"CP2375","R6.4.0(7)"
"CP2375","R5.1.0(1)"
"CP2375","R6.1.0(1)"
"CP2376","R6.5.0(1)"
"CP2378","R5.8.0(9)"
"CP2379","R5.8.0(1)"
"CP2379","R6.4.0(6)"
"CP2379","R5.9.0(6)"
"CP2380","R6.2.0(1)"
"CP2384","R5.4.4(3)"
"CP2392","R6.4.0(1)"
"CP2394","R5.7.0(1)"
"CP2394","R6.3.0(9)"
"CP2394","R6.1.0(1)"
"CP2396","R5.7.0(1)"
"CP2396","R6.5.0(1)"
"CP2396","R5.7.0(5)"
"CP2397","R6.3.0(9)"
"CP2397","R5.6.0(8)"
"CP2397","R6.5.0(1)"
"CP2406","R7.3.0(4)"
"CP2406","R6.3.0(1)"
"CP2406","R5.6.0(1)"
"CP2409","R6.2.0(8)"
"CP2410","R5.9.0(1)"
"CP2414","R6.4.0(7)"
"CP2416","R6.3.0(9)"
"CP2416","R5.7.0(5)"
"CP2416","R5.8.0(9)"
"CP2417","R5.4.4(3)"
"CP2418","R6.4.0(7)"
"CP2418","R5.9.0(6)"
"CP2418","R5.9.0(1)"
"CP2420","R5.7.0(5)"
"CP2420","R5.5.0(9)"
"CP2420","R6.4.0(1)"
"CP2422","R5.5.0(9)"
"CP2422","R5.9.0(1)"
"CP2422","R7.1.0(3)"
"CP2426","R5.4.4(3)"
"CP2427","R5.5.0(1)"
"CP2427","R5.6.0(1)"
"CP2427","R4.1.0(2)"
"CP2429","R4.1.0(2)"
"CP2430","R6.1.0(1)"
"CP2431","R6.2.0(1)"
"CP2431","R6.4.0(1)"
"CP2431","R5.7.0(5)"
"CP2436","R4.1.0(2)"
"CP2436","R5.6.0(1)"
"CP2436","R5.9.0(6)"
"CP2437","R4.1.0(2)"
"CP2438","R4.1.0(2)"
"CP2443","R6.2.0(8)"
"CP2443","R5.7.0(5)"
"CP2443","R4.1.0(1)"
"CP2444","R5.7.0(5)"
"CP2445","R5.8.0(1)"
"CP2446","R5.8.0(9)"
"CP2446","R6.3.0(1)"
"CP2446","R6.4.0(6)"
"CP2447","R6.3.0(9)"
"CP2447","R5.8.0(9)"
"CP2447","R6.4.0(1)"
"CP2449","R6.4.0(1)"
"CP2450","R6.4.0(6)"
"CP2450","R6.2.0(8)"
"CP2450","R4.1.0(2)"
"CP2451","R6.4.0(7)"
"CP2451","R6.2.0(1)"
"CP2451","R5.9.0(6)"
"CP2452","R6.1.0(1)"
"CP2457","R5.4.4(3)"
"CP2458","R5.7.0(1)"
"CP2463","R6.1.0(1)"
"CP2463","R6.5.0(1)"
"CP2463","R7.1.0(3)"
"CP2464","R7.3.0(4)"
"CP2464","R5.5.0(9)"
"CP2464","R5.7.0(5)"
"CP2465","R6.4.0(7)"
"CP2465","R6.3.0(1)"
"CP2465","R5.4.4(3)"
"CP2466","R5.9.0(1)"
"CP2466","R5.7.0(1)"
"CP2466","R5.1.0(1)"
"CP2467","R6.1.0(1)"
"CP2467","R5.1.0(1)"
"CP2467","R6.3.0(1)"
"CP2470","R5.5.0(1)"
"CP2470","R5.4.4(3)"
"CP2470","R6.2.0(1)"
"CP2473","R5.6.0(8)"
"CP2473","R6.4.0(1)"
"CP2473","R6.3.0(1)"
"CP2476","R5.7.0(1)"
"CP2477","R4.1.0(1)"
"CP2477","R6.1.0(1)"
"CP2477","R5.8.0(9)"
"CP2480","R6.4.0(7)"
"CP2481","R5.5.0(9)"
"CP2482","R6.2.0(1)"
"CP2483","R5.7.0(5)"
"CP2483","R5.4.4(3)"
"CP2483","R6.4.0(1)"
"CP2484","R5.9.0(6)"
"CP2484","R5.6.0(1)"
"CP2484","R6.3.0(9)"
"CP2486","R6.5.0(1)"
"CP2488","R5.1.0(1)"
"CP2491","R6.1.0(1)"
"CP2495","R5.6.0(1)"
"CP2495","R7.3.0(4)"
"CP2495","R4.1.0(2)"
"CP2496","R5.9.0(6)"
"CP2497","R5.7.0(1)"
"CP2498","R7.1.0(3)"
"CP2500","R5.8.0(9)"
"CP2501","R7.1.0(3)"
"CP2502","R5.7.0(1)"
"CP2505","R5.8.0(1)"
"CP2506","R6.3.0(9)"
"CP2506","R6.3.0(1)"
"CP2506","R7.3.0(4)"
"CP2508","R4.1.0(1)"
"CP2508","R6.3.0(9)"
"CP2508","R7.3.0(4)"
"CP2518","R4.1.0(2)"
"CP2518","R6.4.0(6)"
"CP2518","R5.6.0(8)"
"CP2519","R7.1.0(3)"
"CP2521","R5.1.0(1)"
"CP2521","R4.1.0(1)"
"CP2521","R5.7.0(1)"
"CP2523","R5.7.0(1)"
"CP2524","R6.4.0(7)"
"CP2525","R5.5.0(1)"
"CP2526","R7.3.0(4)"
"CP2526","R6.3.0(9)"
"CP2526","R6.2.0(8)"
"CP2528","R5.7.0(1)"
"CP2529","R7.1.0(3)"
"CP2529","R5.7.0(1)"
"CP2529","R4.1.0(2)"
"CP2534","R6.2.0(8)"
"CP2534","R5.9.0(1)"
"CP2534","R5.9.0(6)"
"CP2536","R6.4.0(1)"
"CP2536","R6.2.0(8)"
"CP2536","R6.4.0(6)"
"CP2537","R6.4.0(7)"
"CP2539","R5.7.0(1)"
"CP2541","R7.1.0(3)"
"CP2541","R6.4.0(6)"
"CP2541","R5.9.0(1)"
"CP2544","R5.7.0(1)"
"CP2544","R5.5.0(9)"
"CP2544","R6.2.0(1)"
"CP2546","R6.3.0(8)"
"CP2548","R7.3.0(4)"
"CP2551","R5.5.0(1)"
"CP2555","R5.7.0(1)"
"CP2555","R5.9.0(6)"
"CP2555","R4.1.0(1)"
"CP2560","R6.4.0(6)"
"CP2563","R6.4.0(7)"
"CP2563","R6.2.0(1)"
"CP2563","R5.6.0(8)"
"CP2565","R5.9.0(6)"
"CP2565","R5.4.4(3)"
"CP2565","R4.1.0(2)"
"CP2567","R5.4.4(3)"
"CP2568","R5.9.0(6)"
"CP2570","R6.4.0(7)"
"CP2571","R6.4.0(1)"
"CP2571","R5.6.0(1)"
"CP2571","R5.4.4(3)"
"CP2574","R6.2.0(1)"
"CP2574","R5.4.4(3)"
"CP2574","R5.9.0(6)"
"CP2576","R4.1.0(2)"
"CP2576","R5.4.4(3)"
"CP2576","R5.8.0(9)"
"CP2577","R7.1.0(3)"
"CP2582","R6.3.0(1)"
"CP2583","R6.2.0(8)"
"CP2585","R6.5.0(1)"
"CP2585","R6.4.0(6)"
"CP2585","R6.4.0(7)"
"CP2586","R5.1.0(1)"
"CP2589","R5.7.0(1)"
"CP2593","R5.8.0(1)"
"CP2594","R4.1.0(2)"
"CP2597","R4.1.0(1)"
"CP2597","R6.2.0(1)"
"CP2597","R5.5.0(9)"
"CP2602","R7.1.0(3)"
"CP2603","R5.9.0(6)"
"CP2603","R6.3.0(8)"
"CP2603","R5.7.0(1)"
"CP2606","R7.1.0(3)"
"CP2608","R5.4.4(3)"
"CP2608","R5.6.0(1)"
"CP2608","R6.4.0(7)"
"CP2611","R7.3.0(4)"
"CP2612","R4.1.0(1)"
"CP2612","R5.6.0(8)"
"CP2612","R6.4.0(1)"
"CP2614","R6.4.0(1)"
"CP2614","R5.9.0(6)"
"CP2614","R5.8.0(9)"
"CP2623","R5.9.0(6)"
"CP2623","R5.1.0(1)"
"CP2623","R5.8.0(9)"
"CP2624","R6.2.0(1)"
"CP2625","R5.5.0(9)"
"CP2632","R5.6.0(8)"
"CP2633","R7.3.0(4)"
"CP2633","R5.9.0(1)"
"CP2633","R6.4.0(1)"
"CP2634","R6.2.0(8)"
"CP2634","R6.4.0(7)"
"CP2634","R6.3.0(1)"
"CP2635","R6.4.0(7)"
"CP2635","R5.7.0(5)"
"CP2635","R6.2.0(8)"
"CP2637","R6.2.0(1)"
"CP2639","R7.3.0(4)"
"CP2640","R5.8.0(9)"
"CP2640","R5.8.0(1)"
"CP2640","R5.5.0(9)"
"CP2647","R5.8.0(9)"
"CP2648","R5.5.0(9)"
"CP2648","R6.3.0(9)"
"CP2648","R6.5.0(1)"
"CP2655","R6.1.0(1)"
"CP2657","R4.1.0(1)"
"CP2657","R5.5.0(1)"
"CP2657","R5.9.0(1)"
"CP2658","R5.5.0(9)"
"CP2659","R5.4.4(3)"
"CP2659","R6.1.0(1)"
"CP2659","R4.1.0(1)"
"CP2667","R6.3.0(1)"
"CP2667","R5.5.0(9)"
"CP2667","R6.4.0(6)"
"CP2668","R6.3.0(8)"
"CP2668","R6.2.0(1)"
"CP2668","R6.4.0(1)"
"CP2676","R4.1.0(2)"
"CP2677","R6.4.0(1)"
"CP2677","R5.9.0(6)"
"CP2677","R5.4.4(3)"
"CP2678","R6.4.0(7)"
"CP2678","R5.4.4(3)"
"CP2678","R6.2.0(1)"
"CP2683","R7.1.0(3)"
"CP2684","R5.6.0(1)"
"CP2684","R5.5.0(9)"
"CP2684","R5.8.0(1)"
"CP2685","R6.5.0(1)"
"CP2685","R4.1.0(1)"
"CP2685","R5.8.0(9)"
"CP2686","R5.5.0(9)"
"CP2686","R5.9.0(6)"
"CP2686","R5.7.0(5)"
"CP2693","R6.5.0(1)"
"CP2693","R5.5.0(1)"
"CP2693","R6.1.0(1)"
"CP2695","R5.9.0(1)"
"CP2695","R6.1.0(1)"
"CP2695","R5.1.0(1)"
"CP2696","R5.5.0(1)"
"CP2698","R4.1.0(2)"
"CP2698","R5.9.0(6)"
"CP2698","R5.4.4(3)"
"CP2702","R5.8.0(1)"
"CP2702","R4.1.0(1)"
"CP2702","R6.5.0(1)"
"CP2704","R5.5.0(1)"
"CP2706","R6.3.0(8)"
"CP2709","R6.1.0(1)"
"CP2709","R5.8.0(1)"
"CP2709","R5.5.0(1)"
"CP2712","R5.9.0(6)"
"CP2712","R5.8.0(1)"
"CP2712","R5.5.0(1)"
"CP2713","R4.1.0(1)"
"CP2714","R5.6.0(8)"
"CP2716","R6.3.0(1)"
"CP2716","R5.7.0(1)"
"CP2716","R5.8.0(9)"
"CP2718","R5.8.0(1)"
"CP2719","R7.3.0(4)"
"CP2720","R6.4.0(6)"
"CP2720","R6.1.0(1)"
"CP2720","R5.8.0(9)"
"CP2721","R4.1.0(1)"
"CP2722","R6.5.0(1)"
"CP2724","R6.1.0(1)"
"CP2729","R6.4.0(1)"
"CP2730","R6.3.0(8)"
"CP2731","R6.5.0(1)"
"CP2731","R5.5.0(1)"
"CP2731","R6.3.0(1)"
"CP2740","R5.6.0(1)"
"CP2740","R5.8.0(1)"
"CP2740","R5.5.0(9)"
"CP2748","R5.5.0(9)"
"CP2748","R6.5.0(1)"
"CP2748","R5.6.0(8)"
"CP2749","R6.3.0(9)"
"CP2755","R5.5.0(9)"
"CP2756","R7.3.0(4)"
"CP2759","R6.4.0(6)"
"CP2759","R5.9.0(6)"
"CP2759","R5.9.0(1)"
"CP2760","R5.1.0(1)"
"CP2763","R6.1.0(1)"
"CP2766","R6.3.0(1)"
"CP2766","R5.9.0(1)"
"CP2766","R5.9.0(6)"
"CP2771","R7.3.0(4)"
"CP2771","R6.2.0(1)"
"CP2771","R6.1.0(1)"
"CP2775","R5.6.0(1)"
"CP2775","R6.5.0(1)"
"CP2775","R5.9.0(6)"
"CP2777","R5.4.4(3)"
"CP2777","R7.1.0(3)"
"CP2777","R4.1.0(1)"
"CP2778","R5.8.0(1)"
"CP2779","R4.1.0(2)"
"CP2788","R7.1.0(3)"
"CP2788","R5.8.0(1)"
"CP2788","R5.7.0(5)"
"CP2789","R5.5.0(9)"
"CP2789","R6.2.0(8)"
"CP2789","R6.2.0(1)"
"CP2790","R6.2.0(8)"
"CP2792","R6.5.0(1)"
"CP2793","R5.6.0(1)"
"CP2796","R6.4.0(1)"
"CP2796","R5.6.0(1)"
"CP2796","R5.8.0(1)"
"CP2801","R4.1.0(1)"
"CP2801","R6.4.0(7)"
"CP2801","R6.4.0(6)"
"CP2802","R7.3.0(4)"
"CP2804","R6.3.0(8)"
"CP2804","R4.1.0(1)"
"CP2804","R6.2.0(1)"
"CP2806","R4.1.0(1)"
"CP2809","R6.2.0(8)"
"CP2809","R5.7.0(1)"
"CP2809","R5.9.0(6)"
"CP2820","R5.6.0(8)"
"CP2820","R4.1.0(2)"
"CP2820","R5.7.0(1)"
"CP2822","R6.5.0(1)"
"CP2822","R6.4.0(6)"
"CP2822","R5.1.0(1)"
"CP2825","R5.7.0(5)"
"CP2825","R6.2.0(8)"
"CP2825","R6.5.0(1)"
"CP2826","R5.4.4(3)"
"CP2833","R6.1.0(1)"
"CP2833","R5.5.0(9)"
"CP2833","R6.2.0(1)"
"CP2834","R4.1.0(1)"
"CP2837","R6.2.0(1)"
"CP2840","R6.4.0(6)"
"CP2840","R5.7.0(1)"
"CP2840","R6.1.0(1)"
"CP2843","R5.7.0(1)"
"CP2843","R5.6.0(1)"
"CP2843","R4.1.0(1)"
"CP2849","R5.7.0(5)"
"CP2849","R6.4.0(7)"
"CP2849","R6.5.0(1)"
"CP2850","R4.1.0(2)"
"CP2852","R6.4.0(1)"
"CP2852","R5.5.0(1)"
"CP2852","R5.7.0(5)"
"CP2855","R6.1.0(1)"
"CP2855","R4.1.0(1)"
"CP2855","R5.7.0(5)"
"CP2856","R5.8.0(9)"
"CP2856","R5.6.0(8)"
"CP2856","R5.4.4(3)"
"CP2857","R7.1.0(3)"
"CP2857","R6.4.0(1)"
"CP2857","R6.2.0(1)"
"CP2863","R6.2.0(1)"
"CP2864","R4.1.0(2)"
"CP2864","R6.4.0(7)"
"CP2864","R6.5.0(1)"
"CP2868","R5.7.0(5)"
"CP2870","R6.4.0(6)"
"CP2870","R6.2.0(1)"
"CP2870","R7.1.0(3)"
"CP2871","R5.9.0(6)"
"CP2872","R5.5.0(9)"
"CP2874","R5.4.4(3)"
"CP2874","R4.1.0(2)"
"CP2874","R7.1.0(3)"
"CP2875","R6.3.0(8)"
"CP2875","R5.1.0(1)"
"CP2875","R6.4.0(1)"
"CP2878","R5.6.0(8)"
"CP2879","R5.9.0(1)"
"CP2879","R5.8.0(1)"
"CP2879","R7.1.0(3)"
"CP2880","R5.5.0(1)"
"CP2880","R5.9.0(1)"
"CP2880","R5.8.0(1)"
"CP2881","R5.4.4(3)"
"CP2882","R6.3.0(8)"
"CP2882","R6.2.0(1)"
"CP2882","R5.7.0(5)"
"CP2883","R5.5.0(9)"
"CP2884","R6.2.0(1)"
"CP2884","R6.1.0(1)"
"CP2884","R4.1.0(2)"
"CP2885","R6.4.0(6)"
"CP2885","R5.9.0(6)"
"CP2885","R5.8.0(9)"
"CP2889","R5.4.4(3)"
"CP2892","R5.9.0(6)"
"CP2893","R6.3.0(1)"
"CP2894","R5.7.0(5)"
"CP2894","R6.1.0(1)"
"CP2894","R5.6.0(1)"
"CP2895","R5.9.0(6)"
"CP2895","R5.7.0(5)"
"CP2895","R6.1.0(1)"
"CP2899","R5.8.0(1)"
"CP2899","R5.9.0(1)"
"CP2899","R5.5.0(1)"
"CP2901","R6.1.0(1)"
"CP2901","R5.5.0(9)"
"CP2901","R5.1.0(1)"
"CP2903","R5.9.0(1)"
"CP2908","R5.1.0(1)"
"CP2909","R5.8.0(1)"
"CP2911","R7.1.0(3)"
"CP2913","R5.8.0(9)"
"CP2913","R5.1.0(1)"
"CP2913","R5.9.0(6)"
"CP2916","R5.8.0(1)"
"CP2916","R6.2.0(8)"
"CP2916","R7.3.0(4)"
"CP2920","R4.1.0(2)"
"CP2928","R6.1.0(1)"
"CP2930","R6.4.0(6)"
"CP2930","R5.5.0(1)"
"CP2930","R6.1.0(1)"
"CP2934","R5.1.0(1)"
"CP2939","R5.7.0(1)"
"CP2939","R5.7.0(5)"
"CP2939","R6.5.0(1)"
"CP2943","R6.3.0(8)"
"CP2943","R5.1.0(1)"
"CP2943","R6.1.0(1)"
"CP2944","R5.9.0(6)"
"CP2944","R5.1.0(1)"
"CP2944","R6.2.0(1)"
"CP2945","R7.3.0(4)"
"CP2947","R6.3.0(9)"
"CP2947","R5.5.0(9)"
"CP2947","R4.1.0(2)"
"CP2948","R6.4.0(1)"
"CP2948","R4.1.0(1)"
"CP2948","R5.5.0(1)"
"CP2949","R6.1.0(1)"
"CP2949","R5.7.0(5)"
"CP2949","R4.1.0(2)"
"CP2970","R7.3.0(4)"
"CP2970","R5.9.0(1)"
"CP2970","R5.4.4(3)"
"CP2974","R6.5.0(1)"
"CP2974","R5.8.0(1)"
"CP2974","R6.4.0(1)"
"CP2976","R6.2.0(1)"
"CP2980","R5.6.0(8)"
"CP2980","R6.4.0(7)"
"CP2980","R5.9.0(1)"
"CP2982","R5.7.0(5)"
"CP2982","R5.6.0(1)"
"CP2982","R5.5.0(1)"
"CP2983","R6.3.0(8)"
"CP2984","R5.4.4(3)"
"CP2984","R5.5.0(9)"
"CP2984","R4.1.0(2)"
"CP2985","R7.1.0(3)"
"CP2985","R5.8.0(9)"
"CP2985","R5.7.0(1)"
"CP2986","R6.3.0(8)"
"CP2987","R6.4.0(6)"
"CP2991","R4.1.0(2)"
"CP2991","R5.8.0(9)"
"CP2991","R5.9.0(6)"
"CP2993","R6.4.0(6)"
"CP2993","R6.5.0(1)"
"CP2993","R5.4.4(3)"
"CP3000","R5.4.4(3)"
"CP3000","R4.1.0(1)"
"CP3000","R6.3.0(1)"
"CP3002","R5.5.0(1)"
"CP3005","R6.3.0(1)"
"CP3009","R7.3.0(4)"
"CP3011","R5.8.0(1)"
"CP3011","R5.8.0(9)"
"CP3011","R6.3.0(9)"
"CP3013","R6.5.0(1)"
"CP3013","R6.2.0(1)"
"CP3013","R7.1.0(3)"
"CP3014","R5.1.0(1)"
"CP3014","R7.3.0(4)"
"CP3014","R6.2.0(1)"
"CP3016","R7.1.0(3)"
"CP3018","R6.4.0(6)"
"CP3019","R6.1.0(1)"
"CP3021","R6.3.0(1)"
"CP3021","R5.8.0(1)"
"CP3021","R4.1.0(1)"
"CP3027","R5.8.0(9)"
"CP3029","R6.1.0(1)"
"CP3030","R5.9.0(6)"
"CP3030","R6.4.0(1)"
"CP3030","R4.1.0(1)"
"CP3031","R6.5.0(1)"
"CP3033","R7.3.0(4)"
"CP3033","R5.8.0(1)"
"CP3033","R6.2.0(8)"
"CP3035","R4.1.0(2)"
"CP3037","R5.5.0(9)"
"CP3037","R5.1.0(1)"
"CP3037","R5.5.0(1)"
"CP3043","R5.6.0(1)"
"CP3045","R5.7.0(5)"
"CP3047","R6.4.0(1)"
"CP3050","R6.3.0(9)"
"CP3052","R6.5.0(1)"
"CP3054","R7.1.0(3)"
"CP3054","R6.3.0(8)"
"CP3054","R5.7.0(1)"
"CP3055","R6.4.0(6)"
"CP3055","R5.7.0(5)"
"CP3055","R4.1.0(1)"
"CP3058","R5.9.0(1)"
"CP3058","R5.1.0(1)"
"CP3058","R4.1.0(2)"
"CP3066","R7.1.0(3)"
"CP3069","R6.4.0(6)"
"CP3070","R6.2.0(1)"
"CP3070","R6.4.0(6)"
"CP3070","R5.6.0(1)"
"CP3075","R5.7.0(5)"
"CP3084","R6.3.0(1)"
"CP3085","R6.5.0(1)"
"CP3090","R6.3.0(8)"
"CP3090","R5.7.0(5)"
"CP3090","R5.8.0(1)"
"CP3091","R6.4.0(1)"
"CP3095","R6.2.0(8)"
"CP3095","R5.5.0(9)"
"CP3095","R6.2.0(1)"
"CP3096","R6.3.0(9)"
"CP3097","R5.7.0(5)"
"CP3097","R6.2.0(1)"
"CP3097","R6.3.0(9)"
"CP3100","R5.7.0(5)"
"CP3100","R5.8.0(1)"
"CP3100","R4.1.0(1)"
"CP3103","R5.5.0(1)"
"CP3104","R5.9.0(1)"
"CP3104","R5.4.4(3)"
"CP3104","R6.1.0(1)"
"CP3105","R5.8.0(9)"
"CP3105","R6.2.0(8)"
"CP3105","R6.2.0(1)"
"CP3106","R5.7.0(1)"
"CP3106","R5.9.0(6)"
"CP3106","R5.8.0(1)"
"CP3107","R5.9.0(1)"
"CP3107","R6.1.0(1)"
"CP3107","R6.5.0(1)"
"CP3108","R5.8.0(9)"
"CP3109","R7.1.0(3)"
"CP3109","R6.5.0(1)"
"CP3109","R6.4.0(1)"
"CP3111","R5.8.0(9)"
"CP3111","R7.3.0(4)"
"CP3111","R6.2.0(1)"
"CP3113","R5.6.0(8)"
"CP3113","R6.2.0(1)"
"CP3113","R5.8.0(1)"
"CP3114","R6.2.0(8)"
"CP3114","R5.6.0(8)"
"CP3114","R5.5.0(1)"
"CP3115","R6.2.0(8)"
"CP3117","R5.8.0(9)"
"CP3117","R6.3.0(8)"
"CP3117","R6.4.0(7)"
"CP3119","R5.9.0(6)"
"CP3119","R6.1.0(1)"
"CP3119","R5.8.0(1)"
"CP3123","R5.6.0(1)"
"CP3123","R5.8.0(1)"
"CP3123","R6.5.0(1)"
"CP3126","R5.8.0(9)"
"CP3126","R5.7.0(5)"
"CP3126","R5.1.0(1)"
"CP3128","R6.4.0(1)"
"CP3128","R6.3.0(9)"
"CP3128","R4.1.0(1)"
"CP3134","R6.2.0(8)"
"CP3134","R5.4.4(3)"
"CP3134","R5.9.0(6)"
"CP3135","R6.5.0(1)"
"CP3137","R6.4.0(1)"
"CP3138","R5.9.0(1)"
"CP3138","R5.6.0(1)"
"CP3138","R6.2.0(1)"
"CP3140","R6.1.0(1)"
"CP3140","R4.1.0(1)"
"CP3140","R7.1.0(3)"
"CP3147","R6.3.0(9)"
"CP3148","R6.5.0(1)"
"CP3148","R6.1.0(1)"
"CP3148","R6.3.0(9)"
"CP3151","R5.5.0(1)"
"CP3155","R6.5.0(1)"
"CP3155","R5.6.0(1)"
"CP3155","R6.4.0(1)"
"CP3156","R5.7.0(5)"
"CP3156","R6.5.0(1)"
"CP3156","R7.1.0(3)"
"CP3158","R6.4.0(6)"
"CP3159","R6.4.0(7)"
"CP3159","R5.9.0(1)"
"CP3159","R6.5.0(1)"
"CP3160","R6.4.0(7)"
"CP3161","R5.6.0(8)"
"CP3161","R6.2.0(8)"
"CP3161","R5.4.4(3)"
"CP3163","R5.1.0(1)"
"CP3163","R6.2.0(8)"
"CP3163","R5.8.0(9)"
"CP3164","R5.6.0(8)"
"CP3165","R6.1.0(1)"
"CP3165","R6.3.0(8)"
"CP3165","R5.9.0(1)"
"CP3166","R5.9.0(6)"
"CP3166","R4.1.0(2)"
"CP3166","R5.9.0(1)"
"CP3167","R5.5.0(9)"
"CP3167","R6.2.0(8)"
"CP3167","R6.2.0(1)"
"CP3168","R5.8.0(9)"
"CP3168","R4.1.0(1)"
"CP3168","R5.5.0(9)"
"CP3170","R5.5.0(9)"
"CP3171","R5.6.0(1)"
"CP3171","R6.4.0(6)"
"CP3171","R6.2.0(1)"
"CP3174","R6.3.0(1)"
"CP3175","R6.3.0(9)"
"CP3175","R4.1.0(2)"
"CP3175","R5.7.0(5)"
"CP3176","R6.1.0(1)"
"CP3177","R6.5.0(1)"
"CP3178","R5.5.0(9)"
"CP3178","R4.1.0(1)"
"CP3178","R7.1.0(3)"
"CP3179","R5.5.0(1)"
"CP3179","R6.3.0(9)"
"CP3179","R4.1.0(1)"
"CP3181","R5.6.0(1)"
"CP3185","R5.9.0(1)"
"CP3185","R5.9.0(6)"
"CP3185","R5.4.4(3)"
"CP3186","R6.3.0(9)"
"CP3186","R5.1.0(1)"
"CP3186","R4.1.0(1)"
"CP3193","R5.9.0(6)"
"CP3195","R6.3.0(8)"
"CP3195","R6.4.0(7)"
"CP3195","R4.1.0(1)"
"CP3200","R5.1.0(1)"
"CP3200","R4.1.0(1)"
"CP3200","R6.4.0(6)"
"CP3201","R6.3.0(8)"
"CP3201","R5.6.0(8)"
"CP3201","R6.4.0(7)"
"CP3202","R5.8.0(1)"
"CP3205","R5.9.0(1)"
"CP3206","R6.5.0(1)"
"CP3206","R6.2.0(8)"
"CP3206","R5.6.0(1)"
"CP3207","R6.3.0(1)"
"CP3207","R5.9.0(1)"
"CP3207","R5.5.0(1)"
"CP3213","R6.2.0(8)"
"CP3213","R5.6.0(1)"
"CP3213","R5.7.0(1)"
"CP3224","R6.4.0(1)"
"CP3224","R5.7.0(5)"
"CP3224","R6.2.0(8)"
"CP3227","R6.4.0(7)"
"CP3227","R5.6.0(8)"
"CP3227","R6.2.0(1)"
"CP3230","R6.3.0(1)"
"CP3231","R5.6.0(1)"
"CP3231","R6.4.0(7)"
"CP3231","R5.4.4(3)"
"CP3232","R5.8.0(1)"
"CP3232","R5.6.0(1)"
"CP3232","R4.1.0(2)"
"CP3234","R5.8.0(9)"
"CP3235","R5.5.0(9)"
"CP3235","R5.1.0(1)"
"CP3235","R6.3.0(8)"
"CP3238","R5.7.0(5)"
"CP3238","R5.8.0(9)"
"CP3238","R6.4.0(6)"
"CP3247","R5.9.0(6)"
"CP3247","R5.4.4(3)"
"CP3247","R7.1.0(3)"
"CP3254","R5.6.0(8)"
"CP3256","R7.3.0(4)"
"CP3256","R5.6.0(1)"
"CP3256","R6.4.0(6)"
