UC_ID,UC_TITLE,UC_PrC,UC_PoC,UC_STEPS
UC_ID6091,Power-On Self Test Failure320,UC_ID4941,UC_ID7461,Bolus request too soon320
UC_ID6092,Drug Library Not Present or Corrupted320,UC_ID6342,UC_ID6683,Pump Overheating320
UC_ID6093,Drug Library Hard Limit320,UC_ID1939,UC_ID7284,Drug Library Hard Limit320
UC_ID6094,Patient Authentication Failure320,UC_ID617,UC_ID2638,Sound Failure320
UC_ID6095,Prescription Authentication Failure320,UC_ID5084,UC_ID1826,Maximum Safe Dose320
UC_ID6096,Over-Flow Rate Alarm320,UC_ID5380,UC_ID4187,Drug Library Soft Limit320
UC_ID6097,Under-Flow Rate Alarm320,UC_ID1785,UC_ID3486,Over-Flow Rate Alarm320
UC_ID6098,Downstream Occlusion320,UC_ID4150,UC_ID5531,Under-Flow Rate Alarm320
UC_ID6099,Sound Failure320,UC_ID7629,UC_ID292,Power-On Self Test Failure320
UC_ID6100,Drug Library Not Present or Corrupted321,UC_ID2085,UC_ID6487,Upstream Occlusion321
UC_ID6101,Clinician Authentication Failure321,UC_ID5000,UC_ID9617,Pump Priming Failure321
UC_ID6102,Patient Authentication Failure321,UC_ID4206,UC_ID4026,Patient Authentication Failure321
UC_ID6103,Drug Library Soft Limit321,UC_ID9851,UC_ID1473,Prescription Authentication Failure321
UC_ID6104,Power-On Self Test Failure321,UC_ID651,UC_ID3594,Downstream Occlusion321
UC_ID6105,Under-Flow Rate Alarm321,UC_ID5471,UC_ID4006,Drug Library Hard Limit321
UC_ID6106,Internal Electronic Failure321,UC_ID1264,UC_ID1543,Bolus request too soon321
UC_ID6107,Sound Failure321,UC_ID561,UC_ID2640,Internal Electronic Failure321
UC_ID6108,Pump Overheating321,UC_ID4317,UC_ID1405,Over-Flow Rate Alarm321
UC_ID6109,Upstream Occlusion321,UC_ID8437,UC_ID5725,Clinician Authentication Failure321
UC_ID6110,Bolus request too soon321,UC_ID4723,UC_ID2495,Drug Library Soft Limit321
UC_ID6111,Maximum Safe Dose321,UC_ID9154,UC_ID2061,Power-On Self Test Failure321
UC_ID6112,Over-Flow Rate Alarm321,UC_ID6762,UC_ID3715,ICE Failure321
UC_ID6113,Pump Priming Failure321,UC_ID6968,UC_ID8203,Drug Library Not Present or Corrupted321
UC_ID6114,Downstream Occlusion321,UC_ID230,UC_ID5347,Under-Flow Rate Alarm321
UC_ID6115,ICE Failure321,UC_ID663,UC_ID6195,Pump Overheating321
UC_ID6116,Drug Library Hard Limit321,UC_ID6182,UC_ID713,Sound Failure321
UC_ID6117,Air-in-line Embolism321,UC_ID5874,UC_ID941,Maximum Safe Dose321
UC_ID6118,Prescription Authentication Failure321,UC_ID8479,UC_ID5398,Air-in-line Embolism321
UC_ID6119,Maximum Safe Dose322,UC_ID923,UC_ID8874,Sound Failure322
UC_ID6120,Downstream Occlusion322,UC_ID696,UC_ID2486,Maximum Safe Dose322
UC_ID6121,Power-On Self Test Failure322,UC_ID7448,UC_ID8772,Under-Flow Rate Alarm322
UC_ID6122,Pump Overheating322,UC_ID7318,UC_ID8920,Drug Library Not Present or Corrupted322
UC_ID6123,Pump Priming Failure322,UC_ID975,UC_ID8103,Upstream Occlusion322
UC_ID6124,Clinician Authentication Failure322,UC_ID5198,UC_ID2660,ICE Failure322
UC_ID6125,Prescription Authentication Failure322,UC_ID8717,UC_ID7840,Power-On Self Test Failure322
UC_ID6126,Under-Flow Rate Alarm322,UC_ID1211,UC_ID2177,Patient Authentication Failure322
UC_ID6127,Sound Failure322,UC_ID3965,UC_ID8760,Internal Electronic Failure322
UC_ID6128,Air-in-line Embolism322,UC_ID9488,UC_ID4248,Prescription Authentication Failure322
UC_ID6129,Over-Flow Rate Alarm322,UC_ID1013,UC_ID9763,Clinician Authentication Failure322
UC_ID6130,ICE Failure322,UC_ID2578,UC_ID6077,Pump Overheating322
UC_ID6131,Patient Authentication Failure322,UC_ID3433,UC_ID8007,Drug Library Hard Limit322
UC_ID6132,Drug Library Soft Limit322,UC_ID538,UC_ID3343,Downstream Occlusion322
UC_ID6133,Drug Library Not Present or Corrupted322,UC_ID6866,UC_ID7507,Bolus request too soon322
UC_ID6134,Drug Library Hard Limit322,UC_ID101,UC_ID7206,Pump Priming Failure322
UC_ID6135,Internal Electronic Failure322,UC_ID778,UC_ID7200,Drug Library Soft Limit322
UC_ID6136,Bolus request too soon322,UC_ID6735,UC_ID5469,Air-in-line Embolism322
UC_ID6137,Upstream Occlusion322,UC_ID9960,UC_ID3738,Over-Flow Rate Alarm322
UC_ID6138,Internal Electronic Failure323,UC_ID4265,UC_ID7661,Bolus request too soon323
UC_ID6139,Pump Priming Failure323,UC_ID8077,UC_ID143,Air-in-line Embolism323
UC_ID6140,Bolus request too soon323,UC_ID9840,UC_ID9284,ICE Failure323
UC_ID6141,Drug Library Not Present or Corrupted323,UC_ID6597,UC_ID1125,Pump Overheating323
UC_ID6142,Under-Flow Rate Alarm323,UC_ID1055,UC_ID4791,Over-Flow Rate Alarm323
UC_ID6143,Over-Flow Rate Alarm323,UC_ID2168,UC_ID4397,Downstream Occlusion323
UC_ID6144,Drug Library Hard Limit323,UC_ID7845,UC_ID160,Maximum Safe Dose323
UC_ID6145,Clinician Authentication Failure323,UC_ID1427,UC_ID4720,Prescription Authentication Failure323
UC_ID6146,Downstream Occlusion323,UC_ID7571,UC_ID8761,Pump Priming Failure323
UC_ID6147,Upstream Occlusion323,UC_ID9959,UC_ID8915,Clinician Authentication Failure323
UC_ID6148,Sound Failure323,UC_ID6504,UC_ID7408,Sound Failure323
UC_ID6149,Prescription Authentication Failure323,UC_ID5766,UC_ID9670,Drug Library Soft Limit323
UC_ID6150,Patient Authentication Failure323,UC_ID7239,UC_ID6446,Upstream Occlusion323
UC_ID6151,Pump Overheating323,UC_ID7986,UC_ID3899,Drug Library Not Present or Corrupted323
UC_ID6152,ICE Failure323,UC_ID7398,UC_ID426,Power-On Self Test Failure323
UC_ID6153,Drug Library Soft Limit323,UC_ID1787,UC_ID1648,Drug Library Hard Limit323
UC_ID6154,Power-On Self Test Failure323,UC_ID1281,UC_ID8725,Under-Flow Rate Alarm323
UC_ID6155,Air-in-line Embolism323,UC_ID5223,UC_ID5119,Internal Electronic Failure323
UC_ID6156,Maximum Safe Dose323,UC_ID4772,UC_ID5836,Patient Authentication Failure323
UC_ID6157,Drug Library Soft Limit324,UC_ID2191,UC_ID449,Downstream Occlusion324
UC_ID6158,Prescription Authentication Failure324,UC_ID5968,UC_ID8175,Upstream Occlusion324
UC_ID6159,Bolus request too soon324,UC_ID6725,UC_ID2440,Drug Library Not Present or Corrupted324
UC_ID6160,Internal Electronic Failure324,UC_ID2796,UC_ID6031,Prescription Authentication Failure324
UC_ID6161,Power-On Self Test Failure324,UC_ID2072,UC_ID5226,Bolus request too soon324
UC_ID6162,Sound Failure324,UC_ID1990,UC_ID5953,Drug Library Hard Limit324
UC_ID6163,Downstream Occlusion324,UC_ID8598,UC_ID7877,Patient Authentication Failure324
UC_ID6164,ICE Failure324,UC_ID3027,UC_ID3529,ICE Failure324
UC_ID6165,Upstream Occlusion324,UC_ID2845,UC_ID719,Drug Library Soft Limit324
UC_ID6166,Maximum Safe Dose324,UC_ID4189,UC_ID8592,Power-On Self Test Failure324
UC_ID6167,Patient Authentication Failure324,UC_ID816,UC_ID6421,Internal Electronic Failure324
UC_ID6168,Pump Overheating324,UC_ID5842,UC_ID8055,Over-Flow Rate Alarm324
UC_ID6169,Air-in-line Embolism324,UC_ID2632,UC_ID4608,Maximum Safe Dose324
UC_ID6170,Clinician Authentication Failure324,UC_ID2984,UC_ID1518,Air-in-line Embolism324
UC_ID6171,Under-Flow Rate Alarm324,UC_ID5531,UC_ID1992,Under-Flow Rate Alarm324
UC_ID6172,Drug Library Not Present or Corrupted324,UC_ID9656,UC_ID8666,Pump Priming Failure324
UC_ID6173,Pump Priming Failure324,UC_ID427,UC_ID624,Sound Failure324
UC_ID6174,Drug Library Hard Limit324,UC_ID7803,UC_ID1355,Clinician Authentication Failure324
UC_ID6175,Over-Flow Rate Alarm324,UC_ID8299,UC_ID7320,Pump Overheating324
UC_ID6176,Bolus request too soon325,UC_ID9913,UC_ID2436,Clinician Authentication Failure325
UC_ID6177,ICE Failure325,UC_ID601,UC_ID4272,Sound Failure325
UC_ID6178,Pump Overheating325,UC_ID7191,UC_ID2862,Power-On Self Test Failure325
UC_ID6179,Air-in-line Embolism325,UC_ID2269,UC_ID8562,Drug Library Not Present or Corrupted325
UC_ID6180,Maximum Safe Dose325,UC_ID174,UC_ID363,Under-Flow Rate Alarm325
UC_ID6181,Under-Flow Rate Alarm325,UC_ID5767,UC_ID3558,Over-Flow Rate Alarm325
UC_ID6182,Sound Failure325,UC_ID5044,UC_ID2737,Pump Priming Failure325
UC_ID6183,Downstream Occlusion325,UC_ID1323,UC_ID5763,Upstream Occlusion325
UC_ID6184,Drug Library Soft Limit325,UC_ID8527,UC_ID7572,Maximum Safe Dose325
UC_ID6185,Drug Library Hard Limit325,UC_ID333,UC_ID411,ICE Failure325
UC_ID6186,Clinician Authentication Failure325,UC_ID8049,UC_ID1099,Prescription Authentication Failure325
UC_ID6187,Prescription Authentication Failure325,UC_ID8125,UC_ID1008,Drug Library Soft Limit325
UC_ID6188,Over-Flow Rate Alarm325,UC_ID304,UC_ID7724,Air-in-line Embolism325
UC_ID6189,Drug Library Not Present or Corrupted325,UC_ID5307,UC_ID6618,Bolus request too soon325
UC_ID6190,Internal Electronic Failure325,UC_ID1902,UC_ID9483,Patient Authentication Failure325
UC_ID6191,Pump Priming Failure325,UC_ID8255,UC_ID3892,Internal Electronic Failure325
UC_ID6192,Power-On Self Test Failure325,UC_ID7067,UC_ID1450,Pump Overheating325
UC_ID6193,Upstream Occlusion325,UC_ID8696,UC_ID9360,Drug Library Hard Limit325
UC_ID6194,Patient Authentication Failure325,UC_ID2507,UC_ID8046,Downstream Occlusion325
UC_ID6195,Air-in-line Embolism326,UC_ID2334,UC_ID5720,Pump Overheating326
UC_ID6196,ICE Failure326,UC_ID5322,UC_ID4576,Power-On Self Test Failure326
UC_ID6197,Maximum Safe Dose326,UC_ID7161,UC_ID6360,Drug Library Soft Limit326
UC_ID6198,Prescription Authentication Failure326,UC_ID1776,UC_ID7087,Over-Flow Rate Alarm326
UC_ID6199,Downstream Occlusion326,UC_ID9829,UC_ID3790,Drug Library Not Present or Corrupted326
UC_ID6200,Under-Flow Rate Alarm326,UC_ID9209,UC_ID8808,Drug Library Hard Limit326
UC_ID6201,Bolus request too soon326,UC_ID7400,UC_ID261,Sound Failure326
UC_ID6202,Clinician Authentication Failure326,UC_ID1397,UC_ID2745,Maximum Safe Dose326
UC_ID6203,Drug Library Soft Limit326,UC_ID7721,UC_ID6417,Pump Priming Failure326
UC_ID6204,Patient Authentication Failure326,UC_ID7935,UC_ID327,Downstream Occlusion326
UC_ID6205,Over-Flow Rate Alarm326,UC_ID7614,UC_ID9821,Clinician Authentication Failure326
UC_ID6206,Sound Failure326,UC_ID1846,UC_ID310,Patient Authentication Failure326
UC_ID6207,Drug Library Hard Limit326,UC_ID1498,UC_ID8910,Internal Electronic Failure326
UC_ID6208,Pump Priming Failure326,UC_ID6632,UC_ID4121,Bolus request too soon326
UC_ID6209,Upstream Occlusion326,UC_ID4160,UC_ID8420,ICE Failure326
UC_ID6210,Power-On Self Test Failure326,UC_ID5297,UC_ID9379,Upstream Occlusion326
UC_ID6211,Internal Electronic Failure326,UC_ID3024,UC_ID2636,Air-in-line Embolism326
UC_ID6212,Drug Library Not Present or Corrupted326,UC_ID9731,UC_ID7950,Under-Flow Rate Alarm326
UC_ID6213,Pump Overheating326,UC_ID8329,UC_ID7964,Prescription Authentication Failure326
UC_ID6214,Pump Priming Failure327,UC_ID8526,UC_ID4364,Drug Library Hard Limit327
UC_ID6215,Drug Library Soft Limit327,UC_ID3551,UC_ID725,Bolus request too soon327
UC_ID6216,Patient Authentication Failure327,UC_ID3838,UC_ID1372,Downstream Occlusion327
UC_ID6217,Upstream Occlusion327,UC_ID8612,UC_ID4485,Over-Flow Rate Alarm327
UC_ID6218,Bolus request too soon327,UC_ID6975,UC_ID3749,Drug Library Not Present or Corrupted327
UC_ID6219,Drug Library Hard Limit327,UC_ID141,UC_ID9732,Patient Authentication Failure327
UC_ID6220,ICE Failure327,UC_ID6891,UC_ID3335,Pump Overheating327
UC_ID6221,Over-Flow Rate Alarm327,UC_ID2506,UC_ID53,Under-Flow Rate Alarm327
UC_ID6222,Drug Library Not Present or Corrupted327,UC_ID7881,UC_ID7416,Prescription Authentication Failure327
UC_ID6223,Prescription Authentication Failure327,UC_ID1926,UC_ID6000,Upstream Occlusion327
UC_ID6224,Air-in-line Embolism327,UC_ID7685,UC_ID1378,Clinician Authentication Failure327
UC_ID6225,Downstream Occlusion327,UC_ID1417,UC_ID415,Pump Priming Failure327
UC_ID6226,Maximum Safe Dose327,UC_ID9399,UC_ID524,Maximum Safe Dose327
UC_ID6227,Clinician Authentication Failure327,UC_ID2357,UC_ID8590,Drug Library Soft Limit327
UC_ID6228,Pump Overheating327,UC_ID3489,UC_ID7467,ICE Failure327
UC_ID6229,Under-Flow Rate Alarm327,UC_ID7424,UC_ID2151,Sound Failure327
UC_ID6230,Internal Electronic Failure327,UC_ID9225,UC_ID805,Internal Electronic Failure327
UC_ID6231,Sound Failure327,UC_ID5184,UC_ID5432,Air-in-line Embolism327
UC_ID6232,Power-On Self Test Failure327,UC_ID5120,UC_ID7330,Power-On Self Test Failure327
UC_ID6233,Prescription Authentication Failure328,UC_ID3833,UC_ID6490,Drug Library Not Present or Corrupted328
UC_ID6234,Drug Library Hard Limit328,UC_ID485,UC_ID2185,Patient Authentication Failure328
UC_ID6235,Downstream Occlusion328,UC_ID625,UC_ID7249,Pump Priming Failure328
UC_ID6236,Clinician Authentication Failure328,UC_ID7073,UC_ID2032,Drug Library Hard Limit328
UC_ID6237,Drug Library Soft Limit328,UC_ID987,UC_ID9531,Bolus request too soon328
UC_ID6238,Sound Failure328,UC_ID883,UC_ID9195,Pump Overheating328
UC_ID6239,Upstream Occlusion328,UC_ID2829,UC_ID7696,Prescription Authentication Failure328
UC_ID6240,Power-On Self Test Failure328,UC_ID4792,UC_ID9527,Power-On Self Test Failure328
UC_ID6241,Under-Flow Rate Alarm328,UC_ID2097,UC_ID499,ICE Failure328
UC_ID6242,Patient Authentication Failure328,UC_ID891,UC_ID8885,Maximum Safe Dose328
UC_ID6243,Air-in-line Embolism328,UC_ID4031,UC_ID3380,Under-Flow Rate Alarm328
UC_ID6244,Drug Library Not Present or Corrupted328,UC_ID5379,UC_ID1166,Internal Electronic Failure328
UC_ID6245,Pump Priming Failure328,UC_ID8322,UC_ID9506,Air-in-line Embolism328
UC_ID6246,Bolus request too soon328,UC_ID6266,UC_ID811,Clinician Authentication Failure328
UC_ID6247,Over-Flow Rate Alarm328,UC_ID2420,UC_ID6330,Downstream Occlusion328
UC_ID6248,ICE Failure328,UC_ID7276,UC_ID1235,Upstream Occlusion328
UC_ID6249,Internal Electronic Failure328,UC_ID7835,UC_ID5422,Sound Failure328
UC_ID6250,Maximum Safe Dose328,UC_ID5437,UC_ID484,Drug Library Soft Limit328
UC_ID6251,Pump Overheating328,UC_ID3174,UC_ID5359,Over-Flow Rate Alarm328
UC_ID6252,Power-On Self Test Failure329,UC_ID8775,UC_ID2658,Downstream Occlusion329
UC_ID6253,ICE Failure329,UC_ID9060,UC_ID6525,Drug Library Not Present or Corrupted329
UC_ID6254,Under-Flow Rate Alarm329,UC_ID3486,UC_ID7996,Bolus request too soon329
UC_ID6255,Drug Library Not Present or Corrupted329,UC_ID9076,UC_ID1222,ICE Failure329
UC_ID6256,Downstream Occlusion329,UC_ID310,UC_ID7655,Pump Priming Failure329
UC_ID6257,Upstream Occlusion329,UC_ID7041,UC_ID8280,Maximum Safe Dose329
UC_ID6258,Prescription Authentication Failure329,UC_ID9823,UC_ID8831,Upstream Occlusion329
UC_ID6259,Drug Library Hard Limit329,UC_ID4925,UC_ID5692,Internal Electronic Failure329
UC_ID6260,Patient Authentication Failure329,UC_ID562,UC_ID3186,Air-in-line Embolism329
UC_ID6261,Air-in-line Embolism329,UC_ID1212,UC_ID1609,Drug Library Hard Limit329
UC_ID6262,Clinician Authentication Failure329,UC_ID7520,UC_ID2,Patient Authentication Failure329
UC_ID6263,Drug Library Soft Limit329,UC_ID3725,UC_ID4959,Drug Library Soft Limit329
UC_ID6264,Internal Electronic Failure329,UC_ID375,UC_ID9255,Prescription Authentication Failure329
UC_ID6265,Sound Failure329,UC_ID1869,UC_ID347,Clinician Authentication Failure329
UC_ID6266,Pump Priming Failure329,UC_ID4123,UC_ID5923,Under-Flow Rate Alarm329
UC_ID6267,Pump Overheating329,UC_ID6223,UC_ID8488,Over-Flow Rate Alarm329
UC_ID6268,Bolus request too soon329,UC_ID1669,UC_ID2919,Power-On Self Test Failure329
UC_ID6269,Maximum Safe Dose329,UC_ID1319,UC_ID425,Sound Failure329
UC_ID6270,Over-Flow Rate Alarm329,UC_ID4753,UC_ID5638,Pump Overheating329
UC_ID6271,Pump Priming Failure330,UC_ID2149,UC_ID485,Drug Library Not Present or Corrupted330
UC_ID6272,Drug Library Soft Limit330,UC_ID4980,UC_ID4775,ICE Failure330
UC_ID6273,Prescription Authentication Failure330,UC_ID7945,UC_ID5034,Upstream Occlusion330
UC_ID6274,Over-Flow Rate Alarm330,UC_ID9588,UC_ID8745,Maximum Safe Dose330
UC_ID6275,Pump Overheating330,UC_ID6002,UC_ID3106,Prescription Authentication Failure330
UC_ID6276,Internal Electronic Failure330,UC_ID1828,UC_ID2945,Under-Flow Rate Alarm330
UC_ID6277,Maximum Safe Dose330,UC_ID2127,UC_ID7173,Over-Flow Rate Alarm330
UC_ID6278,Patient Authentication Failure330,UC_ID8092,UC_ID46,Clinician Authentication Failure330
UC_ID6279,Power-On Self Test Failure330,UC_ID6456,UC_ID813,Drug Library Hard Limit330
UC_ID6280,Air-in-line Embolism330,UC_ID2628,UC_ID8812,Patient Authentication Failure330
UC_ID6281,Bolus request too soon330,UC_ID1949,UC_ID1076,Bolus request too soon330
UC_ID6282,Downstream Occlusion330,UC_ID7339,UC_ID9308,Air-in-line Embolism330
UC_ID6283,Drug Library Hard Limit330,UC_ID9178,UC_ID7602,Downstream Occlusion330
UC_ID6284,Clinician Authentication Failure330,UC_ID126,UC_ID110,Pump Priming Failure330
UC_ID6285,Drug Library Not Present or Corrupted330,UC_ID678,UC_ID6310,Sound Failure330
UC_ID6286,Sound Failure330,UC_ID2309,UC_ID4450,Internal Electronic Failure330
UC_ID6287,ICE Failure330,UC_ID7065,UC_ID4028,Pump Overheating330
UC_ID6288,Under-Flow Rate Alarm330,UC_ID5152,UC_ID6838,Drug Library Soft Limit330
UC_ID6289,Upstream Occlusion330,UC_ID5865,UC_ID271,Power-On Self Test Failure330
UC_ID6290,Over-Flow Rate Alarm331,UC_ID9926,UC_ID2615,Air-in-line Embolism331
UC_ID6291,ICE Failure331,UC_ID9822,UC_ID2985,Patient Authentication Failure331
UC_ID6292,Under-Flow Rate Alarm331,UC_ID1585,UC_ID1054,Downstream Occlusion331
UC_ID6293,Prescription Authentication Failure331,UC_ID1721,UC_ID935,Bolus request too soon331
UC_ID6294,Air-in-line Embolism331,UC_ID9773,UC_ID9739,Prescription Authentication Failure331
UC_ID6295,Pump Priming Failure331,UC_ID4931,UC_ID1346,Maximum Safe Dose331
UC_ID6296,Drug Library Hard Limit331,UC_ID5755,UC_ID2687,Sound Failure331
UC_ID6297,Patient Authentication Failure331,UC_ID8737,UC_ID8024,ICE Failure331
UC_ID6298,Internal Electronic Failure331,UC_ID225,UC_ID5831,Internal Electronic Failure331
UC_ID6299,Power-On Self Test Failure331,UC_ID8556,UC_ID3440,Under-Flow Rate Alarm331
UC_ID6300,Upstream Occlusion331,UC_ID5124,UC_ID2806,Drug Library Soft Limit331
UC_ID6301,Maximum Safe Dose331,UC_ID6815,UC_ID2968,Drug Library Hard Limit331
UC_ID6302,Drug Library Not Present or Corrupted331,UC_ID3402,UC_ID8536,Over-Flow Rate Alarm331
UC_ID6303,Sound Failure331,UC_ID4693,UC_ID4569,Pump Overheating331
UC_ID6304,Pump Overheating331,UC_ID6666,UC_ID9935,Power-On Self Test Failure331
UC_ID6305,Clinician Authentication Failure331,UC_ID7976,UC_ID308,Clinician Authentication Failure331
UC_ID6306,Bolus request too soon331,UC_ID9970,UC_ID5167,Upstream Occlusion331
UC_ID6307,Downstream Occlusion331,UC_ID2422,UC_ID9568,Drug Library Not Present or Corrupted331
UC_ID6308,Drug Library Soft Limit331,UC_ID3475,UC_ID9866,Pump Priming Failure331
UC_ID6309,Drug Library Not Present or Corrupted332,UC_ID2280,UC_ID4376,Clinician Authentication Failure332
UC_ID6310,Maximum Safe Dose332,UC_ID989,UC_ID1111,ICE Failure332
UC_ID6311,ICE Failure332,UC_ID8770,UC_ID6514,Power-On Self Test Failure332
UC_ID6312,Internal Electronic Failure332,UC_ID6072,UC_ID6916,Over-Flow Rate Alarm332
UC_ID6313,Air-in-line Embolism332,UC_ID2461,UC_ID5318,Drug Library Soft Limit332
UC_ID6314,Drug Library Soft Limit332,UC_ID772,UC_ID911,Internal Electronic Failure332
UC_ID6315,Drug Library Hard Limit332,UC_ID8510,UC_ID9734,Patient Authentication Failure332
UC_ID6316,Under-Flow Rate Alarm332,UC_ID7901,UC_ID8659,Drug Library Hard Limit332
UC_ID6317,Power-On Self Test Failure332,UC_ID8073,UC_ID8510,Sound Failure332
UC_ID6318,Pump Priming Failure332,UC_ID6548,UC_ID5370,Drug Library Not Present or Corrupted332
UC_ID6319,Bolus request too soon332,UC_ID137,UC_ID8845,Maximum Safe Dose332
UC_ID6320,Pump Overheating332,UC_ID5856,UC_ID235,Upstream Occlusion332
UC_ID6321,Prescription Authentication Failure332,UC_ID5052,UC_ID6230,Prescription Authentication Failure332
UC_ID6322,Sound Failure332,UC_ID9679,UC_ID9681,Downstream Occlusion332
UC_ID6323,Patient Authentication Failure332,UC_ID7761,UC_ID3701,Under-Flow Rate Alarm332
UC_ID6324,Over-Flow Rate Alarm332,UC_ID6565,UC_ID4205,Pump Priming Failure332
UC_ID6325,Upstream Occlusion332,UC_ID4802,UC_ID6328,Bolus request too soon332
UC_ID6326,Clinician Authentication Failure332,UC_ID4229,UC_ID1620,Air-in-line Embolism332
UC_ID6327,Downstream Occlusion332,UC_ID5346,UC_ID6292,Pump Overheating332
UC_ID6328,Sound Failure333,UC_ID8172,UC_ID4763,Air-in-line Embolism333
UC_ID6329,Under-Flow Rate Alarm333,UC_ID1565,UC_ID491,Downstream Occlusion333
UC_ID6330,Drug Library Not Present or Corrupted333,UC_ID103,UC_ID2477,Drug Library Hard Limit333
UC_ID6331,Internal Electronic Failure333,UC_ID4053,UC_ID290,Pump Overheating333
UC_ID6332,Prescription Authentication Failure333,UC_ID4557,UC_ID4214,Patient Authentication Failure333
UC_ID6333,Patient Authentication Failure333,UC_ID5138,UC_ID3145,Prescription Authentication Failure333
UC_ID6334,Over-Flow Rate Alarm333,UC_ID9000,UC_ID1702,Drug Library Not Present or Corrupted333
UC_ID6335,Pump Overheating333,UC_ID1095,UC_ID1224,ICE Failure333
UC_ID6336,Pump Priming Failure333,UC_ID5200,UC_ID482,Upstream Occlusion333
UC_ID6337,Clinician Authentication Failure333,UC_ID3296,UC_ID44,Maximum Safe Dose333
UC_ID6338,Upstream Occlusion333,UC_ID9093,UC_ID2844,Over-Flow Rate Alarm333
UC_ID6339,Drug Library Soft Limit333,UC_ID653,UC_ID642,Power-On Self Test Failure333
UC_ID6340,ICE Failure333,UC_ID4681,UC_ID1771,Drug Library Soft Limit333
UC_ID6341,Air-in-line Embolism333,UC_ID947,UC_ID8275,Under-Flow Rate Alarm333
UC_ID6342,Bolus request too soon333,UC_ID6353,UC_ID7610,Internal Electronic Failure333
UC_ID6343,Power-On Self Test Failure333,UC_ID3252,UC_ID1545,Bolus request too soon333
UC_ID6344,Downstream Occlusion333,UC_ID2825,UC_ID6886,Clinician Authentication Failure333
UC_ID6345,Maximum Safe Dose333,UC_ID346,UC_ID8943,Pump Priming Failure333
UC_ID6346,Drug Library Hard Limit333,UC_ID489,UC_ID5067,Sound Failure333
UC_ID6347,Clinician Authentication Failure334,UC_ID4559,UC_ID3752,Patient Authentication Failure334
UC_ID6348,Pump Priming Failure334,UC_ID5265,UC_ID3926,Drug Library Hard Limit334
UC_ID6349,Prescription Authentication Failure334,UC_ID5979,UC_ID4189,Prescription Authentication Failure334
UC_ID6350,Air-in-line Embolism334,UC_ID4048,UC_ID570,Drug Library Soft Limit334
UC_ID6351,Over-Flow Rate Alarm334,UC_ID2668,UC_ID8503,ICE Failure334
UC_ID6352,Pump Overheating334,UC_ID7584,UC_ID2933,Upstream Occlusion334
UC_ID6353,Drug Library Not Present or Corrupted334,UC_ID2870,UC_ID6336,Internal Electronic Failure334
UC_ID6354,Upstream Occlusion334,UC_ID4324,UC_ID6379,Pump Overheating334
UC_ID6355,Maximum Safe Dose334,UC_ID2439,UC_ID2894,Drug Library Not Present or Corrupted334
UC_ID6356,Bolus request too soon334,UC_ID4082,UC_ID7221,Power-On Self Test Failure334
UC_ID6357,Downstream Occlusion334,UC_ID6265,UC_ID3404,Under-Flow Rate Alarm334
UC_ID6358,Under-Flow Rate Alarm334,UC_ID1487,UC_ID3565,Over-Flow Rate Alarm334
UC_ID6359,Sound Failure334,UC_ID1984,UC_ID2584,Clinician Authentication Failure334
UC_ID6360,Drug Library Soft Limit334,UC_ID8288,UC_ID9810,Sound Failure334
UC_ID6361,Patient Authentication Failure334,UC_ID6061,UC_ID7245,Bolus request too soon334
UC_ID6362,Power-On Self Test Failure334,UC_ID8040,UC_ID132,Air-in-line Embolism334
UC_ID6363,Drug Library Hard Limit334,UC_ID3536,UC_ID9507,Maximum Safe Dose334
UC_ID6364,Internal Electronic Failure334,UC_ID7374,UC_ID663,Pump Priming Failure334
UC_ID6365,ICE Failure334,UC_ID1309,UC_ID6443,Downstream Occlusion334
UC_ID6366,Drug Library Not Present or Corrupted335,UC_ID6447,UC_ID6226,Clinician Authentication Failure335
UC_ID6367,ICE Failure335,UC_ID9427,UC_ID5606,Drug Library Soft Limit335
UC_ID6368,Air-in-line Embolism335,UC_ID9163,UC_ID1496,Over-Flow Rate Alarm335
UC_ID6369,Upstream Occlusion335,UC_ID753,UC_ID7105,Internal Electronic Failure335
UC_ID6370,Sound Failure335,UC_ID3149,UC_ID8983,Pump Overheating335
UC_ID6371,Drug Library Soft Limit335,UC_ID7857,UC_ID9727,Downstream Occlusion335
UC_ID6372,Pump Overheating335,UC_ID5321,UC_ID9987,Under-Flow Rate Alarm335
UC_ID6373,Over-Flow Rate Alarm335,UC_ID8912,UC_ID3560,ICE Failure335
UC_ID6374,Prescription Authentication Failure335,UC_ID4540,UC_ID5036,Maximum Safe Dose335
UC_ID6375,Bolus request too soon335,UC_ID8206,UC_ID9578,Pump Priming Failure335
UC_ID6376,Pump Priming Failure335,UC_ID9017,UC_ID9890,Power-On Self Test Failure335
UC_ID6377,Power-On Self Test Failure335,UC_ID5385,UC_ID1072,Patient Authentication Failure335
UC_ID6378,Drug Library Hard Limit335,UC_ID140,UC_ID8959,Air-in-line Embolism335
UC_ID6379,Clinician Authentication Failure335,UC_ID7593,UC_ID2820,Prescription Authentication Failure335
UC_ID6380,Patient Authentication Failure335,UC_ID1466,UC_ID4159,Bolus request too soon335
UC_ID6381,Internal Electronic Failure335,UC_ID1763,UC_ID9514,Drug Library Hard Limit335
UC_ID6382,Downstream Occlusion335,UC_ID1930,UC_ID7997,Sound Failure335
