RA_ID,RA_RISK,RA_DESC,RA_LIKELIHOOD,RA_IMPACT,RA_MITIGATED
RA_ID886,Medium,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated7",Medium,Low,Y
RA_ID887,Low,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.7,Low,Low,Y
RA_ID888,Medium,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.7,High,Low,Y
RA_ID889,Low,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.7",Medium,Low,Y
RA_ID890,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.7",High,Low,Y
RA_ID891,Low,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.7,Low,High,Y
RA_ID892,Low,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions7",High,Low,Y
RA_ID893,Low,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)7",Medium,Low,Y
RA_ID894,Medium,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.7,Medium,Low,Y
RA_ID895,Low,tactile response (button press).7,Medium,Low,Y
RA_ID896,Low,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump7",Low,Low,Y
RA_ID897,Low,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.7,Low,Catastrophic,N
RA_ID898,Medium,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.7",Medium,Low,Y
RA_ID899,Low,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.7",Low,Low,Y
RA_ID900,Low,The PCA pump shall detect downstream occlusion.7,Medium,Low,Y
RA_ID901,Low,"–requirement removed, Rx read from drug container by scanner7",Low,High,Y
RA_ID902,Medium,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.7,Low,Low,Y
RA_ID903,High,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).7,Low,Low,Y
RA_ID904,Low,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.7,Low,Low,Y
RA_ID905,Medium,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist7",Low,Low,N
RA_ID906,Low,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.7,Low,Low,Y
RA_ID907,Medium,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided7",Low,High,Y
RA_ID908,Low,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE7",Low,Low,Y
RA_ID909,High,The scanner shall read and authenticate information from the clinician’s badge7,Low,Catastrophic,Y
RA_ID910,Low,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow7",Low,Catastrophic,Y
RA_ID911,Low,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.7,Medium,Low,N
RA_ID912,Medium,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.7",Medium,Low,Y
RA_ID913,Low,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.7",Medium,Low,Y
RA_ID914,Medium,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.7,Low,Low,Y
RA_ID915,Low,Patient-requested bolus delivery shall be immediately halted when alarms sound.7,Low,Low,Y
RA_ID916,Medium,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.7,Low,High,Y
RA_ID917,Medium,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow7",Low,Low,N
RA_ID918,Medium,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.7",Low,Low,Y
RA_ID919,Medium,The PCA pump shall have a stop button7,High,Low,Y
RA_ID920,Medium,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)7,Medium,High,Y
RA_ID921,Low,The Control Panel shall provide means to inactivate audible alarms indefinitely7,Low,Low,Y
RA_ID922,Low,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.7",Low,Low,Y
RA_ID923,Low,The fault log shall record at least 1000 faults before overwriting oldest fault records first.7,Low,Low,Y
RA_ID924,Medium,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.7,Medium,Low,Y
RA_ID925,Low,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.7",Low,Low,Y
RA_ID926,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.7",High,Low,N
RA_ID927,Low,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).7",Medium,Low,Y
RA_ID928,Low,The PCA pump shall issue alarms and warnings that require clinician attention.7,Low,Low,Y
RA_ID929,Low,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.8",Low,Catastrophic,Y
RA_ID930,High,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.8",Low,Low,Y
RA_ID931,Medium,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.8",Medium,High,Y
RA_ID932,Medium,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication8",High,Catastrophic,Y
RA_ID933,Medium,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.8,Medium,Low,Y
RA_ID934,High,The PCA pump shall issue alarms and warnings that require clinician attention.8,Medium,Low,N
RA_ID935,Medium,"–removed, must scan Rx from label of drug container8",High,Low,Y
RA_ID936,Low,The PCA pump shall use a physician’s prescription as device parameters.8,Low,Low,Y
RA_ID937,Low,"–requirement removed, Rx read from drug container by scanner8",High,Low,Y
RA_ID938,High,The Control Panel shall provide means to cancel alarm signal inactivation.8,Low,Catastrophic,Y
RA_ID939,Low,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.8,High,Low,Y
RA_ID940,Medium,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.8,Medium,Low,Y
RA_ID941,Low,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.8,Medium,Catastrophic,Y
RA_ID942,Medium,The PCA pump shall have a start button.8,Medium,Catastrophic,Y
RA_ID943,Low,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.8",Low,Catastrophic,Y
RA_ID944,Medium,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.8,Low,Low,Y
RA_ID945,Medium,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi8,Low,Low,Y
RA_ID946,Medium,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.8,High,Low,Y
RA_ID947,Medium,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).8,Low,Low,Y
RA_ID948,Medium,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.8,Low,Low,Y
RA_ID949,High,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.8,Medium,Low,Y
RA_ID950,Low,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.38,Low,Catastrophic,Y
RA_ID951,Medium,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)8",Low,Catastrophic,Y
RA_ID952,High,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.8,Medium,Low,Y
RA_ID953,Medium,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.8,Medium,Low,Y
RA_ID954,Low,–removed all Rx entry via scanner8,Medium,High,N
RA_ID955,Low,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown8",Medium,Low,Y
RA_ID956,Low,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops8",Low,Low,Y
RA_ID957,Medium,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.8,Low,Catastrophic,Y
RA_ID958,Medium,A real-time clock must produce timestamps accurate to 10 ms.8,Low,Low,Y
RA_ID959,Low,The PCA pump shall detect upstream occlusion.8,Low,High,Y
RA_ID960,Low,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized8,Low,Low,Y
RA_ID961,Medium,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.8,Low,Low,Y
RA_ID962,Low,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.8",Low,Low,Y
RA_ID963,Low,tactile response (button press).8,Medium,High,Y
RA_ID964,Low,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided8",Low,Low,Y
RA_ID965,Low,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.8,Low,Catastrophic,Y
RA_ID966,Low,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.8,Low,Low,Y
RA_ID967,High,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow8",Low,High,Y
RA_ID968,Medium,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).8",Low,Low,Y
RA_ID969,Low,All materials that contact fluid shall be biocompatible8,High,High,Y
RA_ID970,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.8,Low,Low,N
RA_ID971,Low,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions8",Low,Low,Y
RA_ID972,Low,Alarms shall be issued in order of occurrence.8,Medium,Low,Y
RA_ID973,High,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)8,Low,Low,Y
RA_ID974,Low,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.8,Medium,Low,Y
RA_ID975,Low,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.8,Low,High,Y
RA_ID976,Medium,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.8,Low,High,Y
RA_ID977,Medium,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump8",Low,Catastrophic,Y
RA_ID978,Low,The mechanical pump shall not allow reverse flow from the patient into the pump.8,Medium,High,Y
RA_ID979,Low,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.8",Medium,Low,N
RA_ID980,High,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.8,Medium,High,Y
RA_ID981,Medium,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.8,Low,Low,Y
RA_ID982,Low,The PCA pump shall have a stop button8,Low,Low,Y
RA_ID983,High,The Control Panel shall provide means to inactivate audible alarms indefinitely8,Medium,Low,Y
RA_ID984,Low,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.8,Low,Catastrophic,Y
RA_ID985,Low,Component failure must not harm patient (beyond stopping function).8,Low,Catastrophic,Y
RA_ID986,Medium,The control panel must display currently-programmed patient data and physician’s prescription.8,Medium,Low,Y
RA_ID987,Low,The scanner shall read and authenticate information from the patient’s wristband8,Low,Catastrophic,Y
RA_ID988,Medium,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops8",Low,High,Y
RA_ID989,Medium,The scanner shall read and authenticate information from the clinician’s badge8,Low,Low,Y
RA_ID990,Low,The scanner shall read and authenticate information from the drug’s package label8,Medium,Low,N
RA_ID991,Medium,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.8",Low,Low,Y
RA_ID992,Low,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated8",Medium,Low,Y
RA_ID993,Medium,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).8",Low,High,Y
RA_ID994,Low,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.8",Medium,Low,Y
RA_ID995,Low,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.8",Medium,Low,Y
RA_ID996,Low,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.8",Medium,Low,Y
RA_ID997,Low,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist8",Low,Low,N
RA_ID998,Low,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.8",Low,Catastrophic,Y
RA_ID999,Medium,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.8",Medium,Low,Y
RA_ID1000,Medium,The PCA pump shall detect downstream occlusion.8,Medium,Low,Y
RA_ID1001,Medium,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop8",Low,Low,Y
RA_ID1002,Low,sound of audible alarm8,Medium,Low,N
RA_ID1003,Medium,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)8",Low,Low,Y
RA_ID1004,Low,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke8",Low,Low,Y
RA_ID1005,Low,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.8,Low,High,Y
RA_ID1006,Low,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.8,Low,Low,Y
RA_ID1007,Medium,Each log entry shall have a time stamp81 with its time of occurrence.8,Low,Catastrophic,Y
RA_ID1008,High,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.8",Low,High,Y
RA_ID1009,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.8",Low,Low,Y
RA_ID1010,Low,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.8",Medium,Catastrophic,Y
RA_ID1011,Low,"display of visual information, and8",Medium,Low,Y
RA_ID1012,Medium,The PCA pump must not leak current greater than 10 mA8,High,Low,Y
RA_ID1013,Medium,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE8",Medium,High,Y
RA_ID1014,Low,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.8",Low,Low,Y
RA_ID1015,Low,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.8,Low,Catastrophic,Y
RA_ID1016,Low,The PCA pump shall detect air-in-line embolism (bubble).8,Low,Low,Y
RA_ID1017,Low,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.8",Low,Low,Y
RA_ID1018,Low,Patient-requested bolus delivery shall be immediately halted when alarms sound.8,Low,High,Y
RA_ID1019,Low,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.8,Medium,High,N
RA_ID1020,Low,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.8,Medium,Low,Y
RA_ID1021,Medium,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.8,Medium,Catastrophic,Y
RA_ID1022,Low,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.8",Medium,Low,Y
RA_ID1023,Low,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.8",Medium,Catastrophic,Y
RA_ID1024,Medium,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.8",Medium,Low,Y
RA_ID1025,Medium,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.8,Low,Low,Y
RA_ID1026,Medium,Clinician-requested bolus delivery shall be immediately halted when alarms sound.8,Medium,Catastrophic,Y
RA_ID1027,Medium,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.8,Medium,Catastrophic,Y
RA_ID1028,Medium,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.8",Low,Low,Y
RA_ID1029,Medium,The fault log shall record at least 1000 faults before overwriting oldest fault records first.8,Low,Low,Y
RA_ID1030,Low,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.8",Low,High,Y
RA_ID1031,Low,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.8",Low,Low,Y
RA_ID1032,Medium,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.8",Low,Low,Y
RA_ID1033,Low,The event log shall record 30 days of typical events before overwriting oldest event records first.8,Medium,Catastrophic,Y
RA_ID1034,Medium,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.8",Medium,High,Y
RA_ID1035,Medium,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow8",Low,Catastrophic,Y
RA_ID1036,Low,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.8,Medium,Low,Y
RA_ID1037,Low,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.8",Low,Low,N
RA_ID1038,Low,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.8,Low,Catastrophic,Y
RA_ID1039,Medium,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)8,Medium,Catastrophic,Y
RA_ID1040,Medium,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.8",Low,Low,Y
RA_ID1041,Low,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment8,Medium,Low,Y
RA_ID1042,Medium,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.8",High,Low,Y
RA_ID1043,Low,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.8,Medium,Catastrophic,Y
RA_ID1044,Low,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.8,Low,High,Y
RA_ID1045,Low,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.9",Low,Low,Y
RA_ID1046,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.9,Low,Catastrophic,Y
RA_ID1047,High,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.9,Low,Low,Y
RA_ID1048,Low,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.9",Low,Low,Y
RA_ID1049,Medium,"display of visual information, and9",Low,Low,Y
RA_ID1050,Medium,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.9,Medium,Low,Y
RA_ID1051,Medium,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.9,Medium,Low,Y
RA_ID1052,Low,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.9,Low,Low,Y
RA_ID1053,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.9,Low,Low,Y
RA_ID1054,Low,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.9,Low,Low,Y
RA_ID1055,Medium,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.9",High,Low,Y
RA_ID1056,Medium,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.9",Medium,Low,N
RA_ID1057,Low,The event log shall record 30 days of typical events before overwriting oldest event records first.9,Low,Catastrophic,Y
RA_ID1058,Medium,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.9",High,Low,Y
RA_ID1059,Low,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.9,Medium,Low,Y
RA_ID1060,Low,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.9",Medium,High,Y
RA_ID1061,Low,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment9,Low,Low,Y
RA_ID1062,Low,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.9,Low,Low,Y
RA_ID1063,Medium,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.9,Low,Catastrophic,Y
RA_ID1064,Low,Each log entry shall have a time stamp81 with its time of occurrence.9,Low,Low,Y
RA_ID1065,Low,The PCA pump shall detect upstream occlusion.9,Medium,Low,Y
RA_ID1066,Low,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump9",Low,Low,Y
RA_ID1067,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.9",High,Low,Y
RA_ID1068,Low,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)9",Low,High,N
RA_ID1069,Medium,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).9",Low,Low,Y
RA_ID1070,Low,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke9",Low,Low,N
RA_ID1071,Medium,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.9,Low,Low,Y
RA_ID1072,Medium,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.9",Low,Low,Y
RA_ID1073,Low,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided9",Low,High,Y
RA_ID1074,Medium,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.9",Low,Low,Y
RA_ID1075,High,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.9",Low,Low,Y
RA_ID1076,Low,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.9",Low,Low,Y
RA_ID1077,Medium,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.9,Low,Low,Y
RA_ID1078,Medium,A real-time clock must produce timestamps accurate to 10 ms.9,Low,Low,N
RA_ID1079,Low,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi9,Low,High,Y
RA_ID1080,Low,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.9",Low,Low,Y
RA_ID1081,Medium,The Control Panel shall provide means to inactivate audible alarms indefinitely9,High,Low,Y
RA_ID1082,Low,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops9",Medium,High,Y
RA_ID1083,Low,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.9,Medium,Low,N
RA_ID1084,Medium,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.9",Low,Low,Y
RA_ID1085,Medium,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE9",Low,Catastrophic,Y
RA_ID1086,Low,tactile response (button press).9,Low,Low,Y
RA_ID1087,Medium,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.9,Low,Low,Y
RA_ID1088,Medium,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.9",Medium,Low,Y
RA_ID1089,Low,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.9",Low,High,Y
