RA_ID,RA_RISK,RA_DESC,RA_LIKELIHOOD,RA_IMPACT,RA_MITIGATED
RA_ID421,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow3",Low,Catastrophic,Y
RA_ID422,Medium,The control panel shall allow authorized clinician bolus request 60 and choice of duration.3,Low,Catastrophic,Y
RA_ID423,Low,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.3,Low,Catastrophic,Y
RA_ID424,High,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.3",Low,Catastrophic,Y
RA_ID425,Medium,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.3,Low,Catastrophic,Y
RA_ID426,Low,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.3,Medium,High,Y
RA_ID427,Low,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.3",Medium,Low,Y
RA_ID428,Medium,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops3",Low,Low,Y
RA_ID429,Low,The PCA pump shall detect downstream occlusion.3,Medium,Low,Y
RA_ID430,Medium,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.3,Low,Low,Y
RA_ID431,High,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.3,Low,Low,N
RA_ID432,Medium,All materials that contact fluid shall be biocompatible3,Low,Catastrophic,Y
RA_ID433,Medium,The Control Panel shall provide means to inactivate audible alarms indefinitely3,Low,High,Y
RA_ID434,Low,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.3",Medium,Low,Y
RA_ID435,Medium,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.3",Medium,Low,N
RA_ID436,Medium,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.3",Low,Low,Y
RA_ID437,Low,–removed all Rx entry via scanner3,Low,Low,Y
RA_ID438,Low,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.3,Medium,Low,Y
RA_ID439,Low,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.3,Medium,Low,Y
RA_ID440,Low,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.3,Low,Low,Y
RA_ID441,Low,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration3",Low,Low,Y
RA_ID442,Low,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.33,Low,Low,Y
RA_ID443,Low,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.3,Medium,Catastrophic,Y
RA_ID444,Low,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.3,Low,Low,Y
RA_ID445,Medium,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.3,Low,Low,Y
RA_ID446,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.3,Low,Low,N
RA_ID447,Medium,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.3,Low,Low,Y
RA_ID448,Medium,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.3,Medium,High,Y
RA_ID449,Medium,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.3",Medium,Low,Y
RA_ID450,Low,The event log shall record 30 days of typical events before overwriting oldest event records first.3,Medium,Catastrophic,Y
RA_ID451,Medium,The PCA pump shall use a physician’s prescription as device parameters.3,High,Low,Y
RA_ID452,Low,"display of visual information, and3",Low,Low,Y
RA_ID453,Low,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.3",Medium,High,Y
RA_ID454,Low,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.3",Low,Low,Y
RA_ID455,Low,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.3,High,Low,N
RA_ID456,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.3",Low,Low,Y
RA_ID457,Medium,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)3",Low,Catastrophic,Y
RA_ID458,Low,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.3,Medium,High,Y
RA_ID459,Low,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops3",Low,High,Y
RA_ID460,High,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).3",Low,Catastrophic,Y
RA_ID461,Low,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.3",Medium,Low,Y
RA_ID462,Medium,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.3,Medium,Low,Y
RA_ID463,Low,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.3",Medium,High,Y
RA_ID464,Medium,The PCA pump shall detect battery failure and issue a battery failure alarm3,Low,Low,Y
RA_ID465,Low,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.4",Medium,Low,Y
RA_ID466,Medium,The PCA pump shall detect downstream occlusion.4,High,Low,Y
RA_ID467,Low,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.4,Low,Catastrophic,Y
RA_ID468,Low,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.4,Medium,High,Y
RA_ID469,Medium,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.4",Low,Low,Y
RA_ID470,Low,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)4",Low,Catastrophic,Y
RA_ID471,Low,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)4,Medium,Low,Y
RA_ID472,Medium,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.4,Medium,Low,Y
RA_ID473,Low,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.4",Medium,Low,Y
RA_ID474,Low,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops4",Low,Low,Y
RA_ID475,Medium,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.4,Low,Catastrophic,Y
RA_ID476,Low,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.4",Low,Low,Y
RA_ID477,Medium,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.4,Low,Catastrophic,Y
RA_ID478,Medium,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.4,Low,Low,Y
RA_ID479,Low,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.4",Medium,Catastrophic,Y
RA_ID480,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow4",Medium,Low,Y
RA_ID481,Low,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.4",Low,Low,Y
RA_ID482,Medium,The scanner shall read and authenticate information from the patient’s wristband4,Medium,Low,Y
RA_ID483,Medium,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.4,Medium,Low,Y
RA_ID484,Low,"display of visual information, and4",High,Low,Y
RA_ID485,Low,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.4,Medium,Low,Y
RA_ID486,Medium,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.4,Medium,Low,Y
RA_ID487,Medium,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.4",High,Low,Y
RA_ID488,Low,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).4",Medium,Catastrophic,Y
RA_ID489,Low,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.4",Low,Low,Y
RA_ID490,Medium,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.4",Medium,Low,Y
RA_ID491,Low,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.34,Low,Catastrophic,Y
RA_ID492,Low,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.4,Low,Low,Y
RA_ID493,Low,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow4",Low,Catastrophic,Y
RA_ID494,Medium,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.4",Low,Catastrophic,Y
RA_ID495,Medium,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops4",Low,Low,Y
RA_ID496,Low,"–requirement removed, Rx read from drug container by scanner4",Medium,Low,Y
RA_ID497,Low,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.4",Medium,Low,Y
RA_ID498,Low,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).4,Medium,Low,Y
RA_ID499,Low,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).4",Low,High,Y
RA_ID500,Medium,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke4",Low,Catastrophic,Y
RA_ID501,Low,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.4,Low,Low,Y
RA_ID502,High,The fault log shall record at least 1000 faults before overwriting oldest fault records first.4,Medium,Catastrophic,Y
RA_ID503,Low,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.4,Medium,Low,N
RA_ID504,Low,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.4",Low,Catastrophic,Y
RA_ID505,Low,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.4,Medium,Low,Y
RA_ID506,Medium,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.4",Low,Low,Y
RA_ID507,Low,The mechanical pump shall not allow reverse flow from the patient into the pump.4,High,Low,Y
RA_ID508,Low,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.4",Medium,Low,Y
RA_ID509,Low,The control panel shall allow authorized clinician bolus request 60 and choice of duration.4,High,Low,Y
RA_ID510,Low,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.4",Low,Low,Y
RA_ID511,Low,The PCA pump shall have a stop button4,Low,High,Y
RA_ID512,Medium,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.4",Medium,Low,Y
RA_ID513,Medium,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication4",Medium,Catastrophic,Y
RA_ID514,High,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated4",Low,Low,Y
RA_ID515,Low,The Control Panel shall provide means to cancel alarm signal inactivation.4,Low,Low,Y
RA_ID516,Low,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.4",Low,Low,Y
RA_ID517,Low,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.4",Low,Low,Y
RA_ID518,High,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.4,Low,Low,Y
RA_ID519,Medium,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms4,Low,Low,Y
RA_ID520,Medium,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided4",Low,Low,Y
RA_ID521,Medium,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.4",Low,Low,Y
RA_ID522,Low,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.4,Low,High,Y
RA_ID523,Low,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.4,Medium,High,Y
RA_ID524,Low,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions4",Medium,High,Y
RA_ID525,Low,Clinician-requested bolus delivery shall be immediately halted when alarms sound.4,High,Low,Y
RA_ID526,Medium,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.4,Medium,High,Y
RA_ID527,Low,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.4,Medium,Catastrophic,Y
RA_ID528,Medium,Component failure must not harm patient (beyond stopping function).4,Low,Low,Y
RA_ID529,Low,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.4,Low,Low,N
RA_ID530,Low,All materials that contact fluid shall be biocompatible4,Low,Low,Y
RA_ID531,High,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.4,Low,High,Y
RA_ID532,Low,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.4",Low,Low,Y
RA_ID533,High,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.4,Low,Low,Y
RA_ID534,High,tactile response (button press).4,Medium,Low,Y
RA_ID535,Low,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.4,Low,Low,Y
RA_ID536,Medium,The PCA pump shall have a start button.4,Medium,Catastrophic,Y
RA_ID537,Medium,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.4",Medium,Catastrophic,N
RA_ID538,Medium,Alarms shall be issued in order of occurrence.4,Low,High,Y
RA_ID539,High,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.4,Medium,Low,N
RA_ID540,Medium,The scanner shall read and authenticate information from the drug’s package label4,Low,Low,Y
RA_ID541,Medium,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.4,High,Catastrophic,Y
RA_ID542,Medium,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.4,Low,Low,Y
RA_ID543,Low,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.4,Medium,High,Y
RA_ID544,Low,The PCA pump shall detect upstream occlusion.4,Low,Low,N
RA_ID545,Low,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.4,Low,Low,Y
RA_ID546,Low,sound of audible alarm4,Low,Low,Y
RA_ID547,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.4",Low,Low,N
RA_ID548,Medium,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.4",Low,Low,Y
RA_ID549,Low,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.4,Low,Catastrophic,Y
RA_ID550,High,The Control Panel shall provide means to inactivate audible alarms indefinitely4,Low,High,Y
RA_ID551,Low,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.4",Medium,Low,Y
RA_ID552,Medium,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)4,Low,Low,Y
RA_ID553,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.4",Low,Low,N
RA_ID554,Low,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.4,Low,Low,Y
RA_ID555,High,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE4",Medium,Low,Y
RA_ID556,Low,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.4",Low,Low,Y
RA_ID557,Low,The PCA pump shall issue alarms and warnings that require clinician attention.4,Low,Low,Y
RA_ID558,Low,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.4",Medium,High,Y
RA_ID559,Low,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.4,Low,Low,Y
RA_ID560,Medium,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.4",Low,Catastrophic,Y
RA_ID561,Low,A real-time clock must produce timestamps accurate to 10 ms.4,Medium,Low,Y
RA_ID562,Low,Each log entry shall have a time stamp81 with its time of occurrence.4,High,Low,Y
RA_ID563,High,The event log shall record 30 days of typical events before overwriting oldest event records first.4,Medium,Low,Y
RA_ID564,Low,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).4",Medium,Low,N
RA_ID565,Low,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.4",Low,Catastrophic,Y
RA_ID566,Low,The control panel must display currently-programmed patient data and physician’s prescription.4,Low,Low,Y
RA_ID567,Low,The PCA pump shall use a physician’s prescription as device parameters.4,Medium,Low,Y
RA_ID568,Low,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.4,Low,High,Y
RA_ID569,Low,The PCA pump shall detect air-in-line embolism (bubble).4,Low,High,Y
RA_ID570,Medium,"–removed, must scan Rx from label of drug container4",Low,Low,Y
RA_ID571,Medium,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist4",Low,Low,Y
RA_ID572,Medium,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.4,Medium,High,Y
RA_ID573,Low,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.4,Low,Low,Y
RA_ID574,Low,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.4,High,Low,Y
RA_ID575,Low,–removed all Rx entry via scanner4,Medium,Low,Y
RA_ID576,Low,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi4,Low,Low,Y
RA_ID577,Low,The PCA pump must not leak current greater than 10 mA4,Low,Low,Y
RA_ID578,Low,The PCA pump shall detect battery failure and issue a battery failure alarm4,Medium,Low,Y
RA_ID579,Low,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.4",Low,Low,Y
RA_ID580,Low,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration4",Low,High,Y
RA_ID581,High,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.5,Low,Low,Y
RA_ID582,Medium,The Control Panel shall provide means to inactivate audible alarms indefinitely5,Medium,Catastrophic,Y
RA_ID583,Low,tactile response (button press).5,Medium,Low,Y
RA_ID584,High,The mechanical pump shall not allow reverse flow from the patient into the pump.5,Low,Low,Y
RA_ID585,High,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.5,Low,Low,Y
RA_ID586,Low,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.5,Low,Low,Y
RA_ID587,Low,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi5,Medium,Low,Y
RA_ID588,High,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.5",Low,Low,Y
RA_ID589,Low,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.5,Low,High,Y
RA_ID590,Medium,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.5,Low,Low,Y
RA_ID591,Medium,Clinician-requested bolus delivery shall be immediately halted when alarms sound.5,Low,High,Y
RA_ID592,Low,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist5",Low,Low,Y
RA_ID593,Medium,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.5",Low,Low,Y
RA_ID594,Medium,The PCA pump shall detect upstream occlusion.5,Medium,Low,Y
RA_ID595,Low,The fault log shall record at least 1000 faults before overwriting oldest fault records first.5,Low,High,Y
RA_ID596,Low,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.5,Low,Catastrophic,Y
RA_ID597,Low,The PCA pump shall detect downstream occlusion.5,Low,Low,Y
RA_ID598,Low,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.5",Low,Low,Y
RA_ID599,Medium,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.5",Low,Low,Y
RA_ID600,Low,The control panel must display currently-programmed patient data and physician’s prescription.5,Low,Low,Y
RA_ID601,Medium,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.5,Low,Low,Y
RA_ID602,High,The event log shall record 30 days of typical events before overwriting oldest event records first.5,Medium,Low,Y
RA_ID603,Low,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.5",Low,Low,Y
RA_ID604,Medium,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.5",Low,Low,Y
RA_ID605,Low,"–requirement removed, Rx read from drug container by scanner5",Medium,High,Y
RA_ID606,Low,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.5,Low,Low,Y
RA_ID607,Medium,sound of audible alarm5,Low,High,Y
RA_ID608,Low,The PCA pump shall have a start button.5,High,Low,Y
RA_ID609,Low,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.5",Medium,High,Y
RA_ID610,High,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.5",Low,Low,Y
RA_ID611,Medium,Each log entry shall have a time stamp81 with its time of occurrence.5,Low,High,Y
RA_ID612,Low,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.5",Low,High,Y
RA_ID613,Low,The PCA pump must not leak current greater than 10 mA5,Medium,High,Y
RA_ID614,Low,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow5",Low,High,Y
RA_ID615,Medium,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.35,Medium,Low,Y
RA_ID616,Low,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.5",Low,Catastrophic,Y
RA_ID617,Low,The PCA pump shall issue alarms and warnings that require clinician attention.5,Low,Catastrophic,Y
RA_ID618,Low,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.5",Low,Low,Y
RA_ID619,High,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.5",Low,Catastrophic,Y
RA_ID620,Low,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.5,Medium,Low,Y
RA_ID621,Low,The PCA pump shall detect battery failure and issue a battery failure alarm5,Low,Low,Y
RA_ID622,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.5,Low,Low,Y
RA_ID623,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.5",Low,High,Y
RA_ID624,Medium,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.5",Medium,Low,Y
RA_ID625,Medium,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).5,Medium,High,Y
RA_ID626,Low,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.5,Low,Low,Y
RA_ID627,Low,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.5,Low,Catastrophic,Y
RA_ID628,High,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.5",Medium,Low,Y
RA_ID629,Medium,All materials that contact fluid shall be biocompatible5,Low,Low,Y
RA_ID630,Medium,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.5",Low,Catastrophic,Y
RA_ID631,Low,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.5",Medium,Low,Y
RA_ID632,Low,The PCA pump shall detect air-in-line embolism (bubble).5,Low,Low,Y
