FL_ID,FL_DESC,FL_FO,FL_REPORTEDBY,FL_ASSIGNEDTO,FL_SOLUTION,FL_STATUS
FL_ID5886,Clinician-requested bolus delivery shall be immediately halted when alarms sound.44,CC_ID6409,Ben,Caleb,measured flow rate below setting309,Open
FL_ID5887,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.44,CC_ID6498,Rami,Caleb,patient not admitted to hospital309,Open
FL_ID5888,The PCA pump shall have a stop button44,CC_ID5883,Ben,Caleb,the drug library fails authenticity or integrity check309,Open
FL_ID5889,–removed all Rx entry via scanner44,CC_ID5406,Ben,Sugandha,basal rate or bolus VTBI exceeded hard limit309,Open
FL_ID5890,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided44",CC_ID6061,Ben,Caleb,measured flow rate exceeds setting309,Open
FL_ID5891,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)44",CC_ID6642,Ben,Caleb,pump fails to prime after loading drug reservoir310,Open
FL_ID5892,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.44,CC_ID6062,Rami,Sugandha,PCA pump detects its own failure310,Clossed
FL_ID5893,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.44",CC_ID4651,Rami,Sugandha,bubble detection310,Open
FL_ID5894,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops44",CC_ID5915,Rami,Jane,blockage between pump and patient310,Open
FL_ID5895,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.44,CC_ID6504,Ben,Alex,patient not admitted to hospital310,Open
FL_ID5896,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.44",CC_ID5817,Rami,Jane,indication of no ICE alarms enabled310,Clossed
FL_ID5897,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.44",CC_ID5379,Ben,Sugandha,the drug library fails authenticity or integrity check310,Assigned
FL_ID5898,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.44,CC_ID4660,Ben,Alex,blockage between reservoir and pump310,Open
FL_ID5899,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.44",CC_ID6311,Rami,Caleb,no audible alarm310,Open
FL_ID5900,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions44",CC_ID6610,Ben,Alex,drug or prescription not intended for this patient310,Clossed
FL_ID5901,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.44",CC_ID6001,Ben,Jane,basal rate or bolus VTBI exceeded hard limit310,Clossed
FL_ID5902,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration44",CC_ID6867,Rami,Caleb,measured flow rate exceeds setting310,Open
FL_ID5903,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.44,CC_ID6384,Ben,Caleb,power-on self test fails310,Open
FL_ID5904,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.44",CC_ID6014,Jerry,Jane,Bolus request denied because minimum time between boluses had not elapsed.310,Open
FL_ID5905,sound of audible alarm44,CC_ID5792,Ben,Alex,clinician not authorized to operate pump310,Open
FL_ID5906,The PCA pump shall detect air-in-line embolism (bubble).44,CC_ID6120,Ben,Alex,pump temperature exceeds 55 C310,Open
FL_ID5907,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.44,CC_ID6740,Nasim,Alex,measured flow rate below setting310,Clossed
FL_ID5908,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.44",CC_ID6342,Ben,Alex,dose reaches maximum allowed by drug library310,Clossed
FL_ID5909,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)44",CC_ID5607,Rami,Alex,basal rate or bolus VTBI exceeded soft limit310,Open
FL_ID5910,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.44",CC_ID6668,Ben,Alex,bubble detection311,Open
FL_ID5911,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.44,CC_ID6869,Rami,Caleb,patient not admitted to hospital311,Open
FL_ID5912,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.44",CC_ID5573,Ben,Alex,measured flow rate below setting311,Open
FL_ID5913,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.44",CC_ID6499,Rami,Caleb,basal rate or bolus VTBI exceeded soft limit311,Open
FL_ID5914,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).44",CC_ID6944,Ben,Alex,measured flow rate exceeds setting311,Open
FL_ID5915,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.44",CC_ID5940,Rami,Alex,basal rate or bolus VTBI exceeded hard limit311,Open
FL_ID5916,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.44",CC_ID6629,Ben,Jane,blockage between reservoir and pump311,Open
FL_ID5917,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.44,CC_ID4702,Ben,Alex,pump fails to prime after loading drug reservoir311,Open
FL_ID5918,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.44",CC_ID6181,Rami,Caleb,power-on self test fails311,Open
FL_ID5919,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi44,CC_ID5482,Rami,Alex,pump temperature exceeds 55 C311,Clossed
FL_ID5920,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.44",CC_ID4941,Nasim,Jane,indication of no ICE alarms enabled311,Open
FL_ID5921,The PCA pump shall have a start button.44,CC_ID6035,Ben,Alex,dose reaches maximum allowed by drug library311,Open
FL_ID5922,The PCA pump shall use a physician’s prescription as device parameters.44,CC_ID6219,Rami,Caleb,no audible alarm311,Open
FL_ID5923,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown44",CC_ID6242,Ben,Alex,blockage between pump and patient311,Open
FL_ID5924,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.44,CC_ID5471,Ben,Alex,drug or prescription not intended for this patient311,Open
FL_ID5925,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.44",CC_ID6111,Jerry,Alex,clinician not authorized to operate pump311,Open
FL_ID5926,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.44,CC_ID4882,Nasim,Caleb,PCA pump detects its own failure311,Assigned
FL_ID5927,The Control Panel shall provide means to cancel alarm signal inactivation.44,CC_ID6635,Rami,Alex,Bolus request denied because minimum time between boluses had not elapsed.311,Open
FL_ID5928,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).44",CC_ID6508,Ben,Caleb,the drug library fails authenticity or integrity check311,Open
FL_ID5929,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.44,CC_ID6750,Nasim,Alex,clinician not authorized to operate pump312,Open
FL_ID5930,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.44",CC_ID6190,Jerry,Alex,PCA pump detects its own failure312,Open
FL_ID5931,The scanner shall read and authenticate information from the patient’s wristband44,CC_ID6156,Ben,Caleb,no audible alarm312,Open
FL_ID5932,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.44",CC_ID6066,Rami,Caleb,pump fails to prime after loading drug reservoir312,Open
FL_ID5933,The drug reservoir shall measure its contents.44,CC_ID5851,Rami,Alex,drug or prescription not intended for this patient312,Assigned
FL_ID5934,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.44,CC_ID6508,Ben,Alex,blockage between reservoir and pump312,Open
FL_ID5935,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)44,CC_ID6248,Nasim,Caleb,basal rate or bolus VTBI exceeded hard limit312,Open
FL_ID5936,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.44",CC_ID6859,Ben,Jane,measured flow rate exceeds setting312,Open
FL_ID5937,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.44,CC_ID5668,Rami,Caleb,basal rate or bolus VTBI exceeded soft limit312,Assigned
FL_ID5938,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)44,CC_ID4857,Rami,Alex,power-on self test fails312,Open
FL_ID5939,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.44,CC_ID6007,Ben,Alex,bubble detection312,Open
FL_ID5940,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.44,CC_ID6947,Ben,Alex,dose reaches maximum allowed by drug library312,Open
FL_ID5941,"display of visual information, and45",CC_ID6726,Ben,Jane,pump temperature exceeds 55 C312,Open
FL_ID5942,The control panel shall allow authorized clinician bolus request 60 and choice of duration.45,CC_ID5106,Ben,Alex,blockage between pump and patient312,Open
FL_ID5943,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.45,CC_ID6267,Ben,Alex,the drug library fails authenticity or integrity check312,Open
FL_ID5944,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms45,CC_ID6672,Ben,Alex,measured flow rate below setting312,Open
FL_ID5945,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.45",CC_ID4688,Ben,Sugandha,Bolus request denied because minimum time between boluses had not elapsed.312,Open
FL_ID5946,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist45",CC_ID5030,Rami,Alex,indication of no ICE alarms enabled312,Open
FL_ID5947,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.345,CC_ID6856,Ben,Alex,patient not admitted to hospital312,Open
FL_ID5948,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.45,CC_ID4620,Rami,Alex,measured flow rate below setting313,Clossed
FL_ID5949,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.45",CC_ID4525,Rami,Caleb,power-on self test fails313,Open
FL_ID5950,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.45",CC_ID4824,Rami,Jane,pump temperature exceeds 55 C313,Open
FL_ID5951,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.45",CC_ID5500,Ben,Caleb,basal rate or bolus VTBI exceeded hard limit313,Open
FL_ID5952,The control panel must display currently-programmed patient data and physician’s prescription.45,CC_ID5227,Ben,Caleb,drug or prescription not intended for this patient313,Open
FL_ID5953,The PCA pump shall detect upstream occlusion.45,CC_ID5328,Ben,Alex,blockage between reservoir and pump313,Open
FL_ID5954,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.45,CC_ID4878,Ben,Alex,blockage between pump and patient313,Open
FL_ID5955,The event log shall record 30 days of typical events before overwriting oldest event records first.45,CC_ID6338,Rami,Alex,patient not admitted to hospital313,Open
FL_ID5956,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.45,CC_ID5461,Rami,Alex,PCA pump detects its own failure313,Clossed
FL_ID5957,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.45,CC_ID4641,Ben,Caleb,indication of no ICE alarms enabled313,Open
FL_ID5958,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.45",CC_ID6322,Rami,Alex,basal rate or bolus VTBI exceeded soft limit313,Open
FL_ID5959,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.45,CC_ID6239,Rami,Alex,measured flow rate exceeds setting313,Open
FL_ID5960,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.45",CC_ID4542,Rami,Alex,pump fails to prime after loading drug reservoir313,Open
FL_ID5961,Component failure must not harm patient (beyond stopping function).45,CC_ID5784,Jerry,Alex,the drug library fails authenticity or integrity check313,Open
FL_ID5962,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated45",CC_ID4884,Jerry,Caleb,no audible alarm313,Open
FL_ID5963,The PCA pump shall detect battery failure and issue a battery failure alarm45,CC_ID5166,Rami,Caleb,bubble detection313,Open
FL_ID5964,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.45",CC_ID6100,Rami,Sugandha,dose reaches maximum allowed by drug library313,Clossed
FL_ID5965,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.45,CC_ID6033,Ben,Alex,clinician not authorized to operate pump313,Open
FL_ID5966,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.45,CC_ID5944,Jerry,Alex,Bolus request denied because minimum time between boluses had not elapsed.313,Open
FL_ID5967,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.45",CC_ID6781,Rami,Caleb,basal rate or bolus VTBI exceeded hard limit314,Clossed
FL_ID5968,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.45",CC_ID6314,Jerry,Sugandha,blockage between pump and patient314,Open
FL_ID5969,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.45,CC_ID6727,Jerry,Caleb,pump fails to prime after loading drug reservoir314,Open
FL_ID5970,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.45,CC_ID6228,Nasim,Alex,patient not admitted to hospital314,Assigned
FL_ID5971,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.45,CC_ID6460,Rami,Caleb,indication of no ICE alarms enabled314,Open
FL_ID5972,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.45,CC_ID6180,Jerry,Alex,blockage between reservoir and pump314,Open
FL_ID5973,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.45",CC_ID5057,Ben,Sugandha,PCA pump detects its own failure314,Open
FL_ID5974,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.45,CC_ID6073,Rami,Sugandha,clinician not authorized to operate pump314,Open
FL_ID5975,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.45",CC_ID4610,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.314,Open
FL_ID5976,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.45,CC_ID6048,Ben,Caleb,the drug library fails authenticity or integrity check314,Open
FL_ID5977,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE45",CC_ID5364,Rami,Caleb,pump temperature exceeds 55 C314,Open
FL_ID5978,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.45",CC_ID4762,Ben,Alex,measured flow rate below setting314,Open
FL_ID5979,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.45",CC_ID4795,Nasim,Alex,dose reaches maximum allowed by drug library314,Open
FL_ID5980,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.45",CC_ID4980,Ben,Alex,power-on self test fails314,Open
FL_ID5981,Each log entry shall have a time stamp81 with its time of occurrence.45,CC_ID4600,Nasim,Alex,no audible alarm314,Open
FL_ID5982,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops45",CC_ID6512,Rami,Sugandha,basal rate or bolus VTBI exceeded soft limit314,Open
FL_ID5983,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.45,CC_ID4518,Rami,Jane,measured flow rate exceeds setting314,Open
FL_ID5984,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.45,CC_ID5907,Rami,Sugandha,drug or prescription not intended for this patient314,Assigned
FL_ID5985,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).45",CC_ID4548,Nasim,Alex,bubble detection314,Open
FL_ID5986,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.45,CC_ID5074,Nasim,Sugandha,blockage between reservoir and pump315,Clossed
FL_ID5987,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment45,CC_ID6707,Ben,Jane,drug or prescription not intended for this patient315,Open
FL_ID5988,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.45,CC_ID6144,Ben,Alex,basal rate or bolus VTBI exceeded hard limit315,Open
FL_ID5989,"–removed, must scan Rx from label of drug container45",CC_ID6551,Rami,Jane,the drug library fails authenticity or integrity check315,Open
FL_ID5990,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).45",CC_ID4509,Ben,Jane,clinician not authorized to operate pump315,Open
FL_ID5991,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.45",CC_ID5185,Jerry,Jane,blockage between pump and patient315,Open
FL_ID5992,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.45,CC_ID4872,Rami,Caleb,power-on self test fails315,Assigned
FL_ID5993,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke45",CC_ID4535,Rami,Caleb,indication of no ICE alarms enabled315,Open
FL_ID5994,The scanner shall read and authenticate information from the clinician’s badge45,CC_ID5758,Ben,Sugandha,dose reaches maximum allowed by drug library315,Open
FL_ID5995,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.45",CC_ID6843,Rami,Caleb,patient not admitted to hospital315,Open
FL_ID5996,"–requirement removed, Rx read from drug container by scanner45",CC_ID5975,Ben,Caleb,measured flow rate below setting315,Assigned
FL_ID5997,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.45",CC_ID6411,Ben,Alex,pump temperature exceeds 55 C315,Open
FL_ID5998,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.45",CC_ID6974,Jerry,Caleb,measured flow rate exceeds setting315,Clossed
FL_ID5999,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop45",CC_ID6479,Rami,Alex,no audible alarm315,Open
FL_ID6000,The PCA pump shall use a physician’s prescription as device parameters.45,CC_ID6736,Rami,Caleb,bubble detection315,Open
FL_ID6001,Alarms shall be issued in order of occurrence.45,CC_ID6352,Ben,Caleb,basal rate or bolus VTBI exceeded soft limit315,Open
FL_ID6002,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)45",CC_ID6249,Ben,Caleb,pump fails to prime after loading drug reservoir315,Open
FL_ID6003,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.45",CC_ID6444,Jerry,Sugandha,PCA pump detects its own failure315,Clossed
FL_ID6004,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow45",CC_ID5437,Ben,Caleb,Bolus request denied because minimum time between boluses had not elapsed.315,Open
FL_ID6005,The PCA pump shall detect downstream occlusion.45,CC_ID6650,Ben,Alex,indication of no ICE alarms enabled316,Open
FL_ID6006,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.45,CC_ID4811,Rami,Alex,the drug library fails authenticity or integrity check316,Open
FL_ID6007,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.45,CC_ID5837,Ben,Caleb,PCA pump detects its own failure316,Clossed
FL_ID6008,The PCA pump must not leak current greater than 10 mA45,CC_ID6918,Ben,Jane,basal rate or bolus VTBI exceeded soft limit316,Open
FL_ID6009,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.45",CC_ID5307,Ben,Alex,measured flow rate below setting316,Open
FL_ID6010,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.45",CC_ID5706,Ben,Caleb,dose reaches maximum allowed by drug library316,Open
FL_ID6011,The mechanical pump shall not allow reverse flow from the patient into the pump.45,CC_ID6802,Ben,Alex,blockage between reservoir and pump316,Open
FL_ID6012,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.45,CC_ID4965,Ben,Caleb,patient not admitted to hospital316,Open
FL_ID6013,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.45",CC_ID5237,Ben,Alex,blockage between pump and patient316,Open
FL_ID6014,The PCA pump shall detect air-in-line embolism (bubble).45,CC_ID5666,Ben,Caleb,Bolus request denied because minimum time between boluses had not elapsed.316,Open
FL_ID6015,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.45",CC_ID6396,Ben,Alex,pump temperature exceeds 55 C316,Open
FL_ID6016,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)45,CC_ID5806,Rami,Alex,drug or prescription not intended for this patient316,Open
FL_ID6017,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.45,CC_ID4781,Ben,Caleb,power-on self test fails316,Open
FL_ID6018,The fault log shall record at least 1000 faults before overwriting oldest fault records first.45,CC_ID6954,Jerry,Alex,pump fails to prime after loading drug reservoir316,Open
FL_ID6019,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.45,CC_ID5382,Rami,Caleb,basal rate or bolus VTBI exceeded hard limit316,Open
FL_ID6020,The scanner shall read and authenticate information from the patient’s wristband45,CC_ID5649,Ben,Alex,bubble detection316,Open
FL_ID6021,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.45,CC_ID5012,Rami,Caleb,no audible alarm316,Assigned
FL_ID6022,A real-time clock must produce timestamps accurate to 10 ms.45,CC_ID4836,Rami,Caleb,clinician not authorized to operate pump316,Open
FL_ID6023,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.45,CC_ID4630,Rami,Alex,measured flow rate exceeds setting316,Open
FL_ID6024,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)45",CC_ID6137,Ben,Alex,bubble detection317,Open
FL_ID6025,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.45,CC_ID4766,Ben,Caleb,blockage between pump and patient317,Open
FL_ID6026,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions45",CC_ID6350,Ben,Alex,basal rate or bolus VTBI exceeded hard limit317,Open
FL_ID6027,The PCA pump shall issue alarms and warnings that require clinician attention.45,CC_ID6961,Jerry,Alex,power-on self test fails317,Clossed
FL_ID6028,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication45",CC_ID4943,Ben,Alex,measured flow rate below setting317,Open
FL_ID6029,The drug reservoir shall measure its contents.45,CC_ID6657,Ben,Caleb,the drug library fails authenticity or integrity check317,Open
FL_ID6030,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.45,CC_ID6067,Ben,Caleb,PCA pump detects its own failure317,Clossed
FL_ID6031,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.45",CC_ID6514,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.317,Open
FL_ID6032,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)45,CC_ID5306,Ben,Caleb,blockage between reservoir and pump317,Open
FL_ID6033,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.45",CC_ID5860,Ben,Alex,basal rate or bolus VTBI exceeded soft limit317,Open
FL_ID6034,The Control Panel shall provide means to cancel alarm signal inactivation.45,CC_ID4645,Nasim,Caleb,pump temperature exceeds 55 C317,Clossed
FL_ID6035,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.45",CC_ID5783,Rami,Sugandha,pump fails to prime after loading drug reservoir317,Assigned
FL_ID6036,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown45",CC_ID6021,Nasim,Caleb,indication of no ICE alarms enabled317,Open
FL_ID6037,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.45",CC_ID4758,Ben,Jane,patient not admitted to hospital317,Open
FL_ID6038,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.45,CC_ID6135,Nasim,Caleb,measured flow rate exceeds setting317,Open
FL_ID6039,The scanner shall read and authenticate information from the drug’s package label45,CC_ID4569,Rami,Sugandha,drug or prescription not intended for this patient317,Open
