UC_ID,UC_TITLE,UC_PrC,UC_PoC,UC_STEPS
UC_ID1488,Sound Failure78,UC_ID19,UC_ID189,Air-in-line Embolism78
UC_ID1489,Air-in-line Embolism78,UC_ID2844,UC_ID903,Prescription Authentication Failure78
UC_ID1490,Drug Library Not Present or Corrupted78,UC_ID1949,UC_ID1218,ICE Failure78
UC_ID1491,Under-Flow Rate Alarm78,UC_ID181,UC_ID808,Pump Priming Failure78
UC_ID1492,Internal Electronic Failure78,UC_ID2953,UC_ID2666,Drug Library Not Present or Corrupted78
UC_ID1493,Over-Flow Rate Alarm78,UC_ID110,UC_ID1823,Maximum Safe Dose78
UC_ID1494,Downstream Occlusion78,UC_ID286,UC_ID2786,Drug Library Hard Limit78
UC_ID1495,Power-On Self Test Failure78,UC_ID997,UC_ID311,Bolus request too soon78
UC_ID1496,Drug Library Soft Limit78,UC_ID833,UC_ID1502,Over-Flow Rate Alarm78
UC_ID1497,Pump Priming Failure78,UC_ID2325,UC_ID1654,Internal Electronic Failure78
UC_ID1498,Patient Authentication Failure78,UC_ID1346,UC_ID1008,Sound Failure78
UC_ID1499,Upstream Occlusion78,UC_ID166,UC_ID2842,Patient Authentication Failure78
UC_ID1500,Maximum Safe Dose78,UC_ID1005,UC_ID2411,Upstream Occlusion78
UC_ID1501,ICE Failure78,UC_ID1492,UC_ID1197,Pump Overheating78
UC_ID1502,Upstream Occlusion79,UC_ID1881,UC_ID1644,Patient Authentication Failure79
UC_ID1503,Drug Library Not Present or Corrupted79,UC_ID2679,UC_ID1795,Drug Library Soft Limit79
UC_ID1504,Over-Flow Rate Alarm79,UC_ID2583,UC_ID1516,Power-On Self Test Failure79
UC_ID1505,Pump Overheating79,UC_ID1615,UC_ID540,Internal Electronic Failure79
UC_ID1506,Under-Flow Rate Alarm79,UC_ID404,UC_ID1950,Prescription Authentication Failure79
UC_ID1507,Clinician Authentication Failure79,UC_ID1190,UC_ID827,Clinician Authentication Failure79
UC_ID1508,Sound Failure79,UC_ID2649,UC_ID1010,Under-Flow Rate Alarm79
UC_ID1509,Pump Priming Failure79,UC_ID2298,UC_ID2525,Over-Flow Rate Alarm79
UC_ID1510,Bolus request too soon79,UC_ID94,UC_ID2430,Drug Library Hard Limit79
UC_ID1511,Air-in-line Embolism79,UC_ID99,UC_ID370,Air-in-line Embolism79
UC_ID1512,ICE Failure79,UC_ID964,UC_ID1758,Pump Overheating79
UC_ID1513,Downstream Occlusion79,UC_ID119,UC_ID2824,Drug Library Not Present or Corrupted79
UC_ID1514,Drug Library Hard Limit79,UC_ID2661,UC_ID2205,ICE Failure79
UC_ID1515,Maximum Safe Dose79,UC_ID2237,UC_ID493,Bolus request too soon79
UC_ID1516,Prescription Authentication Failure79,UC_ID2514,UC_ID190,Upstream Occlusion79
UC_ID1517,Patient Authentication Failure79,UC_ID1158,UC_ID2626,Pump Priming Failure79
UC_ID1518,Drug Library Soft Limit79,UC_ID2535,UC_ID2724,Maximum Safe Dose79
UC_ID1519,Internal Electronic Failure79,UC_ID306,UC_ID1718,Sound Failure79
UC_ID1520,Power-On Self Test Failure79,UC_ID1085,UC_ID922,Downstream Occlusion79
UC_ID1521,Drug Library Hard Limit80,UC_ID660,UC_ID603,Over-Flow Rate Alarm80
UC_ID1522,Prescription Authentication Failure80,UC_ID2444,UC_ID1738,ICE Failure80
UC_ID1523,Over-Flow Rate Alarm80,UC_ID460,UC_ID695,Air-in-line Embolism80
UC_ID1524,Pump Overheating80,UC_ID300,UC_ID2407,Bolus request too soon80
UC_ID1525,Upstream Occlusion80,UC_ID1143,UC_ID1743,Clinician Authentication Failure80
UC_ID1526,Drug Library Soft Limit80,UC_ID2475,UC_ID969,Drug Library Not Present or Corrupted80
UC_ID1527,ICE Failure80,UC_ID1718,UC_ID2063,Power-On Self Test Failure80
UC_ID1528,Internal Electronic Failure80,UC_ID2463,UC_ID1266,Drug Library Hard Limit80
UC_ID1529,Pump Priming Failure80,UC_ID650,UC_ID586,Upstream Occlusion80
UC_ID1530,Patient Authentication Failure80,UC_ID2193,UC_ID1667,Pump Priming Failure80
UC_ID1531,Under-Flow Rate Alarm80,UC_ID1427,UC_ID799,Prescription Authentication Failure80
UC_ID1532,Maximum Safe Dose80,UC_ID394,UC_ID358,Pump Overheating80
UC_ID1533,Clinician Authentication Failure80,UC_ID2921,UC_ID2001,Sound Failure80
UC_ID1534,Downstream Occlusion80,UC_ID2815,UC_ID1094,Under-Flow Rate Alarm80
UC_ID1535,Power-On Self Test Failure80,UC_ID1247,UC_ID2200,Patient Authentication Failure80
UC_ID1536,Drug Library Not Present or Corrupted80,UC_ID210,UC_ID2506,Internal Electronic Failure80
UC_ID1537,Sound Failure80,UC_ID1375,UC_ID2673,Maximum Safe Dose80
UC_ID1538,Air-in-line Embolism80,UC_ID2626,UC_ID2629,Downstream Occlusion80
UC_ID1539,Bolus request too soon80,UC_ID2352,UC_ID2495,Drug Library Soft Limit80
UC_ID1540,Pump Priming Failure81,UC_ID380,UC_ID2473,Clinician Authentication Failure81
UC_ID1541,Drug Library Not Present or Corrupted81,UC_ID2304,UC_ID1039,Pump Priming Failure81
UC_ID1542,Clinician Authentication Failure81,UC_ID735,UC_ID2297,Drug Library Soft Limit81
UC_ID1543,Maximum Safe Dose81,UC_ID2348,UC_ID2058,ICE Failure81
UC_ID1544,Over-Flow Rate Alarm81,UC_ID1355,UC_ID2844,Internal Electronic Failure81
UC_ID1545,Pump Overheating81,UC_ID2182,UC_ID2995,Prescription Authentication Failure81
UC_ID1546,Power-On Self Test Failure81,UC_ID2526,UC_ID117,Power-On Self Test Failure81
UC_ID1547,Under-Flow Rate Alarm81,UC_ID2133,UC_ID2725,Pump Overheating81
UC_ID1548,Air-in-line Embolism81,UC_ID1923,UC_ID1535,Over-Flow Rate Alarm81
UC_ID1549,Upstream Occlusion81,UC_ID269,UC_ID1226,Bolus request too soon81
UC_ID1550,Internal Electronic Failure81,UC_ID1651,UC_ID1649,Sound Failure81
UC_ID1551,Drug Library Hard Limit81,UC_ID781,UC_ID1062,Drug Library Not Present or Corrupted81
UC_ID1552,Sound Failure81,UC_ID2121,UC_ID10,Upstream Occlusion81
UC_ID1553,Drug Library Soft Limit81,UC_ID1967,UC_ID1628,Drug Library Hard Limit81
UC_ID1554,Bolus request too soon81,UC_ID2474,UC_ID2145,Under-Flow Rate Alarm81
UC_ID1555,Downstream Occlusion81,UC_ID722,UC_ID2387,Air-in-line Embolism81
UC_ID1556,ICE Failure81,UC_ID2549,UC_ID450,Patient Authentication Failure81
UC_ID1557,Prescription Authentication Failure81,UC_ID1294,UC_ID2242,Maximum Safe Dose81
UC_ID1558,Patient Authentication Failure81,UC_ID1860,UC_ID2469,Downstream Occlusion81
UC_ID1559,Prescription Authentication Failure82,UC_ID2511,UC_ID2841,Sound Failure82
UC_ID1560,Maximum Safe Dose82,UC_ID1623,UC_ID2563,Drug Library Hard Limit82
UC_ID1561,Pump Priming Failure82,UC_ID2896,UC_ID1653,Drug Library Not Present or Corrupted82
UC_ID1562,Drug Library Hard Limit82,UC_ID1883,UC_ID2305,Power-On Self Test Failure82
UC_ID1563,Drug Library Not Present or Corrupted82,UC_ID465,UC_ID2640,Maximum Safe Dose82
UC_ID1564,ICE Failure82,UC_ID1061,UC_ID2537,Bolus request too soon82
UC_ID1565,Drug Library Soft Limit82,UC_ID444,UC_ID895,Over-Flow Rate Alarm82
UC_ID1566,Sound Failure82,UC_ID1043,UC_ID248,Pump Overheating82
UC_ID1567,Internal Electronic Failure82,UC_ID27,UC_ID502,Internal Electronic Failure82
UC_ID1568,Downstream Occlusion82,UC_ID1050,UC_ID1026,ICE Failure82
UC_ID1569,Bolus request too soon82,UC_ID1220,UC_ID998,Clinician Authentication Failure82
UC_ID1570,Air-in-line Embolism82,UC_ID1779,UC_ID1186,Drug Library Soft Limit82
UC_ID1571,Under-Flow Rate Alarm82,UC_ID2263,UC_ID778,Upstream Occlusion82
UC_ID1572,Patient Authentication Failure82,UC_ID2988,UC_ID2574,Air-in-line Embolism82
UC_ID1573,Over-Flow Rate Alarm82,UC_ID218,UC_ID2645,Downstream Occlusion82
UC_ID1574,Upstream Occlusion82,UC_ID1987,UC_ID1876,Under-Flow Rate Alarm82
UC_ID1575,Power-On Self Test Failure82,UC_ID632,UC_ID2780,Prescription Authentication Failure82
UC_ID1576,Clinician Authentication Failure82,UC_ID2590,UC_ID124,Pump Priming Failure82
UC_ID1577,Pump Overheating82,UC_ID625,UC_ID2615,Patient Authentication Failure82
UC_ID1578,Under-Flow Rate Alarm83,UC_ID2418,UC_ID110,Clinician Authentication Failure83
UC_ID1579,Drug Library Hard Limit83,UC_ID1141,UC_ID700,ICE Failure83
UC_ID1580,Downstream Occlusion83,UC_ID336,UC_ID870,Drug Library Hard Limit83
UC_ID1581,Drug Library Soft Limit83,UC_ID751,UC_ID2355,Pump Priming Failure83
UC_ID1582,Maximum Safe Dose83,UC_ID2440,UC_ID758,Bolus request too soon83
UC_ID1583,Prescription Authentication Failure83,UC_ID899,UC_ID1586,Maximum Safe Dose83
UC_ID1584,Upstream Occlusion83,UC_ID1929,UC_ID917,Patient Authentication Failure83
UC_ID1585,Power-On Self Test Failure83,UC_ID1937,UC_ID1135,Downstream Occlusion83
UC_ID1586,Pump Priming Failure83,UC_ID223,UC_ID2057,Power-On Self Test Failure83
UC_ID1587,Air-in-line Embolism83,UC_ID333,UC_ID772,Under-Flow Rate Alarm83
UC_ID1588,Clinician Authentication Failure83,UC_ID1667,UC_ID2582,Air-in-line Embolism83
UC_ID1589,Bolus request too soon83,UC_ID2670,UC_ID506,Upstream Occlusion83
UC_ID1590,Internal Electronic Failure83,UC_ID1955,UC_ID1857,Pump Overheating83
UC_ID1591,Patient Authentication Failure83,UC_ID319,UC_ID293,Drug Library Soft Limit83
UC_ID1592,ICE Failure83,UC_ID2613,UC_ID1323,Internal Electronic Failure83
UC_ID1593,Pump Overheating83,UC_ID728,UC_ID1083,Over-Flow Rate Alarm83
UC_ID1594,Drug Library Not Present or Corrupted83,UC_ID2870,UC_ID662,Drug Library Not Present or Corrupted83
UC_ID1595,Over-Flow Rate Alarm83,UC_ID2196,UC_ID2172,Sound Failure83
UC_ID1596,Sound Failure83,UC_ID2582,UC_ID1742,Prescription Authentication Failure83
UC_ID1597,Under-Flow Rate Alarm84,UC_ID2942,UC_ID1666,Prescription Authentication Failure84
UC_ID1598,Pump Overheating84,UC_ID2872,UC_ID1630,Sound Failure84
UC_ID1599,Internal Electronic Failure84,UC_ID629,UC_ID2647,Clinician Authentication Failure84
UC_ID1600,Drug Library Not Present or Corrupted84,UC_ID2930,UC_ID479,Pump Overheating84
UC_ID1601,ICE Failure84,UC_ID113,UC_ID2199,Drug Library Hard Limit84
UC_ID1602,Downstream Occlusion84,UC_ID1808,UC_ID410,Internal Electronic Failure84
UC_ID1603,Air-in-line Embolism84,UC_ID1491,UC_ID1909,Drug Library Soft Limit84
UC_ID1604,Maximum Safe Dose84,UC_ID2385,UC_ID2903,Over-Flow Rate Alarm84
UC_ID1605,Pump Priming Failure84,UC_ID2733,UC_ID1424,Downstream Occlusion84
UC_ID1606,Bolus request too soon84,UC_ID2469,UC_ID1704,Maximum Safe Dose84
UC_ID1607,Sound Failure84,UC_ID1067,UC_ID59,Drug Library Not Present or Corrupted84
UC_ID1608,Drug Library Hard Limit84,UC_ID1983,UC_ID2049,Power-On Self Test Failure84
UC_ID1609,Patient Authentication Failure84,UC_ID957,UC_ID1573,Upstream Occlusion84
UC_ID1610,Upstream Occlusion84,UC_ID2949,UC_ID513,Bolus request too soon84
UC_ID1611,Drug Library Soft Limit84,UC_ID2790,UC_ID260,Pump Priming Failure84
UC_ID1612,Over-Flow Rate Alarm84,UC_ID2923,UC_ID2596,Under-Flow Rate Alarm84
UC_ID1613,Prescription Authentication Failure84,UC_ID2684,UC_ID2658,ICE Failure84
UC_ID1614,Clinician Authentication Failure84,UC_ID2834,UC_ID1719,Air-in-line Embolism84
UC_ID1615,Power-On Self Test Failure84,UC_ID450,UC_ID198,Patient Authentication Failure84
UC_ID1616,Drug Library Not Present or Corrupted85,UC_ID1731,UC_ID1143,Under-Flow Rate Alarm85
UC_ID1617,Pump Overheating85,UC_ID1675,UC_ID1041,Pump Overheating85
UC_ID1618,Downstream Occlusion85,UC_ID1565,UC_ID330,Air-in-line Embolism85
UC_ID1619,Drug Library Soft Limit85,UC_ID1049,UC_ID960,Drug Library Not Present or Corrupted85
UC_ID1620,Over-Flow Rate Alarm85,UC_ID723,UC_ID927,Upstream Occlusion85
UC_ID1621,Maximum Safe Dose85,UC_ID2086,UC_ID595,Prescription Authentication Failure85
UC_ID1622,Drug Library Hard Limit85,UC_ID443,UC_ID2777,Patient Authentication Failure85
UC_ID1623,Sound Failure85,UC_ID2499,UC_ID1293,Maximum Safe Dose85
UC_ID1624,ICE Failure85,UC_ID2186,UC_ID168,Pump Priming Failure85
UC_ID1625,Prescription Authentication Failure85,UC_ID1964,UC_ID2769,Drug Library Soft Limit85
UC_ID1626,Clinician Authentication Failure85,UC_ID1226,UC_ID2159,Sound Failure85
UC_ID1627,Air-in-line Embolism85,UC_ID18,UC_ID2805,Bolus request too soon85
UC_ID1628,Internal Electronic Failure85,UC_ID769,UC_ID2879,ICE Failure85
UC_ID1629,Bolus request too soon85,UC_ID58,UC_ID554,Drug Library Hard Limit85
UC_ID1630,Patient Authentication Failure85,UC_ID2532,UC_ID2560,Internal Electronic Failure85
UC_ID1631,Pump Priming Failure85,UC_ID1533,UC_ID2144,Downstream Occlusion85
UC_ID1632,Upstream Occlusion85,UC_ID566,UC_ID2450,Over-Flow Rate Alarm85
UC_ID1633,Power-On Self Test Failure85,UC_ID1844,UC_ID417,Power-On Self Test Failure85
UC_ID1634,Under-Flow Rate Alarm85,UC_ID2330,UC_ID175,Clinician Authentication Failure85
UC_ID1635,Power-On Self Test Failure86,UC_ID549,UC_ID1084,Drug Library Not Present or Corrupted86
UC_ID1636,Pump Overheating86,UC_ID2085,UC_ID2079,Drug Library Hard Limit86
UC_ID1637,Drug Library Not Present or Corrupted86,UC_ID224,UC_ID411,Over-Flow Rate Alarm86
UC_ID1638,Drug Library Soft Limit86,UC_ID163,UC_ID596,Clinician Authentication Failure86
UC_ID1639,Clinician Authentication Failure86,UC_ID2284,UC_ID1147,Prescription Authentication Failure86
UC_ID1640,Upstream Occlusion86,UC_ID533,UC_ID1190,Under-Flow Rate Alarm86
UC_ID1641,Internal Electronic Failure86,UC_ID1466,UC_ID2486,Pump Overheating86
UC_ID1642,ICE Failure86,UC_ID2970,UC_ID2584,Power-On Self Test Failure86
UC_ID1643,Patient Authentication Failure86,UC_ID1574,UC_ID2286,Internal Electronic Failure86
UC_ID1644,Sound Failure86,UC_ID121,UC_ID935,ICE Failure86
UC_ID1645,Drug Library Hard Limit86,UC_ID741,UC_ID1394,Upstream Occlusion86
UC_ID1646,Prescription Authentication Failure86,UC_ID1255,UC_ID2318,Air-in-line Embolism86
UC_ID1647,Downstream Occlusion86,UC_ID72,UC_ID2540,Sound Failure86
UC_ID1648,Pump Priming Failure86,UC_ID842,UC_ID1372,Pump Priming Failure86
UC_ID1649,Over-Flow Rate Alarm86,UC_ID2364,UC_ID1529,Patient Authentication Failure86
UC_ID1650,Air-in-line Embolism86,UC_ID1285,UC_ID1238,Bolus request too soon86
UC_ID1651,Bolus request too soon86,UC_ID1706,UC_ID2336,Downstream Occlusion86
UC_ID1652,Maximum Safe Dose86,UC_ID1809,UC_ID2394,Maximum Safe Dose86
UC_ID1653,Under-Flow Rate Alarm86,UC_ID1994,UC_ID2524,Drug Library Soft Limit86
UC_ID1654,Over-Flow Rate Alarm87,UC_ID2550,UC_ID2529,Pump Priming Failure87
UC_ID1655,Under-Flow Rate Alarm87,UC_ID1794,UC_ID25,Downstream Occlusion87
UC_ID1656,Drug Library Not Present or Corrupted87,UC_ID1004,UC_ID2892,Over-Flow Rate Alarm87
UC_ID1657,Internal Electronic Failure87,UC_ID77,UC_ID2943,Pump Overheating87
UC_ID1658,Prescription Authentication Failure87,UC_ID718,UC_ID1996,Power-On Self Test Failure87
UC_ID1659,Pump Priming Failure87,UC_ID2261,UC_ID2881,Drug Library Hard Limit87
UC_ID1660,ICE Failure87,UC_ID2035,UC_ID852,Under-Flow Rate Alarm87
UC_ID1661,Clinician Authentication Failure87,UC_ID2424,UC_ID686,Sound Failure87
UC_ID1662,Bolus request too soon87,UC_ID2215,UC_ID132,Drug Library Soft Limit87
UC_ID1663,Pump Overheating87,UC_ID544,UC_ID392,Clinician Authentication Failure87
UC_ID1664,Power-On Self Test Failure87,UC_ID2329,UC_ID2752,ICE Failure87
UC_ID1665,Downstream Occlusion87,UC_ID1407,UC_ID1437,Bolus request too soon87
UC_ID1666,Drug Library Hard Limit87,UC_ID1014,UC_ID2637,Drug Library Not Present or Corrupted87
UC_ID1667,Drug Library Soft Limit87,UC_ID707,UC_ID1359,Prescription Authentication Failure87
UC_ID1668,Maximum Safe Dose87,UC_ID1707,UC_ID964,Internal Electronic Failure87
UC_ID1669,Air-in-line Embolism87,UC_ID349,UC_ID1794,Maximum Safe Dose87
UC_ID1670,Upstream Occlusion87,UC_ID2116,UC_ID2019,Air-in-line Embolism87
UC_ID1671,Sound Failure87,UC_ID2129,UC_ID995,Patient Authentication Failure87
UC_ID1672,Patient Authentication Failure87,UC_ID943,UC_ID1030,Upstream Occlusion87
UC_ID1673,Patient Authentication Failure88,UC_ID2199,UC_ID1790,Pump Overheating88
UC_ID1674,Downstream Occlusion88,UC_ID2105,UC_ID1403,Drug Library Hard Limit88
UC_ID1675,ICE Failure88,UC_ID402,UC_ID793,Drug Library Not Present or Corrupted88
UC_ID1676,Power-On Self Test Failure88,UC_ID563,UC_ID2460,Over-Flow Rate Alarm88
UC_ID1677,Over-Flow Rate Alarm88,UC_ID1916,UC_ID2382,Bolus request too soon88
UC_ID1678,Maximum Safe Dose88,UC_ID761,UC_ID1346,Patient Authentication Failure88
UC_ID1679,Upstream Occlusion88,UC_ID2793,UC_ID329,Sound Failure88
UC_ID1680,Internal Electronic Failure88,UC_ID614,UC_ID412,Internal Electronic Failure88
UC_ID1681,Under-Flow Rate Alarm88,UC_ID2083,UC_ID2494,Prescription Authentication Failure88
UC_ID1682,Drug Library Soft Limit88,UC_ID2054,UC_ID406,Under-Flow Rate Alarm88
UC_ID1683,Bolus request too soon88,UC_ID123,UC_ID879,Upstream Occlusion88
UC_ID1684,Drug Library Not Present or Corrupted88,UC_ID1793,UC_ID2734,Power-On Self Test Failure88
UC_ID1685,Air-in-line Embolism88,UC_ID1556,UC_ID694,Air-in-line Embolism88
UC_ID1686,Prescription Authentication Failure88,UC_ID1,UC_ID136,Clinician Authentication Failure88
UC_ID1687,Clinician Authentication Failure88,UC_ID1859,UC_ID1013,Downstream Occlusion88
UC_ID1688,Drug Library Hard Limit88,UC_ID1256,UC_ID1877,Maximum Safe Dose88
UC_ID1689,Pump Priming Failure88,UC_ID2476,UC_ID1278,ICE Failure88
UC_ID1690,Pump Overheating88,UC_ID1608,UC_ID1925,Pump Priming Failure88
UC_ID1691,Sound Failure88,UC_ID334,UC_ID1223,Drug Library Soft Limit88
UC_ID1692,Over-Flow Rate Alarm89,UC_ID398,UC_ID1657,Patient Authentication Failure89
UC_ID1693,Under-Flow Rate Alarm89,UC_ID2998,UC_ID1578,Power-On Self Test Failure89
UC_ID1694,Pump Overheating89,UC_ID2783,UC_ID111,Maximum Safe Dose89
UC_ID1695,Drug Library Hard Limit89,UC_ID704,UC_ID610,Upstream Occlusion89
UC_ID1696,Bolus request too soon89,UC_ID959,UC_ID437,Downstream Occlusion89
UC_ID1697,Patient Authentication Failure89,UC_ID960,UC_ID1259,Drug Library Soft Limit89
UC_ID1698,Air-in-line Embolism89,UC_ID216,UC_ID1302,Clinician Authentication Failure89
UC_ID1699,Downstream Occlusion89,UC_ID1274,UC_ID997,Bolus request too soon89
UC_ID1700,Sound Failure89,UC_ID2696,UC_ID869,Prescription Authentication Failure89
UC_ID1701,Maximum Safe Dose89,UC_ID2564,UC_ID1279,Sound Failure89
UC_ID1702,ICE Failure89,UC_ID1764,UC_ID2230,Over-Flow Rate Alarm89
UC_ID1703,Clinician Authentication Failure89,UC_ID1159,UC_ID1138,Drug Library Hard Limit89
UC_ID1704,Drug Library Not Present or Corrupted89,UC_ID1832,UC_ID714,Internal Electronic Failure89
UC_ID1705,Drug Library Soft Limit89,UC_ID1052,UC_ID1419,Under-Flow Rate Alarm89
UC_ID1706,Upstream Occlusion89,UC_ID1258,UC_ID868,ICE Failure89
UC_ID1707,Prescription Authentication Failure89,UC_ID1886,UC_ID2392,Pump Overheating89
UC_ID1708,Internal Electronic Failure89,UC_ID1768,UC_ID2598,Pump Priming Failure89
UC_ID1709,Pump Priming Failure89,UC_ID921,UC_ID2264,Drug Library Not Present or Corrupted89
UC_ID1710,Power-On Self Test Failure89,UC_ID2152,UC_ID441,Air-in-line Embolism89
UC_ID1711,Drug Library Hard Limit90,UC_ID973,UC_ID521,Drug Library Not Present or Corrupted90
UC_ID1712,Over-Flow Rate Alarm90,UC_ID1699,UC_ID1206,Drug Library Hard Limit90
UC_ID1713,Clinician Authentication Failure90,UC_ID1066,UC_ID2696,Pump Overheating90
UC_ID1714,Upstream Occlusion90,UC_ID2335,UC_ID2964,Upstream Occlusion90
UC_ID1715,Patient Authentication Failure90,UC_ID490,UC_ID1523,ICE Failure90
UC_ID1716,ICE Failure90,UC_ID1722,UC_ID1468,Pump Priming Failure90
UC_ID1717,Sound Failure90,UC_ID2122,UC_ID2064,Downstream Occlusion90
UC_ID1718,Internal Electronic Failure90,UC_ID1510,UC_ID1679,Drug Library Soft Limit90
UC_ID1719,Power-On Self Test Failure90,UC_ID2451,UC_ID2700,Air-in-line Embolism90
UC_ID1720,Prescription Authentication Failure90,UC_ID1563,UC_ID413,Sound Failure90
UC_ID1721,Bolus request too soon90,UC_ID2236,UC_ID1150,Maximum Safe Dose90
UC_ID1722,Downstream Occlusion90,UC_ID107,UC_ID1723,Clinician Authentication Failure90
UC_ID1723,Under-Flow Rate Alarm90,UC_ID626,UC_ID1514,Under-Flow Rate Alarm90
UC_ID1724,Pump Priming Failure90,UC_ID481,UC_ID1400,Over-Flow Rate Alarm90
UC_ID1725,Air-in-line Embolism90,UC_ID907,UC_ID1936,Power-On Self Test Failure90
UC_ID1726,Pump Overheating90,UC_ID278,UC_ID972,Bolus request too soon90
UC_ID1727,Drug Library Not Present or Corrupted90,UC_ID2612,UC_ID2643,Prescription Authentication Failure90
UC_ID1728,Maximum Safe Dose90,UC_ID822,UC_ID2161,Patient Authentication Failure90
UC_ID1729,Drug Library Soft Limit90,UC_ID2957,UC_ID2922,Internal Electronic Failure90
UC_ID1730,Downstream Occlusion91,UC_ID1776,UC_ID472,Internal Electronic Failure91
UC_ID1731,Drug Library Hard Limit91,UC_ID1732,UC_ID2171,Bolus request too soon91
UC_ID1732,Under-Flow Rate Alarm91,UC_ID2319,UC_ID542,Maximum Safe Dose91
UC_ID1733,Bolus request too soon91,UC_ID464,UC_ID104,Prescription Authentication Failure91
UC_ID1734,ICE Failure91,UC_ID2434,UC_ID1615,ICE Failure91
UC_ID1735,Pump Priming Failure91,UC_ID215,UC_ID2223,Power-On Self Test Failure91
UC_ID1736,Upstream Occlusion91,UC_ID1666,UC_ID2499,Air-in-line Embolism91
UC_ID1737,Drug Library Soft Limit91,UC_ID100,UC_ID2479,Pump Priming Failure91
UC_ID1738,Pump Overheating91,UC_ID553,UC_ID2128,Drug Library Soft Limit91
UC_ID1739,Clinician Authentication Failure91,UC_ID2931,UC_ID1944,Over-Flow Rate Alarm91
UC_ID1740,Sound Failure91,UC_ID1748,UC_ID601,Drug Library Not Present or Corrupted91
UC_ID1741,Air-in-line Embolism91,UC_ID2836,UC_ID2404,Drug Library Hard Limit91
UC_ID1742,Over-Flow Rate Alarm91,UC_ID415,UC_ID1905,Pump Overheating91
UC_ID1743,Patient Authentication Failure91,UC_ID698,UC_ID308,Downstream Occlusion91
UC_ID1744,Internal Electronic Failure91,UC_ID344,UC_ID2715,Under-Flow Rate Alarm91
UC_ID1745,Maximum Safe Dose91,UC_ID2501,UC_ID2439,Clinician Authentication Failure91
UC_ID1746,Prescription Authentication Failure91,UC_ID1035,UC_ID362,Upstream Occlusion91
UC_ID1747,Drug Library Not Present or Corrupted91,UC_ID2617,UC_ID1753,Patient Authentication Failure91
UC_ID1748,Power-On Self Test Failure91,UC_ID1549,UC_ID2806,Sound Failure91
UC_ID1749,Over-Flow Rate Alarm92,UC_ID1077,UC_ID690,Maximum Safe Dose92
UC_ID1750,Drug Library Hard Limit92,UC_ID1105,UC_ID2855,Bolus request too soon92
UC_ID1751,Downstream Occlusion92,UC_ID2875,UC_ID844,Upstream Occlusion92
UC_ID1752,Pump Priming Failure92,UC_ID1232,UC_ID1571,Over-Flow Rate Alarm92
UC_ID1753,Power-On Self Test Failure92,UC_ID644,UC_ID2316,Pump Priming Failure92
UC_ID1754,Prescription Authentication Failure92,UC_ID1811,UC_ID1129,Under-Flow Rate Alarm92
UC_ID1755,Drug Library Soft Limit92,UC_ID1208,UC_ID342,Downstream Occlusion92
UC_ID1756,Clinician Authentication Failure92,UC_ID2258,UC_ID2586,Pump Overheating92
UC_ID1757,Maximum Safe Dose92,UC_ID1760,UC_ID2590,Drug Library Soft Limit92
UC_ID1758,Pump Overheating92,UC_ID1591,UC_ID1706,Drug Library Hard Limit92
UC_ID1759,Internal Electronic Failure92,UC_ID2342,UC_ID1382,Clinician Authentication Failure92
UC_ID1760,Drug Library Not Present or Corrupted92,UC_ID1392,UC_ID244,Patient Authentication Failure92
UC_ID1761,Air-in-line Embolism92,UC_ID1086,UC_ID604,Air-in-line Embolism92
UC_ID1762,Upstream Occlusion92,UC_ID1818,UC_ID2150,Prescription Authentication Failure92
UC_ID1763,ICE Failure92,UC_ID1604,UC_ID2416,Sound Failure92
UC_ID1764,Under-Flow Rate Alarm92,UC_ID1982,UC_ID1445,Drug Library Not Present or Corrupted92
UC_ID1765,Bolus request too soon92,UC_ID1719,UC_ID792,ICE Failure92
UC_ID1766,Sound Failure92,UC_ID2713,UC_ID1965,Power-On Self Test Failure92
UC_ID1767,Patient Authentication Failure92,UC_ID1822,UC_ID1201,Internal Electronic Failure92
UC_ID1768,Patient Authentication Failure93,UC_ID1713,UC_ID2915,Sound Failure93
UC_ID1769,Pump Overheating93,UC_ID2905,UC_ID2368,Drug Library Hard Limit93
UC_ID1770,Internal Electronic Failure93,UC_ID2172,UC_ID1401,Power-On Self Test Failure93
UC_ID1771,Drug Library Hard Limit93,UC_ID2666,UC_ID611,Maximum Safe Dose93
UC_ID1772,Air-in-line Embolism93,UC_ID1846,UC_ID2266,Downstream Occlusion93
UC_ID1773,Prescription Authentication Failure93,UC_ID1631,UC_ID323,Patient Authentication Failure93
UC_ID1774,Clinician Authentication Failure93,UC_ID30,UC_ID984,ICE Failure93
UC_ID1775,Under-Flow Rate Alarm93,UC_ID703,UC_ID454,Air-in-line Embolism93
UC_ID1776,Downstream Occlusion93,UC_ID776,UC_ID2857,Upstream Occlusion93
UC_ID1777,ICE Failure93,UC_ID1568,UC_ID2792,Drug Library Not Present or Corrupted93
UC_ID1778,Over-Flow Rate Alarm93,UC_ID1708,UC_ID832,Drug Library Soft Limit93
UC_ID1779,Drug Library Not Present or Corrupted93,UC_ID2940,UC_ID643,Pump Overheating93
UC_ID1780,Drug Library Soft Limit93,UC_ID281,UC_ID2634,Over-Flow Rate Alarm93
UC_ID1781,Sound Failure93,UC_ID329,UC_ID2913,Internal Electronic Failure93
